’	'	ἒ	e)\	x--------
κάλλιστα	ka/llista	καλός	kalo/s	a-p---nv-
κάλλιστα	ka/llista	καλός	kalo/s	a-p---na-
κάππ’	ka/pp'	κάππα	ka/ppa	n-----n--
κάπτωσιν	ka/ptwsin	κάπτω	ka/ptw	v3ppsa---
κάτω	ka/tw	κάτος	ka/tos	n-d---mn-
κάτω	ka/tw	κάτος	ka/tos	n-d---mv-
κάτω	ka/tw	κάτος	ka/tos	n-d---ma-
κάτω	ka/tw	κάτος	ka/tos	n-d---fn-
κάτω	ka/tw	κάτος	ka/tos	n-d---fv-
κάτω	ka/tw	κάτος	ka/tos	n-d---fa-
κάτω	ka/tw	κάτος	ka/tos	n-d---nn-
κάτω	ka/tw	κάτος	ka/tos	n-d---nv-
κάτω	ka/tw	κάτος	ka/tos	n-d---na-
κάτω	ka/tw	κάτος	ka/tos	n-s---mg-
κάτω	ka/tw	κάτος	ka/tos	n-s---fg-
κάτω	ka/tw	κάτος	ka/tos	n-s---ng-
κάτω	ka/tw	κάτω	ka/tw	d--------
κάτω	ka/tw	κατόω	kato/w	v2spma---
κάτω	ka/tw	κατόω	kato/w	v3siia---
κέκληκεν	ke/klhken	καλέω	kale/w	v3sria---
κέκληκεν	ke/klhken	καλέω	kale/w	v3plia---
κέκτηται	ke/kthtai	κτάομαι	kta/omai	v3srie---
κέκτηται	ke/kthtai	κτέομαι	kte/omai	v3srie---
κέρασον	ke/rason	κεράννυμι	kera/nnumi	v2sama---
κέρδος	ke/rdos	κέρδος	ke/rdos	n-s---nn-
κέρδος	ke/rdos	κέρδος	ke/rdos	n-s---nv-
κέρδος	ke/rdos	κέρδος	ke/rdos	n-s---na-
κήρυκι	kh/ruki	κῆρυξ	kh=ruc	n-s---md-
κίνδυνος	ki/ndunos	κίνδυνος	ki/ndunos	n-s---mn-
κίνει	ki/nei	κινέω	kine/w	v2spma---
κίνει	ki/nei	κινέω	kine/w	v3siia---
κόλπῳ	ko/lpw|	κόλπος	ko/lpos	n-s---md-
κόμιζε	ko/mize	κομίζω	komi/zw	v2spma---
κόμιζε	ko/mize	κομίζω	komi/zw	v3siia---
κόμμ’	ko/mm'	κόμμα	ko/mma	n-s---nn-
κόμμ’	ko/mm'	κόμμα	ko/mma	n-s---nv-
κόμμ’	ko/mm'	κόμμα	ko/mma	n-s---na-
κόμμ’	ko/mm'	κόμμι	ko/mmi	n-s---nn-
κόμμ’	ko/mm'	κόμμι	ko/mmi	n-s---nv-
κόμμ’	ko/mm'	κόμμι	ko/mmi	n-s---na-
κόνισαι	ko/nisai	κονίω	koni/w	v2samm---
κόνισαι	ko/nisai	κονίζω	koni/zw	v2samm---
κόπρος	ko/pros	κόπρος	ko/pros	n-s---fn-
κόπτεις	ko/pteis	κόπτω	ko/ptw	v2spia---
κύκλῳ	ku/klw|	κύκλος	ku/klos	n-s---md-
κύριος	ku/rios	κύριος	ku/rios	n-s---mn-
κύριος	ku/rios	κύριος	ku/rios	a-s---mn-
κύριος	ku/rios	κύριος	ku/rios	n-s---mn-
κύριος	ku/rios	κύριος	ku/rios	n-s---fn-
κύριος	ku/rios	κῦρος	ku=ros	n-s---ng-
κύψας	ku/yas	κύπτω	ku/ptw	v-sapamn-
κύψας	ku/yas	κύπτω	ku/ptw	v-sapamv-
κύψας	ku/yas	κύπτω	ku/ptw	v2saia---
κᾆτα	ka)=|ta	εἶτα	ei)=ta	d--------
κᾆτι	ka)=|ti	εἶμι	ei)=mi	v3spia---
κῆρυξ	kh=ruc	κῆρυξ	kh=ruc	n-s---mn-
κῆρυξ	kh=ruc	κῆρυξ	kh=ruc	n-s---mv-
λαβεῖν	labei=n	λαμβάνω	lamba/nw	v--ana---
λαβομένας	labome/nas	λαμβάνω	lamba/nw	v-papmfa-
λαβομένας	labome/nas	λαμβάνω	lamba/nw	v-sapmfg-
λαβοῦσα	labou=sa	λαμβάνω	lamba/nw	v-sapafn-
λαβοῦσα	labou=sa	λαμβάνω	lamba/nw	v-sapafv-
λαβοῦσά	labou=sa/	λαμβάνω	lamba/nw	v-sapafn-
λαβοῦσά	labou=sa/	λαμβάνω	lamba/nw	v-sapafv-
λαβέ	labe/	λαμβάνω	lamba/nw	v2sama---
λαβόντας	labo/ntas	λαμβάνω	lamba/nw	v-papama-
λαβόντες	labo/ntes	λαμβάνω	lamba/nw	v-papamn-
λαβόντες	labo/ntes	λαμβάνω	lamba/nw	v-papamv-
λαβών	labw/n	λαμβάνω	lamba/nw	v-sapamn-
λαγαράς	lagara/s	λαγαρός	lagaro/s	a-p---fa-
λαγῷ’	lagw=|'	λαγῷος	lagw=|os	a-p---nn-
λαγῷ’	lagw=|'	λαγῷος	lagw=|os	a-p---nv-
λαγῷ’	lagw=|'	λαγῷος	lagw=|os	a-p---na-
λαγῷ’	lagw=|'	λαγῷος	lagw=|os	a-s---mv-
λαγῷ’	lagw=|'	λαγῷος	lagw=|os	a-p---fn-
λαγῷ’	lagw=|'	λαγῷος	lagw=|os	a-p---fv-
λαθεῖν	laqei=n	λανθάνω	lanqa/nw	v--ana---
λαθοῦσά	laqou=sa/	λανθάνω	lanqa/nw	v-sapafn-
λαθοῦσά	laqou=sa/	λανθάνω	lanqa/nw	v-sapafv-
λαιμάττουσί	laima/ttousi/	λαιμάσσω	laima/ssw	v-pppamd-
λαιμάττουσί	laima/ttousi/	λαιμάσσω	laima/ssw	v-pppand-
λαιμάττουσί	laima/ttousi/	λαιμάσσω	laima/ssw	v3ppia---
λαλεῖν	lalei=n	λαλέω	lale/w	v--pna---
λαλεῖς	lalei=s	λαλέω	lale/w	v2spia---
λαλοῦντες	lalou=ntes	λαλέω	lale/w	v-pppamn-
λαλοῦντες	lalou=ntes	λαλέω	lale/w	v-pppamv-
λαλῶν	lalw=n	λάλη	la/lh	n-p---fg-
λαλῶν	lalw=n	λαλάζω	lala/zw	v-sfpamv-
λαλῶν	lalw=n	λαλάζω	lala/zw	v-sfpann-
λαλῶν	lalw=n	λαλάζω	lala/zw	v-sfpanv-
λαλῶν	lalw=n	λαλάζω	lala/zw	v-sfpana-
λαλῶν	lalw=n	λαλάζω	lala/zw	v-sfpamn-
λαλῶν	lalw=n	λαλέω	lale/w	v-sppamn-
λαμβάνειν	lamba/nein	λαμβάνω	lamba/nw	v--pna---
λαμβάνω	lamba/nw	λαμβάνω	lamba/nw	v1spsa---
λαμβάνω	lamba/nw	λαμβάνω	lamba/nw	v1spia---
λαμπράς	lampra/s	λαμπρός	lampro/s	a-p---fa-
λαμπρόν	lampro/n	λαμπρός	lampro/s	a-s---ma-
λαμπρόν	lampro/n	λαμπρός	lampro/s	a-s---nn-
λαμπρόν	lampro/n	λαμπρός	lampro/s	a-s---nv-
λαμπρόν	lampro/n	λαμπρός	lampro/s	a-s---na-
λαμπάδα	lampa/da	λαμπάσ1	lampa/s1	n-s---fa-
λαμπάδα	lampa/da	λαμπάσ2	lampa/s2	n-s---fa-
λαχών	laxw/n	λαγχάνω	lagxa/nw	v-sapamn-
λεπτή	lepth/	λεπτός	lepto/s	a-s---fn-
λεπτή	lepth/	λεπτός	lepto/s	a-s---fv-
λευκοπληθής	leukoplhqh/s	λευκοπληθής	leukoplhqh/s	n-s---mn-
λευκοπληθής	leukoplhqh/s	λευκοπληθής	leukoplhqh/s	n-s---fn-
λευκοτάτη	leukota/th	λευκός	leuko/s	a-s---fns
λευκοτάτη	leukota/th	λευκός	leuko/s	a-s---fvs
λευκός	leuko/s	λευκός	leuko/s	a-s---mn-
λεχοῦς	lexou=s	λεχώ	lexw/	n-p---fn-
λεχοῦς	lexou=s	λεχώ	lexw/	n-p---fv-
λεχοῦς	lexou=s	λεχώ	lexw/	n-s---fg-
λείπομ’	lei/pom'	λείπω	lei/pw	v1spie---
ληκύθου	lhku/qou	λήκυθος	lh/kuqos	n-s---fg-
ληκύθους	lhku/qous	λήκυθος	lh/kuqos	n-p---fa-
ληρεῖς	lhrei=s	ληρέω	lhre/w	v2spia---
ληφθήσομαι	lhfqh/somai	λαμβάνω	lamba/nw	v1sfip---
λιπαρόν	liparo/n	λιπαρός	liparo/s	a-s---ma-
λιπαρόν	liparo/n	λιπαρός	liparo/s	a-s---nn-
λιπαρόν	liparo/n	λιπαρός	liparo/s	a-s---nv-
λιπαρόν	liparo/n	λιπαρός	liparo/s	a-s---na-
λοιδορεῖσθαι	loidorei=sqai	λοιδορέω	loidore/w	v--pne---
λοιδοροῦνταί	loidorou=ntai/	λοιδορέω	loidore/w	v3ppie---
λοιδορῆται	loidorh=tai	λοιδορέω	loidore/w	v3spse---
λοιδορῆται	loidorh=tai	λοιδορέω	loidore/w	v3spie---
λοιδορῇ	loidorh=|	λοιδορέω	loidore/w	v2spse---
λοιδορῇ	loidorh=|	λοιδορέω	loidore/w	v2spie---
λοιδορῇ	loidorh=|	λοιδορέω	loidore/w	v3spsa---
λοιπόν	loipo/n	λοιπός	loipo/s	a-s---ma-
λοιπόν	loipo/n	λοιπός	loipo/s	a-s---nn-
λοιπόν	loipo/n	λοιπός	loipo/s	a-s---nv-
λοιπόν	loipo/n	λοιπός	loipo/s	a-s---na-
λορδουμένων	lordoume/nwn	λορδόω	lordo/w	v-pppefg-
λορδουμένων	lordoume/nwn	λορδόω	lordo/w	v-pppemg-
λορδουμένων	lordoume/nwn	λορδόω	lordo/w	v-pppeng-
λοίφ’	loi/f'	λοιπάς	loipa/s	n-s---fv-
λοίφ’	loi/f'	λοιπός	loipo/s	a-p---nn-
λοίφ’	loi/f'	λοιπός	loipo/s	a-p---nv-
λοίφ’	loi/f'	λοιπός	loipo/s	a-p---na-
λοίφ’	loi/f'	λοιπός	loipo/s	a-d---fn-
λοίφ’	loi/f'	λοιπός	loipo/s	a-d---fv-
λοίφ’	loi/f'	λοιπός	loipo/s	a-d---fa-
λοίφ’	loi/f'	λοιπός	loipo/s	a-s---fn-
λοίφ’	loi/f'	λοιπός	loipo/s	a-s---fv-
λοίφ’	loi/f'	λοιπός	loipo/s	a-s---mv-
λοίφ’	loi/f'	λοιπός	loipo/s	a-p---fn-
λοίφ’	loi/f'	λοιπός	loipo/s	a-p---fv-
λυπεῖ	lupei=	λυπέω	lupe/w	v2spie---
λυπεῖ	lupei=	λυπέω	lupe/w	v3spia---
λυποῦν	lupou=n	λυπέω	lupe/w	v-sppamv-
λυποῦν	lupou=n	λυπέω	lupe/w	v-sppann-
λυποῦν	lupou=n	λυπέω	lupe/w	v-sppanv-
λυποῦν	lupou=n	λυπέω	lupe/w	v-sppana-
λωποδυτῆσαι	lwpoduth=sai	λωποδυτέω	lwpodute/w	v--ana---
λάβδα	la/bda	λάβδα	la/bda	n-----n--
λάβοι	la/boi	λαμβάνω	lamba/nw	v3saoa---
λάβοιμι	la/boimi	λαμβάνω	lamba/nw	v1saoa---
λάβω	la/bw	λαμβάνω	lamba/nw	v1sasa---
λάβῃς	la/bh|s	λαμβάνω	lamba/nw	v2sasa---
λάθρᾳ	la/qra|	λάθρῃ	la/qrh|	d--------
λάκκους	la/kkous	λάκκος	la/kkos	n-p---ma-
λάκκους	la/kkous	λακκόω	lakko/w	v2siia---
λάλει	la/lei	λαλέω	lale/w	v2spma---
λάλει	la/lei	λαλέω	lale/w	v3siia---
λάμπεις	la/mpeis	λάμπω	la/mpw	v2spia---
λέγε	le/ge	λέγος	le/gos	a-s---mv-
λέγε	le/ge	λέγω1	le/gw1	v2spma---
λέγε	le/ge	λέγω1	le/gw1	v3siia---
λέγε	le/ge	λέγω2	le/gw2	v2spma---
λέγε	le/ge	λέγω2	le/gw2	v3siia---
λέγε	le/ge	λέγω3	le/gw3	v2spma---
λέγε	le/ge	λέγω3	le/gw3	v3siia---
λέγει	le/gei	λέγω1	le/gw1	v2spie---
λέγει	le/gei	λέγω1	le/gw1	v3spia---
λέγει	le/gei	λέγω2	le/gw2	v2spie---
λέγει	le/gei	λέγω2	le/gw2	v3spia---
λέγει	le/gei	λέγω3	le/gw3	v2spie---
λέγει	le/gei	λέγω3	le/gw3	v3spia---
λέγειν	le/gein	λέγω1	le/gw1	v--pna---
λέγειν	le/gein	λέγω2	le/gw2	v--pna---
λέγειν	le/gein	λέγω3	le/gw3	v--pna---
λέγεις	le/geis	λέγω1	le/gw1	v2spia---
λέγεις	le/geis	λέγω2	le/gw2	v2spia---
λέγεις	le/geis	λέγω3	le/gw3	v2spia---
λέγοι	le/goi	λέγος	le/gos	a-p---mn-
λέγοι	le/goi	λέγος	le/gos	a-p---mv-
λέγοι	le/goi	λέγω1	le/gw1	v3spoa---
λέγοι	le/goi	λέγω2	le/gw2	v3spoa---
λέγοι	le/goi	λέγω3	le/gw3	v3spoa---
λέγοις	le/gois	λέγος	le/gos	a-p---md-
λέγοις	le/gois	λέγος	le/gos	a-p---nd-
λέγοις	le/gois	λέγω1	le/gw1	v2spoa---
λέγοις	le/gois	λέγω2	le/gw2	v2spoa---
λέγοις	le/gois	λέγω3	le/gw3	v2spoa---
λέγουσι	le/gousi	λέγω1	le/gw1	v-pppamd-
λέγουσι	le/gousi	λέγω1	le/gw1	v-pppand-
λέγουσι	le/gousi	λέγω1	le/gw1	v3ppia---
λέγουσι	le/gousi	λέγω2	le/gw2	v-pppamd-
λέγουσι	le/gousi	λέγω2	le/gw2	v-pppand-
λέγουσι	le/gousi	λέγω2	le/gw2	v3ppia---
λέγουσι	le/gousi	λέγω3	le/gw3	v-pppamd-
λέγουσι	le/gousi	λέγω3	le/gw3	v-pppand-
λέγουσι	le/gousi	λέγω3	le/gw3	v3ppia---
λέγω	le/gw	λέγος	le/gos	a-d---mn-
λέγω	le/gw	λέγος	le/gos	a-d---mv-
λέγω	le/gw	λέγος	le/gos	a-d---ma-
λέγω	le/gw	λέγος	le/gos	a-d---nn-
λέγω	le/gw	λέγος	le/gos	a-d---nv-
λέγω	le/gw	λέγος	le/gos	a-d---na-
λέγω	le/gw	λέγος	le/gos	a-s---mg-
λέγω	le/gw	λέγος	le/gos	a-s---ng-
λέγω	le/gw	λέγω1	le/gw1	v1spsa---
λέγω	le/gw	λέγω1	le/gw1	v1spia---
λέγω	le/gw	λέγω2	le/gw2	v1spsa---
λέγω	le/gw	λέγω2	le/gw2	v1spia---
λέγω	le/gw	λέγω3	le/gw3	v1spsa---
λέγω	le/gw	λέγω3	le/gw3	v1spia---
λέγων	le/gwn	λέγος	le/gos	a-p---fg-
λέγων	le/gwn	λέγος	le/gos	a-p---mg-
λέγων	le/gwn	λέγος	le/gos	a-p---ng-
λέγων	le/gwn	λέγω1	le/gw1	v-sppamn-
λέγων	le/gwn	λέγω2	le/gw2	v-sppamn-
λέγων	le/gwn	λέγω3	le/gw3	v-sppamn-
λέγωσί	le/gwsi/	λέγω1	le/gw1	v3ppsa---
λέγωσί	le/gwsi/	λέγω2	le/gw2	v3ppsa---
λέγωσί	le/gwsi/	λέγω3	le/gw3	v3ppsa---
λέκιθον	le/kiqon	λέκιθος	le/kiqos	n-s---ma-
λέληθε	le/lhqe	λανθάνω	lanqa/nw	v2srma---
λέληθε	le/lhqe	λανθάνω	lanqa/nw	v3sria---
λέλυται	le/lutai	λύω	lu/w	v3srie---
λέξειν	le/cein	λέγω1	le/gw1	v--fna---
λέξειν	le/cein	λέγω2	le/gw2	v--fna---
λέξειν	le/cein	λέγω3	le/gw3	v--fna---
λέξουσι	le/cousi	λέγω1	le/gw1	v3pasa---
λέξουσι	le/cousi	λέγω1	le/gw1	v-pfpamd-
λέξουσι	le/cousi	λέγω1	le/gw1	v-pfpand-
λέξουσι	le/cousi	λέγω1	le/gw1	v3pfia---
λέξουσι	le/cousi	λέγω2	le/gw2	v-pfpamd-
λέξουσι	le/cousi	λέγω2	le/gw2	v-pfpand-
λέξουσι	le/cousi	λέγω2	le/gw2	v3pfia---
λέξουσι	le/cousi	λέγω3	le/gw3	v3pasa---
λέξουσι	le/cousi	λέγω3	le/gw3	v-pfpamd-
λέξουσι	le/cousi	λέγω3	le/gw3	v-pfpand-
λέξουσι	le/cousi	λέγω3	le/gw3	v3pfia---
λέξουσιν	le/cousin	λέγω1	le/gw1	v3pasa---
λέξουσιν	le/cousin	λέγω1	le/gw1	v-pfpamd-
λέξουσιν	le/cousin	λέγω1	le/gw1	v-pfpand-
λέξουσιν	le/cousin	λέγω1	le/gw1	v3pfia---
λέξουσιν	le/cousin	λέγω2	le/gw2	v-pfpamd-
λέξουσιν	le/cousin	λέγω2	le/gw2	v-pfpand-
λέξουσιν	le/cousin	λέγω2	le/gw2	v3pfia---
λέξουσιν	le/cousin	λέγω3	le/gw3	v3pasa---
λέξουσιν	le/cousin	λέγω3	le/gw3	v-pfpamd-
λέξουσιν	le/cousin	λέγω3	le/gw3	v-pfpand-
λέξουσιν	le/cousin	λέγω3	le/gw3	v3pfia---
λέξω	le/cw	λέγω1	le/gw1	v1sasa---
λέξω	le/cw	λέγω1	le/gw1	v1sfia---
λέξω	le/cw	λέγω1	le/gw1	v2saim---
λέξω	le/cw	λέγω2	le/gw2	v1sfia---
λέξω	le/cw	λέγω2	le/gw2	v2saim---
λέξω	le/cw	λέγω3	le/gw3	v1sasa---
λέξω	le/cw	λέγω3	le/gw3	v1sfia---
λέξω	le/cw	λέγω3	le/gw3	v2saim---
λήκυθον	lh/kuqon	λήκυθος	lh/kuqos	n-s---fa-
λήσομεν	lh/somen	λανθάνω	lanqa/nw	v1pasa---
λήσομεν	lh/somen	λανθάνω	lanqa/nw	v1pfia---
λήψεται	lh/yetai	λαμβάνω	lamba/nw	v3sfim---
λίαν	li/an	λίαν	li/an	d--------
λίθους	li/qous	λίθος	li/qos	n-p---ma-
λίθους	li/qous	λιθόομαι	liqo/omai	v2siia---
λίθους	li/qous	λιθόω	liqo/w	v2siia---
λίθῳ	li/qw|	λίθος	li/qos	n-s---md-
λόγον	lo/gon	λόγος	lo/gos	n-s---ma-
λόγος	lo/gos	λόγος	lo/gos	n-s---mn-
λόγους	lo/gous	λόγος	lo/gos	n-p---ma-
λόγους	lo/gous	λογόω	logo/w	v2siia---
λόχμης	lo/xmhs	λόχμη	lo/xmh	n-s---fg-
λύχνον	lu/xnon	λύχνον	lu/xnon	n-s---nn-
λύχνον	lu/xnon	λύχνον	lu/xnon	n-s---nv-
λύχνον	lu/xnon	λύχνον	lu/xnon	n-s---na-
λύχνον	lu/xnon	λύχνος	lu/xnos	n-s---ma-
λύχνου	lu/xnou	λύχνον	lu/xnon	n-s---ng-
λύχνου	lu/xnou	λύχνος	lu/xnos	n-s---mg-
μακαριωτάτη	makariwta/th	μακάριος	maka/rios	a-s---fns
μακαριωτάτη	makariwta/th	μακάριος	maka/rios	a-s---fvs
μακαριωτάτη	makariwta/th	μακάριος	maka/rios	a-s---fns
μακαριωτάτη	makariwta/th	μακάριος	maka/rios	a-s---fvs
μακαρία	makari/a	μακάριος	maka/rios	a-d---fn-
μακαρία	makari/a	μακάριος	maka/rios	a-d---fv-
μακαρία	makari/a	μακάριος	maka/rios	a-d---fa-
μακαρία	makari/a	μακάριος	maka/rios	a-s---fn-
μακαρία	makari/a	μακάριος	maka/rios	a-s---fv-
μακαρία	makari/a	μακαρία	makari/a	n-d---fn-
μακαρία	makari/a	μακαρία	makari/a	n-d---fv-
μακαρία	makari/a	μακαρία	makari/a	n-d---fa-
μακαρία	makari/a	μακαρία	makari/a	n-s---fn-
μακαρία	makari/a	μακαρία	makari/a	n-s---fv-
μακρά	makra/	μακρός	makro/s	a-p---nn-
μακρά	makra/	μακρός	makro/s	a-p---nv-
μακρά	makra/	μακρός	makro/s	a-p---na-
μακρά	makra/	μακρός	makro/s	a-d---fn-
μακρά	makra/	μακρός	makro/s	a-d---fv-
μακρά	makra/	μακρός	makro/s	a-d---fa-
μακρά	makra/	μακρός	makro/s	a-s---fn-
μακρά	makra/	μακρός	makro/s	a-s---fv-
μακάριε	maka/rie	μακάριος	maka/rios	a-s---mv-
μακάριε	maka/rie	μακάριος	maka/rios	n-s---mv-
μακάριε	maka/rie	μακάριος	maka/rios	n-s---fv-
μακάριος	maka/rios	μακάριος	maka/rios	a-s---mn-
μακάριος	maka/rios	μακάριος	maka/rios	n-s---mn-
μακάριος	maka/rios	μακάριος	maka/rios	n-s---fn-
μαλακίων	malaki/wn	μαλάκια	mala/kia	n-p---ng-
μαλακίων	malaki/wn	μαλακίων	malaki/wn	n-s---mn-
μαλακίων	malaki/wn	μαλακίων	malaki/wn	n-s---mv-
μαλακίων	malaki/wn	μαλακιάω	malakia/w	v3piia---
μαλακίων	malaki/wn	μαλακιάω	malakia/w	v1siia---
μαρτυρεῖν	marturei=n	μαρτυρέω	marture/w	v--pna---
μαρτύρων	martu/rwn	μάρτυρος	ma/rturos	n-p---mg-
μαρτύρων	martu/rwn	μάρτυς	ma/rtus	n-p---mg-
μαρτύρων	martu/rwn	μάρτυς	ma/rtus	n-p---fg-
μαστιγῶσι	mastigw=si	μαστιγόω	mastigo/w	v3ppsa---
μαστιγῶσι	mastigw=si	μαστιγόω	mastigo/w	v2spse---
μαστιγῶσι	mastigw=si	μαστιγόω	mastigo/w	v3ppsa---
μαστιγῶσι	mastigw=si	μαστιγόω	mastigo/w	v3spsa---
μασχάλας	masxa/las	μασχάλη	masxa/lh	n-p---fa-
μασχάλας	masxa/las	μασχάλη	masxa/lh	n-s---fg-
μασωμένη	maswme/nh	μασάομαι	masa/omai	v-sppmfn-
μασωμένη	maswme/nh	μασάομαι	masa/omai	v-sppmfv-
ματτομένων	mattome/nwn	μάσσω	ma/ssw	v-pppefg-
ματτομένων	mattome/nwn	μάσσω	ma/ssw	v-pppemg-
ματτομένων	mattome/nwn	μάσσω	ma/ssw	v-pppeng-
μαχεῖται	maxei=tai	μάχομαι	ma/xomai	v3sfim---
μαχεῖται	maxei=tai	μάχομαι	ma/xomai	v3spie---
μαχεῖται	maxei=tai	μαχάω	maxa/w	v3spie---
μαχεῖται	maxei=tai	συμμαχέω	summaxe/w	v3spie---
μαχούμεθ’	maxou/meq'	μάχομαι	ma/xomai	v1pfim---
μαχούμεθ’	maxou/meq'	μάχομαι	ma/xomai	v1ppie---
μαχούμεθ’	maxou/meq'	μάχομαι	ma/xomai	v1piie---
μαχούμεθ’	maxou/meq'	μαχάω	maxa/w	v1ppie---
μαχούμεθ’	maxou/meq'	μαχάω	maxa/w	v1piie---
μαχούμεθ’	maxou/meq'	συμμαχέω	summaxe/w	v1ppie---
μαχούμεθ’	maxou/meq'	συμμαχέω	summaxe/w	v1piie---
μαχοῦνται	maxou=ntai	μάχομαι	ma/xomai	v3pfim---
μαχοῦνται	maxou=ntai	μάχομαι	ma/xomai	v3ppie---
μαχοῦνται	maxou=ntai	μαχάω	maxa/w	v3ppie---
μαχοῦνται	maxou=ntai	συμμαχέω	summaxe/w	v3ppie---
μαῖ’	mai='	μαῖα	mai=a	n-s---fn-
μαῖ’	mai='	μαῖα	mai=a	n-s---fv-
μαῖ’	mai='	μαῖα	mai=a	n-p---fn-
μαῖ’	mai='	μαῖα	mai=a	n-p---fv-
μαῖ’	mai='	μαῖον	mai=on	n-p---nn-
μαῖ’	mai='	μαῖον	mai=on	n-p---nv-
μαῖ’	mai='	μαῖον	mai=on	n-p---na-
με	me	ἐγώ	e)gw/	p-s---ma-
με	me	ἐγώ	e)gw/	p-s---fa-
μεγάλα	mega/la	μέγας	me/gas	a-d---fn-
μεγάλα	mega/la	μέγας	me/gas	a-d---fv-
μεγάλα	mega/la	μέγας	me/gas	a-d---fa-
μεγάλα	mega/la	μέγας	me/gas	a-s---fn-
μεγάλα	mega/la	μέγας	me/gas	a-s---fv-
μεγάλα	mega/la	μέγας	me/gas	a-p---nn-
μεγάλα	mega/la	μέγας	me/gas	a-p---nv-
μεγάλα	mega/la	μέγας	me/gas	a-p---na-
μεγάλα	mega/la	μέγας	me/gas	a-p---nv-
μεγάλα	mega/la	μέγας	me/gas	a-d---fv-
μεγάλα	mega/la	μέγας	me/gas	a-s---fv-
μεγάλην	mega/lhn	μέγας	me/gas	a-s---fa-
μεγάλοις	mega/lois	μέγας	me/gas	a-p---md-
μεγάλοις	mega/lois	μέγας	me/gas	a-p---nd-
μεθυπεδησάμην	mequpedhsa/mhn	ὑπό-δέομαι	u(po/-de/omai	v1saie---
μεθυπεδησάμην	mequpedhsa/mhn	ὑπό-δέω2	u(po/-de/w2	v1saim---
μεθυπεδησάμην	mequpedhsa/mhn	μετά-ὑποδέω	meta/-u(pode/w	v1saim---
μεθυσθείς	mequsqei/s	μεθύσκω	mequ/skw	v-sappmn-
μεθυσθείς	mequsqei/s	μεθύσκω	mequ/skw	v-sappmv-
μεθυόντων	mequo/ntwn	μεθύω	mequ/w	v-pppamg-
μεθυόντων	mequo/ntwn	μεθύω	mequ/w	v-pppang-
μεθυόντων	mequo/ntwn	μεθύω	mequ/w	v3ppma---
μεθέξει	meqe/cei	μέθεξις	me/qecis	n-d---fn-
μεθέξει	meqe/cei	μέθεξις	me/qecis	n-d---fv-
μεθέξει	meqe/cei	μέθεξις	me/qecis	n-d---fa-
μεθέξει	meqe/cei	μέθεξις	me/qecis	n-s---fd-
μεθέξει	meqe/cei	μέθεξις	me/qecis	n-s---fd-
μεθέξει	meqe/cei	μετέχω	mete/xw	v2sfim---
μεθέξει	meqe/cei	μετέχω	mete/xw	v3sfia---
μεθέξω	meqe/cw	μετέχω	mete/xw	v1sfia---
μεθῆκέ	meqh=ke/	μεθήκω	meqh/kw	v3siia---
μεθῆκέ	meqh=ke/	μεθίημι	meqi/hmi	v3saia---
μειρακίοις	meiraki/ois	μειράκιον	meira/kion	n-p---nd-
μειράκιον	meira/kion	μειράκιον	meira/kion	n-s---nn-
μειράκιον	meira/kion	μειράκιον	meira/kion	n-s---nv-
μειράκιον	meira/kion	μειράκιον	meira/kion	n-s---na-
μελαγχολᾶν	melagxola=n	μελαγχολάω	melagxola/w	v-sppamv-
μελαγχολᾶν	melagxola=n	μελαγχολάω	melagxola/w	v-sppann-
μελαγχολᾶν	melagxola=n	μελαγχολάω	melagxola/w	v-sppanv-
μελαγχολᾶν	melagxola=n	μελαγχολάω	melagxola/w	v-sppana-
μελαγχολᾶν	melagxola=n	μελαγχολάω	melagxola/w	v-sppamn-
μελαγχολᾶν	melagxola=n	μελαγχολάω	melagxola/w	v--pna---
μελαγχολᾶν	melagxola=n	μελαγχολάω	melagxola/w	v--pna---
μελαίνεται	melai/netai	μελαίνω	melai/nw	v3spie---
μελλητέον	mellhte/on	μελλητέον	mellhte/on	n-s---ma-
μελλητέον	mellhte/on	μελλητέον	mellhte/on	n-s---nn-
μελλητέον	mellhte/on	μελλητέον	mellhte/on	n-s---nv-
μελλητέον	mellhte/on	μελλητέον	mellhte/on	n-s---na-
μελλητέον	mellhte/on	μελλητέος	mellhte/os	n-s---ma-
μελλητέον	mellhte/on	μελλητέος	mellhte/os	n-s---fa-
μελλητέον	mellhte/on	μελλητέος	mellhte/os	n-s---nn-
μελλητέον	mellhte/on	μελλητέος	mellhte/os	n-s---nv-
μελλητέον	mellhte/on	μελλητέος	mellhte/os	n-s---na-
μελλοδειπνικόν	mellodeipniko/n	μελλοδειπνικός	mellodeipniko/s	a-s---ma-
μελλοδειπνικόν	mellodeipniko/n	μελλοδειπνικός	mellodeipniko/s	a-s---nn-
μελλοδειπνικόν	mellodeipniko/n	μελλοδειπνικός	mellodeipniko/s	a-s---nv-
μελλοδειπνικόν	mellodeipniko/n	μελλοδειπνικός	mellodeipniko/s	a-s---na-
μελήσει	melh/sei	ἐπιμελέομαι	e)pimele/omai	v2sfie---
μελήσει	melh/sei	μέλω	me/lw	v3sasa---
μελήσει	melh/sei	μέλω	me/lw	v2sfim---
μελήσει	melh/sei	μέλω	me/lw	v3sfia---
μελύδριον	melu/drion	μελύδριον	melu/drion	n-s---nn-
