’	'	ἒ	e)\	x--------
θρῆνος	qrh=nos	θρῆνος	qrh=nos	n-s---mn-
θρῴσκουσι	qrw/|skousi	θρῴσκω	qrw/|skw	v-pppamd-
θρῴσκουσι	qrw/|skousi	θρῴσκω	qrw/|skw	v-pppand-
θρῴσκουσι	qrw/|skousi	θρῴσκω	qrw/|skw	v3ppia---
θυμός	qumo/s	θυμός	qumo/s	n-s---mn-
θυραῖός	qurai=o/s	θυραῖος	qurai=os	a-s---mn-
θυραῖός	qurai=o/s	θυραῖος	qurai=os	n-s---mn-
θυραῖός	qurai=o/s	θυραῖος	qurai=os	n-s---fn-
θυρωρῶν	qurwrw=n	θυρωρέω	qurwre/w	v-sppamn-
θυρωρῶν	qurwrw=n	θυρωρός	qurwro/s	n-p---mg-
θυρωρῶν	qurwrw=n	θυρωρός	qurwro/s	n-p---fg-
θυτῆρος	quth=ros	θυτήρ	quth/r	n-s---mg-
θάνατον	qa/naton	θάνατος	qa/natos	n-s---ma-
θάπτει	qa/ptei	θάπτω	qa/ptw	v2spie---
θάπτει	qa/ptei	θάπτω	qa/ptw	v3spia---
θάπτειν	qa/ptein	θάπτω	qa/ptw	v--pna---
θάρσος	qa/rsos	θάρσος	qa/rsos	n-s---nn-
θάρσος	qa/rsos	θάρσος	qa/rsos	n-s---nv-
θάρσος	qa/rsos	θάρσος	qa/rsos	n-s---na-
θάψαι	qa/yai	θάπτω	qa/ptw	v2samm---
θάψαι	qa/yai	θάπτω	qa/ptw	v--ana---
θάψαι	qa/yai	θάπτω	qa/ptw	v3saoa---
θέλγεται	qe/lgetai	θέλγω	qe/lgw	v3spie---
θέλεις	qe/leis	ἐθέλω	e)qe/lw	v2spia---
θέλοντι	qe/lonti	ἐθέλω	e)qe/lw	v-sppamd-
θέλοντι	qe/lonti	ἐθέλω	e)qe/lw	v-sppand-
θέλοντι	qe/lonti	ἐθέλω	e)qe/lw	v3ppia---
θέλω	qe/lw	ἐθέλω	e)qe/lw	v1spsa---
θέλω	qe/lw	ἐθέλω	e)qe/lw	v1spia---
θέλων	qe/lwn	ἐθέλω	e)qe/lw	v-sppamn-
θέμις	qe/mis	θέμις	qe/mis	n-p---fa-
θέμις	qe/mis	θέμις	qe/mis	n-s---fn-
θέμις	qe/mis	θέμις	qe/mis	n-s---fn-
θέμις	qe/mis	θέμις	qe/mis	n-s---fn-
θές	qe/s	τίθημι	ti/qhmi	v2sama---
θές	qe/s	τίθημι	ti/qhmi	v2saia---
θήλεια	qh/leia	θῆλυς	qh=lus	a-s---fn-
θήλεια	qh/leia	θῆλυς	qh=lus	a-s---fv-
θήλεια	qh/leia	θῆλυς	qh=lus	a-s---fn-
θήραν	qh/ran	θήρα	qh/ra	n-s---fa-
θήραν	qh/ran	θηράω	qhra/w	v3piia---
θήραν	qh/ran	θηράω	qhra/w	v1siia---
θήραν	qh/ran	θηράω	qhra/w	v3piia---
θήραν	qh/ran	θηράω	qhra/w	v1siia---
θήρειον	qh/reion	θήρειος	qh/reios	a-s---ma-
θήρειον	qh/reion	θήρειος	qh/reios	a-s---nn-
θήρειον	qh/reion	θήρειος	qh/reios	a-s---nv-
θήρειον	qh/reion	θήρειος	qh/reios	a-s---na-
θήρειον	qh/reion	θήρειος	qh/reios	n-s---ma-
θήρειον	qh/reion	θήρειος	qh/reios	n-s---fa-
θήρειον	qh/reion	θήρειος	qh/reios	n-s---nn-
θήρειον	qh/reion	θήρειος	qh/reios	n-s---nv-
θήρειον	qh/reion	θήρειος	qh/reios	n-s---na-
θήσει	qh/sei	τίθημι	ti/qhmi	v2sfim---
θήσει	qh/sei	τίθημι	ti/qhmi	v3sfia---
θήσειν	qh/sein	τίθημι	ti/qhmi	v--fna---
θήσομεν	qh/somen	τίθημι	ti/qhmi	v1pfia---
θήσω	qh/sw	τίθημι	ti/qhmi	v1sfia---
θύρας	qu/ras	θύρα	qu/ra	n-p---fa-
θύρας	qu/ras	θύρα	qu/ra	n-s---fg-
θῆλυν	qh=lun	θῆλυς	qh=lus	a-s---ma-
καθαρμοῖσιν	kaqarmoi=sin	καθαρμός	kaqarmo/s	n-p---md-
καθαρμός	kaqarmo/s	καθαρμός	kaqarmo/s	n-s---mn-
καθαίροντες	kaqai/rontes	καθαίρω	kaqai/rw	v-pppamn-
καθαίροντες	kaqai/rontes	καθαίρω	kaqai/rw	v-pppamv-
καθεύδουσιν	kaqeu/dousin	καθεύδω	kaqeu/dw	v-pppamd-
καθεύδουσιν	kaqeu/dousin	καθεύδω	kaqeu/dw	v-pppand-
καθεύδουσιν	kaqeu/dousin	καθεύδω	kaqeu/dw	v3ppia---
καθημένη	kaqhme/nh	κάθημαι	ka/qhmai	v-srpmfn-
καθημένη	kaqhme/nh	κάθημαι	ka/qhmai	v-srpmfv-
καθιέναι	kaqie/nai	καθίημι	kaqi/hmi	v--pna---
καθάρμαθ’	kaqa/rmaq'	κάθαρμα	ka/qarma	n-p---nn-
καθάρμαθ’	kaqa/rmaq'	κάθαρμα	ka/qarma	n-p---nv-
καθάρμαθ’	kaqa/rmaq'	κάθαρμα	ka/qarma	n-p---na-
καθάρμαθ’	kaqa/rmaq'	κάθαρμα	ka/qarma	n-s---nd-
καθάρμαθ’	kaqa/rmaq'	κάθαρμα	ka/qarma	n-d---nn-
καθάρμαθ’	kaqa/rmaq'	κάθαρμα	ka/qarma	n-d---nv-
καθάρμαθ’	kaqa/rmaq'	κάθαρμα	ka/qarma	n-d---na-
καθήκειν	kaqh/kein	καθήκω	kaqh/kw	v--pna---
καινούς	kainou/s	καινός	kaino/s	a-p---ma-
καιρίοισι	kairi/oisi	καίριος	kai/rios	a-p---md-
καιρίοισι	kairi/oisi	καίριος	kai/rios	a-p---nd-
καιρίοισι	kairi/oisi	καίριος	kai/rios	n-p---md-
καιρίοισι	kairi/oisi	καίριος	kai/rios	n-p---fd-
καιρίοισι	kairi/oisi	καίριος	kai/rios	n-p---nd-
καιρός	kairo/s	καιρός	kairo/s	n-s---mn-
κακοῖς	kakoi=s	κακός	kako/s	a-p---md-
κακοῖς	kakoi=s	κακός	kako/s	a-p---nd-
κακοῖς	kakoi=s	κακόω	kako/w	v2spoa---
κακοῖς	kakoi=s	κακόω	kako/w	v2spsa---
κακοῖς	kakoi=s	κακόω	kako/w	v2spia---
κακοῖσι	kakoi=si	κακός	kako/s	a-p---md-
κακοῖσι	kakoi=si	κακός	kako/s	a-p---nd-
κακοῖσι	kakoi=si	κακόω	kako/w	v-pppamd-
κακοῖσι	kakoi=si	κακόω	kako/w	v-pppand-
κακοῖσι	kakoi=si	κακόω	kako/w	v3spsa---
κακοῖσι	kakoi=si	κακόω	kako/w	v3ppia---
κακοῦ	kakou=	κακός	kako/s	a-s---mg-
κακοῦ	kakou=	κακός	kako/s	a-s---ng-
κακοῦ	kakou=	κακόω	kako/w	v2spme---
κακοῦ	kakou=	κακόω	kako/w	v2siie---
κακά	kaka/	κακός	kako/s	a-p---nn-
κακά	kaka/	κακός	kako/s	a-p---nv-
κακά	kaka/	κακός	kako/s	a-p---na-
κακά	kaka/	κακός	kako/s	a-d---fn-
κακά	kaka/	κακός	kako/s	a-d---fv-
κακά	kaka/	κακός	kako/s	a-d---fa-
κακά	kaka/	κακός	kako/s	a-s---fn-
κακά	kaka/	κακός	kako/s	a-s---fv-
κακήν	kakh/n	κακός	kako/s	a-s---fa-
κακόν	kako/n	κακός	kako/s	a-s---ma-
κακόν	kako/n	κακός	kako/s	a-s---nn-
κακόν	kako/n	κακός	kako/s	a-s---nv-
κακόν	kako/n	κακός	kako/s	a-s---na-
κακός	kako/s	κακός	kako/s	a-s---mn-
κακῆς	kakh=s	κακάζω	kaka/zw	v2sfia---
κακῆς	kakh=s	κακός	kako/s	a-s---fg-
κακῶν	kakw=n	κάκη	ka/kh	n-p---fg-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpamv-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpann-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpanv-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpana-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpamn-
κακῶν	kakw=n	κακός	kako/s	a-p---fg-
κακῶν	kakw=n	κακός	kako/s	a-p---mg-
κακῶν	kakw=n	κακός	kako/s	a-p---ng-
κακῶν	kakw=n	κακόω	kako/w	v-sppamv-
κακῶν	kakw=n	κακόω	kako/w	v-sppann-
κακῶν	kakw=n	κακόω	kako/w	v-sppanv-
κακῶν	kakw=n	κακόω	kako/w	v-sppana-
κακῶν	kakw=n	κακόω	kako/w	v-sppamn-
κακῶν	kakw=n	κακόω	kako/w	v--pna---
κακῶς	kakw=s	κακός	kako/s	x--------
κακῶς	kakw=s	κακόω	kako/w	v2spia---
καλεῖν	kalei=n	καλέω	kale/w	v--fna---
καλεῖν	kalei=n	καλέω	kale/w	v--pna---
καλουμένῃ	kaloume/nh|	καλέω	kale/w	v-sfpmfd-
καλουμένῃ	kaloume/nh|	καλέω	kale/w	v-sppefd-
καλούμεθα	kalou/meqa	καλέω	kale/w	v1pfim---
καλούμεθα	kalou/meqa	καλέω	kale/w	v1ppie---
καλούμεθα	kalou/meqa	καλέω	kale/w	v1piie---
καλοῦσα	kalou=sa	καλέω	kale/w	v-sfpafn-
καλοῦσα	kalou=sa	καλέω	kale/w	v-sfpafv-
καλοῦσα	kalou=sa	καλέω	kale/w	v-sppafn-
καλοῦσα	kalou=sa	καλέω	kale/w	v-sppafv-
καλύμμασιν	kalu/mmasin	κάλυμμα	ka/lumma	n-p---nd-
καλύπτουσι	kalu/ptousi	καλύπτω	kalu/ptw	v-pppamd-
καλύπτουσι	kalu/ptousi	καλύπτω	kalu/ptw	v-pppand-
καλύπτουσι	kalu/ptousi	καλύπτω	kalu/ptw	v3ppia---
καλύπτρας	kalu/ptras	κάλυπτρα	ka/luptra	n-p---fa-
καλύπτρας	kalu/ptras	κάλυπτρα	ka/luptra	n-s---fg-
καλύπτρας	kalu/ptras	καλύπτρα	kalu/ptra	n-p---fa-
καλύπτρας	kalu/ptras	καλύπτρα	kalu/ptra	n-s---fg-
καλῆς	kalh=s	καλέω	kale/w	v2sfia---
καλῆς	kalh=s	καλέω	kale/w	v2spia---
καλῆς	kalh=s	καλός	kalo/s	a-s---fg-
καλῶ	kalw=	καλέω	kale/w	v1sfia---
καλῶ	kalw=	καλέω	kale/w	v1spsa---
καλῶ	kalw=	καλέω	kale/w	v1spia---
καλῶ	kalw=	καλός	kalo/s	a-s---mg-
καλῶ	kalw=	καλός	kalo/s	a-s---ng-
καλῶς	kalw=s	καλός	kalo/s	x--------
καναχές	kanaxe/s	καναχής	kanaxh/s	n-s---mv-
καναχές	kanaxe/s	καναχής	kanaxh/s	n-s---fv-
καναχές	kanaxe/s	καναχής	kanaxh/s	n-s---nn-
καναχές	kanaxe/s	καναχής	kanaxh/s	n-s---nv-
καναχές	kanaxe/s	καναχής	kanaxh/s	n-s---na-
καρανοῦται	karanou=tai	καρανόω	karano/w	v3spie---
καρανῶσαι	karanw=sai	καρανόω	karano/w	v--ana---
καρδία	kardi/a	καρδία	kardi/a	n-d---fn-
καρδία	kardi/a	καρδία	kardi/a	n-d---fv-
καρδία	kardi/a	καρδία	kardi/a	n-d---fa-
καρδία	kardi/a	καρδία	kardi/a	n-s---fn-
καρδία	kardi/a	καρδία	kardi/a	n-s---fv-
καρδία	kardi/a	καρδιάω	kardia/w	v2spma---
καρδία	kardi/a	καρδιάω	kardia/w	v3siia---
καρδίαν	kardi/an	καρδία	kardi/a	n-s---fa-
καρδίαν	kardi/an	καρδιάω	kardia/w	v3piia---
καρδίαν	kardi/an	καρδιάω	kardia/w	v1siia---
καρδίας	kardi/as	καρδία	kardi/a	n-p---fa-
καρδίας	kardi/as	καρδία	kardi/a	n-s---fg-
καρδίας	kardi/as	καρδιάω	kardia/w	v2siia---
καρδίᾳ	kardi/a|	καρδία	kardi/a	n-p---fn-
καρδίᾳ	kardi/a|	καρδία	kardi/a	n-p---fv-
καρδίᾳ	kardi/a|	καρδία	kardi/a	n-s---fd-
καταινέσαντα	kataine/santa	καταινέω	kataine/w	v-papann-
καταινέσαντα	kataine/santa	καταινέω	kataine/w	v-papanv-
καταινέσαντα	kataine/santa	καταινέω	kataine/w	v-papana-
καταινέσαντα	kataine/santa	καταινέω	kataine/w	v-sapama-
κατακτενεῖς	kataktenei=s	κατακτείνω	kataktei/nw	v2sfia---
καταλήξει	katalh/cei	κατάληξις	kata/lhcis	n-d---fn-
καταλήξει	katalh/cei	κατάληξις	kata/lhcis	n-d---fv-
καταλήξει	katalh/cei	κατάληξις	kata/lhcis	n-d---fa-
καταλήξει	katalh/cei	κατάληξις	kata/lhcis	n-s---fd-
καταλήξει	katalh/cei	κατάληξις	kata/lhcis	n-s---fd-
καταλήξει	katalh/cei	καταλήγω	katalh/gw	v3sasa---
καταλήξει	katalh/cei	καταλήγω	katalh/gw	v2sfim---
καταλήξει	katalh/cei	καταλήγω	katalh/gw	v3sfia---
κατασκαφαί	kataskafai/	κατασκαφή	kataskafh/	n-p---fn-
κατασκαφαί	kataskafai/	κατασκαφή	kataskafh/	n-p---fv-
κατασκήνωμα	kataskh/nwma	κατασκήνωμα	kataskh/nwma	n-s---nn-
κατασκήνωμα	kataskh/nwma	κατασκήνωμα	kataskh/nwma	n-s---nv-
κατασκήνωμα	kataskh/nwma	κατασκήνωμα	kataskh/nwma	n-s---na-
καταφθορά	katafqora/	καταφθορά	katafqora/	n-d---fn-
καταφθορά	katafqora/	καταφθορά	katafqora/	n-d---fv-
καταφθορά	katafqora/	καταφθορά	katafqora/	n-d---fa-
καταφθορά	katafqora/	καταφθορά	katafqora/	n-s---fn-
καταφθορά	katafqora/	καταφθορά	katafqora/	n-s---fv-
καταίθουσα	katai/qousa	καταίθω	katai/qw	v-sppafn-
καταίθουσα	katai/qousa	καταίθω	katai/qw	v-sppafv-
κατεξενωμένον	katecenwme/non	καταξενόομαι	kataceno/omai	v-srpema-
κατεξενωμένον	katecenwme/non	καταξενόομαι	kataceno/omai	v-srpenn-
κατεξενωμένον	katecenwme/non	καταξενόομαι	kataceno/omai	v-srpenv-
κατεξενωμένον	katecenwme/non	καταξενόομαι	kataceno/omai	v-srpena-
κατευγμάτων	kateugma/twn	κάτευγμα	ka/teugma	n-p---ng-
κατευχῆς	kateuxh=s	κατευχή	kateuxh/	n-s---fg-
κατεύξομαι	kateu/comai	κατεύχομαι	kateu/xomai	v1sasm---
κατεύξομαι	kateu/comai	κατεύχομαι	kateu/xomai	v1sfim---
κατεύχομαί	kateu/xomai/	κατεύχομαι	kateu/xomai	v1spie---
κατηναρίσθης	kathnari/sqhs	κατεναρίζω	katenari/zw	v2saip---
κατά	kata/	κατά	kata/	r--------
κατέρχομαι	kate/rxomai	κατέρχομαι	kate/rxomai	v1spie---
κατώρθωσαι	katw/rqwsai	κατορθόω	katorqo/w	v2srie---
καί	kai/	καί	kai/	c--------
καίνειν	kai/nein	καίνω	kai/nw	v--pna---
καίρια	kai/ria	καίριος	kai/rios	a-p---nn-
καίρια	kai/ria	καίριος	kai/rios	a-p---nv-
καίρια	kai/ria	καίριος	kai/rios	a-p---na-
καίρια	kai/ria	καίριος	kai/rios	n-p---nn-
καίρια	kai/ria	καίριος	kai/rios	n-p---nv-
καίρια	kai/ria	καίριος	kai/rios	n-p---na-
κεδνά	kedna/	κεδνός	kedno/s	a-p---nn-
κεδνά	kedna/	κεδνός	kedno/s	a-p---nv-
κεδνά	kedna/	κεδνός	kedno/s	a-p---na-
κεδνά	kedna/	κεδνός	kedno/s	a-d---fn-
κεδνά	kedna/	κεδνός	kedno/s	a-d---fv-
κεδνά	kedna/	κεδνός	kedno/s	a-d---fa-
κεδνά	kedna/	κεδνός	kedno/s	a-s---fn-
κεδνά	kedna/	κεδνός	kedno/s	a-s---fv-
κεδνῶν	kednw=n	κεδνός	kedno/s	a-p---fg-
κεδνῶν	kednw=n	κεδνός	kedno/s	a-p---mg-
κεδνῶν	kednw=n	κεδνός	kedno/s	a-p---ng-
κεκλαυμένα	keklaume/na	κλαίω	klai/w	v-prpenn-
κεκλαυμένα	keklaume/na	κλαίω	klai/w	v-prpenv-
κεκλαυμένα	keklaume/na	κλαίω	klai/w	v-prpena-
κεκλαυμένα	keklaume/na	κλαίω	klai/w	v-drpefn-
κεκλαυμένα	keklaume/na	κλαίω	klai/w	v-drpefv-
κεκλαυμένα	keklaume/na	κλαίω	klai/w	v-drpefa-
κεκλαυμένα	keklaume/na	κλαίω	klai/w	v-srpefn-
κεκλαυμένα	keklaume/na	κλαίω	klai/w	v-srpefv-
κεκλαυμένην	keklaume/nhn	κλαίω	klai/w	v-srpefa-
κεκλαυμένου	keklaume/nou	κλαίω	klai/w	v-srpemg-
κεκλαυμένου	keklaume/nou	κλαίω	klai/w	v-srpeng-
κεκλημένον	keklhme/non	καλέω	kale/w	v-srpema-
κεκλημένον	keklhme/non	καλέω	kale/w	v-srpenn-
κεκλημένον	keklhme/non	καλέω	kale/w	v-srpenv-
κεκλημένον	keklhme/non	καλέω	kale/w	v-srpena-
κεκρυμμένα	kekrumme/na	κρύπτω	kru/ptw	v-prpenn-
κεκρυμμένα	kekrumme/na	κρύπτω	kru/ptw	v-prpenv-
κεκρυμμένα	kekrumme/na	κρύπτω	kru/ptw	v-prpena-
κεκρυμμένα	kekrumme/na	κρύπτω	kru/ptw	v-drpefn-
κεκρυμμένα	kekrumme/na	κρύπτω	kru/ptw	v-drpefv-
κεκρυμμένα	kekrumme/na	κρύπτω	kru/ptw	v-drpefa-
κεκρυμμένα	kekrumme/na	κρύπτω	kru/ptw	v-srpefn-
κεκρυμμένα	kekrumme/na	κρύπτω	kru/ptw	v-srpefv-
κεκύρωται	keku/rwtai	κυρόω	kuro/w	v3srie---
κελαινοῦ	kelainou=	κελαινόομαι	kelaino/omai	v2spme---
κελαινοῦ	kelainou=	κελαινόομαι	kelaino/omai	v2siie---
κελαινοῦ	kelainou=	κελαινός	kelaino/s	a-s---mg-
κελαινοῦ	kelainou=	κελαινός	kelaino/s	a-s---ng-
κελευμάτων	keleuma/twn	κέλευμα	ke/leuma	n-p---ng-
κελευμάτων	keleuma/twn	κέλευθος	ke/leuqos	n-p---ng-
κελεύει	keleu/ei	κελεύω	keleu/w	v2spie---
κελεύει	keleu/ei	κελεύω	keleu/w	v3spia---
κελεύεις	keleu/eis	κελεύω	keleu/w	v2spia---
κελεύθοις	keleu/qois	κέλευθος	ke/leuqos	n-p---fd-
κελεύθοις	keleu/qois	κέλευθος	ke/leuqos	n-p---nd-
κελεύθου	keleu/qou	κέλευθος	ke/leuqos	n-s---fg-
κελεύων	keleu/wn	κελεύω	keleu/w	v-sppamn-
κελάδησε	kela/dhse	κελαδέω	kelade/w	v3saia---
κελάδους	kela/dous	κέλαδος	ke/lados	n-p---ma-
κεχυμένων	kexume/nwn	χέω	xe/w	v-prpefg-
κεχυμένων	kexume/nwn	χέω	xe/w	v-prpemg-
κεχυμένων	kexume/nwn	χέω	xe/w	v-prpeng-
κεἰ	kei)	εἰ	ei)	c--------
κείμενα	kei/mena	κεῖμαι	kei=mai	v-prpenn-
κείμενα	kei/mena	κεῖμαι	kei=mai	v-prpenv-
κείμενα	kei/mena	κεῖμαι	kei=mai	v-prpena-
κείμενα	kei/mena	κεῖμαι	kei=mai	v-pppenn-
κείμενα	kei/mena	κεῖμαι	kei=mai	v-pppenv-
κείμενα	kei/mena	κεῖμαι	kei=mai	v-pppena-
κείνοις	kei/nois	ἐκεῖνος	e)kei=nos	n-p---nd-
κείνοις	kei/nois	ἐκεῖνος	e)kei=nos	n-p---md-
κείνοις	kei/nois	κεῖνος	kei=nos	a-p---md-
κείνοις	kei/nois	κεῖνος	kei=nos	a-p---nd-
κείνῃ	kei/nh|	ἐκεῖνος	e)kei=nos	n-s---fd-
κείνῃ	kei/nh|	κεῖνος	kei=nos	a-s---fd-
κείραιτό	kei/raito/	κείρω	kei/rw	v3saom---
κείσῃ	kei/sh|	κεῖμαι	kei=mai	v2sfim---
κεύθετ’	keu/qet'	κεύθω	keu/qw	v2ppma---
κεύθετ’	keu/qet'	κεύθω	keu/qw	v2ppia---
κεύθετ’	keu/qet'	κεύθω	keu/qw	v3spie---
κεύθετ’	keu/qet'	κεύθω	keu/qw	v3siie---
κεύθετ’	keu/qet'	κεύθω	keu/qw	v2piia---
κεύθουσ’	keu/qous'	κεύθω	keu/qw	v-sppafn-
κεύθουσ’	keu/qous'	κεύθω	keu/qw	v-sppafv-
κεύθουσ’	keu/qous'	κεύθω	keu/qw	v-pppamd-
κεύθουσ’	keu/qous'	κεύθω	keu/qw	v-pppand-
κεύθουσ’	keu/qous'	κεύθω	keu/qw	v3ppia---
κεύθουσ’	keu/qous'	κεύθω	keu/qw	v-pppafn-
κεύθουσ’	keu/qous'	κεύθω	keu/qw	v-pppafv-
κεύθω	keu/qw	κεύθω	keu/qw	v1spsa---
κεύθω	keu/qw	κεύθω	keu/qw	v1spia---
κεῖσαι	kei=sai	κεῖμαι	kei=mai	v2spie---
κηδείου	khdei/ou	κήδειος	kh/deios	n-s---mg-
κηδείου	khdei/ou	κήδειος	kh/deios	n-s---fg-
κηδείου	khdei/ou	κήδειος	kh/deios	n-s---ng-
κηδείους	khdei/ous	κήδειος	kh/deios	n-p---ma-
κηδείους	khdei/ous	κήδειος	kh/deios	n-p---fa-
κηκίς	khki/s	κηκίς	khki/s	n-s---fn-
κηκῖδι	khki=di	κηκίς	khki/s	n-s---fd-
κηρύξας	khru/cas	κηρύσσω	khru/ssw	v-sapamn-
κηρύξας	khru/cas	κηρύσσω	khru/ssw	v-sapamv-
κηρύσσω	khru/ssw	κηρύσσω	khru/ssw	v1spsa---
κηρύσσω	khru/ssw	κηρύσσω	khru/ssw	v1spia---
κιγχάνει	kigxa/nei	κιχάνω	kixa/nw	v2spie---
κιγχάνει	kigxa/nei	κιχάνω	kixa/nw	v3spia---
κινεῖ	kinei=	κινέω	kine/w	v2spie---
κινεῖ	kinei=	κινέω	kine/w	v3spia---
κληδόνας	klhdo/nas	κληδών	klhdw/n	n-p---fa-
κληδόνες	klhdo/nes	κληδών	klhdw/n	n-p---fn-
κληδόνες	klhdo/nes	κληδών	klhdw/n	n-p---fv-
κληδόνος	klhdo/nos	κληδών	klhdw/n	n-s---fg-
κλυδώνιον	kludw/nion	κλυδώνιον	kludw/nion	n-s---nn-
κλυδώνιον	kludw/nion	κλυδώνιον	kludw/nion	n-s---nv-
κλυδώνιον	kludw/nion	κλυδώνιον	kludw/nion	n-s---na-
κλυούσᾳ	kluou/sa|	κλύω	klu/w	v-sapafd-
κλυούσᾳ	kluou/sa|	κλύω	klu/w	v-sppafd-
κλυτά	kluta/	κλυτός	kluto/s	a-p---nn-
κλυτά	kluta/	κλυτός	kluto/s	a-p---nv-
κλυτά	kluta/	κλυτός	kluto/s	a-p---na-
κλυτά	kluta/	κλυτός	kluto/s	a-d---fn-
κλυτά	kluta/	κλυτός	kluto/s	a-d---fv-
κλυτά	kluta/	κλυτός	kluto/s	a-d---fa-
κλυτά	kluta/	κλυτός	kluto/s	a-s---fn-
κλυτά	kluta/	κλυτός	kluto/s	a-s---fv-
κλυτά	kluta/	κλυτός	kluto/s	n-p---nn-
κλυτά	kluta/	κλυτός	kluto/s	n-p---nv-
κλυτά	kluta/	κλυτός	kluto/s	n-p---na-
κλυτόν	kluto/n	κλυτός	kluto/s	a-s---ma-
κλυτόν	kluto/n	κλυτός	kluto/s	a-s---nn-
κλυτόν	kluto/n	κλυτός	kluto/s	a-s---nv-
κλυτόν	kluto/n	κλυτός	kluto/s	a-s---na-
κλυτόν	kluto/n	κλυτός	kluto/s	n-s---ma-
κλυτόν	kluto/n	κλυτός	kluto/s	n-s---fa-
κλυτόν	kluto/n	κλυτός	kluto/s	n-s---nn-
κλυτόν	kluto/n	κλυτός	kluto/s	n-s---nv-
κλυτόν	kluto/n	κλυτός	kluto/s	n-s---na-
κλωστῆρα	klwsth=ra	κλωστήρ	klwsth/r	n-s---ma-
κλέψειεν	kle/yeien	κλέπτω	kle/ptw	v3saoa---
κλύε	klu/e	κλύω	klu/w	v2sama---
κλύε	klu/e	κλύω	klu/w	v2spma---
κλύε	klu/e	κλύω	klu/w	v3saia---
κλύε	klu/e	κλύω	klu/w	v3siia---
κλύειν	klu/ein	κλύω	klu/w	v--pna---
κλύεις	klu/eis	κλύω	klu/w	v2spia---
κλύοντες	klu/ontes	κλύω	klu/w	v-pppamn-
κλύοντες	klu/ontes	κλύω	klu/w	v-pppamv-
κλύουσαν	klu/ousan	κλύω	klu/w	v-sppafa-
κλύων	klu/wn	κλύω	klu/w	v-sppamn-
κλύῃ	klu/h|	κλύω	klu/w	v2sase---
κλύῃ	klu/h|	κλύω	klu/w	v3sasa---
κλύῃ	klu/h|	κλύω	klu/w	v2spse---
κλύῃ	klu/h|	κλύω	klu/w	v2spie---
κλύῃ	klu/h|	κλύω	klu/w	v3spsa---
κλύῃ	klu/h|	κλύω	klu/w	v2sase---
κλῦθί	klu=qi/	κλύω	klu/w	v2sama---
κλῦτε	klu=te	κλύω	klu/w	v2pama---
κλῦτε	klu=te	κλύω	klu/w	v2paia---
κνισωτοῖς	kniswtoi=s	κνισωτός	kniswto/s	a-p---md-
κνισωτοῖς	kniswtoi=s	κνισωτός	kniswto/s	a-p---nd-
κνωδάλων	knwda/lwn	κνώδαλον	knw/dalon	n-p---ng-
κοινωνήσατε	koinwnh/sate	κοινωνέω	koinwne/w	v2pama---
κοινωνήσατε	koinwnh/sate	κοινωνέω	koinwne/w	v2paia---
κοινόν	koino/n	κοινός	koino/s	a-s---ma-
κοινόν	koino/n	κοινός	koino/s	a-s---nn-
κοινόν	koino/n	κοινός	koino/s	a-s---nv-
κοινόν	koino/n	κοινός	koino/s	a-s---na-
κοινόν	koino/n	κοινός	koino/s	n-s---ma-
κοινόν	koino/n	κοινός	koino/s	n-s---fa-
κοινόν	koino/n	κοινός	koino/s	n-s---nn-
κοινόν	koino/n	κοινός	koino/s	n-s---nv-
κοινόν	koino/n	κοινός	koino/s	n-s---na-
κοινώσομεν	koinw/somen	κοινόω	koino/w	v1pasa---
κοινώσομεν	koinw/somen	κοινόω	koino/w	v1pfia---
κοινώσομέν	koinw/some/n	κοινόω	koino/w	v1pasa---
κοινώσομέν	koinw/some/n	κοινόω	koino/w	v1pfia---
κομμόν	kommo/n	κομμός	kommo/s	n-s---ma-
κομίζειν	komi/zein	κομίζω	komi/zw	v--pna---
κομίζων	komi/zwn	κομίζω	komi/zw	v-sppamn-
κομίσειεν	komi/seien	κομίζω	komi/zw	v3saoa---
κοπάνων	kopa/nwn	κόπανον	ko/panon	n-p---ng-
κοπάνων	kopa/nwn	κόπανος	ko/panos	n-p---mg-
κουράν	koura/n	κουρά	koura/	n-s---fa-
κουρίμην	kouri/mhn	κούριμος	kou/rimos	a-s---fa-
κοὐ	kou)	οὐ	ou)	d--------
κοὐκέτι	kou)ke/ti	οὐκέτι	ou)ke/ti	d--------
κραδίας	kradi/as	καρδία	kardi/a	n-p---fa-
κραδίας	kradi/as	καρδία	kardi/a	n-s---fg-
κραδίας	kradi/as	κραδίας	kradi/as	n-p---ma-
κραδίας	kradi/as	κραδίας	kradi/as	n-s---mn-
κρανεῖ	kranei=	κραίνω	krai/nw	v2sfim---
κρανεῖ	kranei=	κραίνω	krai/nw	v3sfia---
κρατεῖταί	kratei=tai/	κρατέω	krate/w	v3spie---
κρατηθείς	krathqei/s	κρατέω	krate/w	v-sappmn-
κρατηθείς	krathqei/s	κρατέω	krate/w	v-sappmv-
κρατούντων	kratou/ntwn	κρατέω	krate/w	v-pppamg-
