’	'	ἒ	e)\	x--------
εὐγενεῖς	eu)genei=s	εὐγενής	eu)genh/s	n-p---ma-
εὐγενεῖς	eu)genei=s	εὐγενής	eu)genh/s	n-p---fa-
εὐγενεῖς	eu)genei=s	εὐγενής	eu)genh/s	n-p---mn-
εὐγενεῖς	eu)genei=s	εὐγενής	eu)genh/s	n-p---mv-
εὐγενεῖς	eu)genei=s	εὐγενής	eu)genh/s	n-p---fn-
εὐγενεῖς	eu)genei=s	εὐγενής	eu)genh/s	n-p---fv-
εὐγενέσι	eu)gene/si	εὐγενής	eu)genh/s	n-p---md-
εὐγενέσι	eu)gene/si	εὐγενής	eu)genh/s	n-p---fd-
εὐγενέσι	eu)gene/si	εὐγενής	eu)genh/s	n-p---nd-
εὐγενῶν	eu)genw=n	εὐγενής	eu)genh/s	n-p---mg-
εὐγενῶν	eu)genw=n	εὐγενής	eu)genh/s	n-p---fg-
εὐγενῶν	eu)genw=n	εὐγενής	eu)genh/s	n-p---ng-
εὐδαιμονεστέρας	eu)daimoneste/ras	εὐδαίμων	eu)dai/mwn	n-p---fa-
εὐδαιμονεστέρας	eu)daimoneste/ras	εὐδαίμων	eu)dai/mwn	n-s---fg-
εὐδαιμονέστερος	eu)daimone/steros	εὐδαίμων	eu)dai/mwn	n-s---mn-
εὐδαιμόνων	eu)daimo/nwn	εὐδαίμων	eu)dai/mwn	n-p----g-
εὐδαίμονα	eu)dai/mona	εὐδαίμων	eu)dai/mwn	n-p---nn-
εὐδαίμονα	eu)dai/mona	εὐδαίμων	eu)dai/mwn	n-p---nv-
εὐδαίμονα	eu)dai/mona	εὐδαίμων	eu)dai/mwn	n-p---na-
εὐδαίμονα	eu)dai/mona	εὐδαίμων	eu)dai/mwn	n-s---ma-
εὐδαίμονα	eu)dai/mona	εὐδαίμων	eu)dai/mwn	n-s---fa-
εὐδαίμονας	eu)dai/monas	εὐδαίμων	eu)dai/mwn	n-p---ma-
εὐδαίμονας	eu)dai/monas	εὐδαίμων	eu)dai/mwn	n-p---fa-
εὐδαίμονες	eu)dai/mones	εὐδαίμων	eu)dai/mwn	n-p---mn-
εὐδαίμονες	eu)dai/mones	εὐδαίμων	eu)dai/mwn	n-p---mv-
εὐδαίμονες	eu)dai/mones	εὐδαίμων	eu)dai/mwn	n-p---fn-
εὐδαίμονες	eu)dai/mones	εὐδαίμων	eu)dai/mwn	n-p---fv-
εὐδαίμων	eu)dai/mwn	εὐδαίμων	eu)dai/mwn	n-s---mn-
εὐδαίμων	eu)dai/mwn	εὐδαίμων	eu)dai/mwn	n-s---fn-
εὐτυχεστέρους	eu)tuxeste/rous	εὐτυχής	eu)tuxh/s	n-p---ma-
εὐτυχής	eu)tuxh/s	εὐτυχής	eu)tuxh/s	n-s---mn-
εὐτυχής	eu)tuxh/s	εὐτυχής	eu)tuxh/s	n-s---fn-
εὑροῦσαι	eu(rou=sai	εὑρίσκω	eu(ri/skw	v-papafn-
εὑροῦσαι	eu(rou=sai	εὑρίσκω	eu(ri/skw	v-papafv-
εὔδαιμον	eu)/daimon	εὐδαίμων	eu)dai/mwn	n-s---mv-
εὔδαιμον	eu)/daimon	εὐδαίμων	eu)dai/mwn	n-s---fv-
εὔδαιμον	eu)/daimon	εὐδαίμων	eu)dai/mwn	n-s---nn-
εὔδαιμον	eu)/daimon	εὐδαίμων	eu)dai/mwn	n-s---nv-
εὔδαιμον	eu)/daimon	εὐδαίμων	eu)dai/mwn	n-s---na-
εὕρωμεν	eu(/rwmen	εὑρίσκω	eu(ri/skw	v1pasa---
εὕρωμεν	eu(/rwmen	εὑρίσκω	eu(ri/skw	v1pasa---
εὖ	eu)=	εὖ	eu)=	d--------
ζητήσεθ’	zhth/seq'	ζητέω	zhte/w	v2pasa---
ζητήσεθ’	zhth/seq'	ζητέω	zhte/w	v2pfia---
ζητήσεθ’	zhth/seq'	ζητέω	zhte/w	v3sasm---
ζητήσεθ’	zhth/seq'	ζητέω	zhte/w	v3sfim---
ζητῶμέν	zhtw=me/n	ζητέω	zhte/w	v1ppsa---
ζωγράφος	zwgra/fos	ζωγράφος	zwgra/fos	n-s---mn-
ζωγράφου	zwgra/fou	ζώγραφος	zw/grafos	n-s---mg-
ζωγράφου	zwgra/fou	ζωγράφος	zwgra/fos	n-s---mg-
ζωγράφων	zwgra/fwn	ζώγραφος	zw/grafos	n-p---mg-
ζωγράφων	zwgra/fwn	ζωγράφος	zwgra/fos	n-p---mg-
ζῴου	zw/|ou	ζώιον	zw/ion	n-s---ng-
ζῴου	zw/|ou	ζῷον	zw=|on	n-s---ng-
ζῴου	zw/|ou	ζῳόω	zw|o/w	v2spma---
ζῴου	zw/|ou	ζῳόω	zw|o/w	v3siia---
ζῴων	zw/|wn	ζώιον	zw/ion	n-p---ng-
ζῴων	zw/|wn	ζῷον	zw=|on	n-p---ng-
ζῴων	zw/|wn	ζῳόω	zw|o/w	v3piia---
ζῴων	zw/|wn	ζῳόω	zw|o/w	v1siia---
ζῷα	zw=|a	ζώιον	zw/ion	n-p---nn-
ζῷα	zw=|a	ζώιον	zw/ion	n-p---nv-
ζῷα	zw=|a	ζώιον	zw/ion	n-p---na-
ζῷα	zw=|a	ζῷον	zw=|on	n-p---nn-
ζῷα	zw=|a	ζῷον	zw=|on	n-p---nv-
ζῷα	zw=|a	ζῷον	zw=|on	n-p---na-
ζῷον	zw=|on	ζώιον	zw/ion	n-s---nn-
ζῷον	zw=|on	ζώιον	zw/ion	n-s---nv-
ζῷον	zw=|on	ζώιον	zw/ion	n-s---na-
ζῷον	zw=|on	ζῷον	zw=|on	n-s---nn-
ζῷον	zw=|on	ζῷον	zw=|on	n-s---nv-
ζῷον	zw=|on	ζῷον	zw=|on	n-s---na-
θαλάττης	qala/tths	θάλασσα	qa/lassa	n-s---fg-
θαλάττῃ	qala/tth|	θάλασσα	qa/lassa	n-s---fd-
θανάτου	qana/tou	θάνατος	qa/natos	n-s---mg-
θανάτου	qana/tou	θανατόω	qanato/w	v2spma---
θανάτου	qana/tou	θανατόω	qanato/w	v3siia---
θεοί	qeoi/	θεός	qeo/s	n-p---mn-
θεοί	qeoi/	θεός	qeo/s	n-p---mv-
θεούς	qeou/s	θεός	qeo/s	n-p---ma-
θεοῖς	qeoi=s	θεάω	qea/w	v2spoa---
θεοῖς	qeoi=s	θεός	qeo/s	n-p---md-
θεοῦ	qeou=	θεάομαι	qea/omai	v2spme---
θεοῦ	qeou=	θεάομαι	qea/omai	v2siie---
θεοῦ	qeou=	θεάω	qea/w	v2spme---
θεοῦ	qeou=	θεάω	qea/w	v2siie---
θεοῦ	qeou=	θεός	qeo/s	n-s---mg-
θεάτρου	qea/trou	θέατρον	qe/atron	n-s---ng-
θεόν	qeo/n	θεός	qeo/s	n-s---ma-
θεός	qeo/s	θεός	qeo/s	n-s---mn-
θεός·	qeo/s:	θεός	qeo/s	n-s---mn-
θεῖναι	qei=nai	θείνω	qei/nw	v2samm---
θεῖναι	qei=nai	θείνω	qei/nw	v--ana---
θεῖναι	qei=nai	τίθημι	ti/qhmi	v--ana---
θεῶν	qew=n	θέα	qe/a	n-p---fg-
θεῶν	qew=n	θεά	qea/	n-p---fg-
θεῶν	qew=n	θεάω	qea/w	v-sppamv-
θεῶν	qew=n	θεάω	qea/w	v-sppann-
θεῶν	qew=n	θεάω	qea/w	v-sppanv-
θεῶν	qew=n	θεάω	qea/w	v-sppana-
θεῶν	qew=n	θεάω	qea/w	v-sppamn-
θεῶν	qew=n	θεάω	qea/w	v-sppamn-
θεῶν	qew=n	θεός	qeo/s	n-p---mg-
θεῷ	qew=|	θεάω	qea/w	v3spoa---
θεῷ	qew=|	θεός	qeo/s	n-s---md-
θυγατρί	qugatri/	θυγάτηρ	quga/thr	n-s---fd-
θυγατρί	qugatri/	θυγάτηρ	quga/thr	n-s---fd-
θυγατέρα	qugate/ra	θυγάτηρ	quga/thr	n-s---fa-
θυγατέρας	qugate/ras	θυγάτηρ	quga/thr	n-p---fa-
θυγατέρες	qugate/res	θυγάτηρ	quga/thr	n-p---fn-
θυγατέρες	qugate/res	θυγάτηρ	quga/thr	n-p---fv-
θυσιῶν	qusiw=n	θυσία	qusi/a	n-p---fg-
θυσιῶν	qusiw=n	θυσιάζω	qusia/zw	v-sfpamv-
θυσιῶν	qusiw=n	θυσιάζω	qusia/zw	v-sfpann-
θυσιῶν	qusiw=n	θυσιάζω	qusia/zw	v-sfpanv-
θυσιῶν	qusiw=n	θυσιάζω	qusia/zw	v-sfpana-
θυσιῶν	qusiw=n	θυσιάζω	qusia/zw	v-sfpamn-
θυσίαν	qusi/an	θυσία	qusi/a	n-s---fa-
θυσίας	qusi/as	θυσία	qusi/a	n-p---fa-
θυσίας	qusi/as	θυσία	qusi/a	n-s---fg-
θυσόμεθα	quso/meqa	θύω1	qu/w1	v1pasm---
θυσόμεθα	quso/meqa	θύω1	qu/w1	v1pfim---
θυσόμεθα	quso/meqa	θύω2	qu/w2	v1pasm---
θυσόμεθα	quso/meqa	θύω2	qu/w2	v1pfim---
θυσώμεθα	qusw/meqa	θύω1	qu/w1	v1pasm---
θυσώμεθα	qusw/meqa	θύω2	qu/w2	v1pasm---
θάλατταν	qa/lattan	θάλασσα	qa/lassa	n-s---fa-
θάνατον	qa/naton	θάνατος	qa/natos	n-s---ma-
θάνατος	qa/natos	θάνατος	qa/natos	n-s---mn-
θάπτονται	qa/ptontai	θάπτω	qa/ptw	v3ppie---
θάττονες	qa/ttones	θάσσων	qa/sswn	a-p---mn-
θάττονες	qa/ttones	θάσσων	qa/sswn	a-p---mv-
θάττονες	qa/ttones	θάσσων	qa/sswn	a-p---fn-
θάττονες	qa/ttones	θάσσων	qa/sswn	a-p---fv-
θάττονες	qa/ttones	ταχύς	taxu/s	a-p---mn-
θάττονες	qa/ttones	ταχύς	taxu/s	a-p---mv-
θάττονες	qa/ttones	ταχύς	taxu/s	a-p---fn-
θάττονες	qa/ttones	ταχύς	taxu/s	a-p---fv-
θάττων	qa/ttwn	θάσσω	qa/ssw	v-sppamn-
θάττων	qa/ttwn	θάσσων	qa/sswn	a-s---mn-
θάττων	qa/ttwn	θάσσων	qa/sswn	a-s---fn-
θάττων	qa/ttwn	ταχύς	taxu/s	a-s---mn-
θάττων	qa/ttwn	ταχύς	taxu/s	a-s---fn-
θάψομεν	qa/yomen	θάπτω	qa/ptw	v1pasa---
θάψομεν	qa/yomen	θάπτω	qa/ptw	v1pfia---
θύγατερ	qu/gater	θυγάτηρ	quga/thr	n-s---fv-
θύγατέρ	qu/gate/r	θυγάτηρ	quga/thr	n-s---fv-
θύει	qu/ei	θύος	qu/os	n-d----n-
θύει	qu/ei	θύος	qu/os	n-d----v-
θύει	qu/ei	θύος	qu/os	n-d----a-
θύει	qu/ei	θύος	qu/os	n-s----d-
θύει	qu/ei	θύος	qu/os	n-s----d-
θύει	qu/ei	θύος	qu/os	n-d---nn-
θύει	qu/ei	θύος	qu/os	n-d---nv-
θύει	qu/ei	θύος	qu/os	n-d---na-
θύει	qu/ei	θύος	qu/os	n-s---nd-
θύει	qu/ei	θύος	qu/os	n-s---nd-
θύει	qu/ei	θύω1	qu/w1	v2spie---
θύει	qu/ei	θύω1	qu/w1	v3spia---
θύει	qu/ei	θύω2	qu/w2	v2spie---
θύει	qu/ei	θύω2	qu/w2	v3spia---
θύει	qu/ei	θυάω	qua/w	v2spma---
θύει	qu/ei	θυάω	qua/w	v3siia---
θύειν	qu/ein	θύω1	qu/w1	v--pna---
θύειν	qu/ein	θύω2	qu/w2	v--pna---
θύοιεν	qu/oien	θύω1	qu/w1	v3ppoa---
θύοιεν	qu/oien	θύω2	qu/w2	v3ppoa---
θύοιεν	qu/oien	θυάω	qua/w	v3ppoa---
θύοιεν	qu/oien	θυόω	quo/w	v3ppoa---
θύονται	qu/ontai	θύω1	qu/w1	v3ppie---
θύονται	qu/ontai	θύω2	qu/w2	v3ppie---
θύσαιμεν	qu/saimen	θύω1	qu/w1	v1paoa---
θύσαιμεν	qu/saimen	θύω2	qu/w2	v1paoa---
θύσει	qu/sei	θύσις	qu/sis	n-d---fn-
θύσει	qu/sei	θύσις	qu/sis	n-d---fv-
θύσει	qu/sei	θύσις	qu/sis	n-d---fa-
θύσει	qu/sei	θύσις	qu/sis	n-s---fd-
θύσει	qu/sei	θύσις	qu/sis	n-s---fd-
θύσει	qu/sei	θύω1	qu/w1	v3sasa---
θύσει	qu/sei	θύω1	qu/w1	v2sfim---
θύσει	qu/sei	θύω1	qu/w1	v3sfia---
θύσει	qu/sei	θύω2	qu/w2	v3sasa---
θύσει	qu/sei	θύω2	qu/w2	v2sfim---
θύσει	qu/sei	θύω2	qu/w2	v3sfia---
θύσει	qu/sei	θῦσις	qu=sis	n-d---fn-
θύσει	qu/sei	θῦσις	qu=sis	n-d---fv-
θύσει	qu/sei	θῦσις	qu=sis	n-d---fa-
θύσει	qu/sei	θῦσις	qu=sis	n-s---fd-
θύσει	qu/sei	θῦσις	qu=sis	n-s---fd-
θύσειαν	qu/seian	θύω1	qu/w1	v3paoa---
θύσειαν	qu/seian	θύω2	qu/w2	v3paoa---
θύσοιεν	qu/soien	θύω1	qu/w1	v3pfoa---
θύσοιεν	qu/soien	θύω2	qu/w2	v3pfoa---
θύσωμεν	qu/swmen	θύω1	qu/w1	v1pasa---
θύσωμεν	qu/swmen	θύω2	qu/w2	v1pasa---
θύω	qu/w	θύον	qu/on	n-d---nn-
θύω	qu/w	θύον	qu/on	n-d---nv-
θύω	qu/w	θύον	qu/on	n-d---na-
θύω	qu/w	θύον	qu/on	n-s---ng-
θύω	qu/w	θύω1	qu/w1	v1spsa---
θύω	qu/w	θύω1	qu/w1	v1spia---
θύω	qu/w	θύω2	qu/w2	v1spsa---
θύω	qu/w	θύω2	qu/w2	v1spia---
θύω	qu/w	θυόω	quo/w	v2spma---
θύω	qu/w	θυόω	quo/w	v3siia---
θύων	qu/wn	θύον	qu/on	n-p---ng-
θύων	qu/wn	θύω1	qu/w1	v-sppamn-
θύων	qu/wn	θύω2	qu/w2	v-sppamn-
θύων	qu/wn	θυάω	qua/w	v3piia---
θύων	qu/wn	θυάω	qua/w	v1siia---
θᾶττον	qa=tton	θάσσων	qa/sswn	a-s---mv-
θᾶττον	qa=tton	θάσσων	qa/sswn	a-s---fv-
θᾶττον	qa=tton	θάσσων	qa/sswn	a-s---nn-
θᾶττον	qa=tton	θάσσων	qa/sswn	a-s---nv-
θᾶττον	qa=tton	θάσσων	qa/sswn	a-s---na-
θᾶττον	qa=tton	ταχύς	taxu/s	a-s---mv-
θᾶττον	qa=tton	ταχύς	taxu/s	a-s---fv-
θᾶττον	qa=tton	ταχύς	taxu/s	a-s---nn-
θᾶττον	qa=tton	ταχύς	taxu/s	a-s---nv-
θᾶττον	qa=tton	ταχύς	taxu/s	a-s---na-
θῇς	qh=|s	θάζω	qa/zw	v2sfia---
θῇς	qh=|s	θέω	qe/w	v2spsa---
θῇς	qh=|s	τίθημι	ti/qhmi	v2sasa---
θῇς	qh=|s	τίθημι	ti/qhmi	v2sasa---
θῦσαι	qu=sai	θύω1	qu/w1	v2samm---
θῦσαι	qu=sai	θύω1	qu/w1	v--ana---
θῦσαι	qu=sai	θύω2	qu/w2	v2samm---
θῦσαι	qu=sai	θύω2	qu/w2	v--ana---
θῶσι	qw=si	θάζω	qa/zw	v-pfpamd-
θῶσι	qw=si	θάζω	qa/zw	v-pfpand-
θῶσι	qw=si	θάζω	qa/zw	v3pfia---
θῶσι	qw=si	θέω	qe/w	v3ppsa---
θῶσι	qw=si	τίθημι	ti/qhmi	v3pasa---
θῶσι	qw=si	τίθημι	ti/qhmi	v3pasa---
καθιστάς	kaqista/s	καθίστημι	kaqi/sthmi	v-sppamn-
καθιστάς	kaqista/s	καθίστημι	kaqi/sthmi	v-sppamv-
καθίστη	kaqi/sth	καθίστημι	kaqi/sthmi	v3siia---
καθίστη	kaqi/sth	καθίστημι	kaqi/sthmi	v2spma---
καθίστη	kaqi/sth	καθίστημι	kaqi/sthmi	v3siia---
καθίστη	kaqi/sth	καθιστάω	kaqista/w	v2spma---
καθίστη	kaqi/sth	καθιστάω	kaqista/w	v2spma---
καθίστη	kaqi/sth	καθιστάω	kaqista/w	v3siia---
καθίστη	kaqi/sth	καθιστάω	kaqista/w	v2spma---
καινοῖς	kainoi=s	καινέω	kaine/w	v2spoa---
καινοῖς	kainoi=s	καινός	kaino/s	a-p---md-
καινοῖς	kainoi=s	καινός	kaino/s	a-p---nd-
καινοῖς	kainoi=s	καινόω	kaino/w	v2spoa---
καινοῖς	kainoi=s	καινόω	kaino/w	v2spsa---
καινοῖς	kainoi=s	καινόω	kaino/w	v2spia---
καιρόν	kairo/n	καιρός	kairo/s	n-s---ma-
καιρῷ	kairw=|	καιρός	kairo/s	n-s---md-
κακοί	kakoi/	κακός	kako/s	a-p---mn-
κακοί	kakoi/	κακός	kako/s	a-p---mv-
κακοί	kakoi/	κακόω	kako/w	v2spse---
κακοί	kakoi/	κακόω	kako/w	v2spie---
κακοί	kakoi/	κακόω	kako/w	v3spsa---
κακούς	kakou/s	κακός	kako/s	a-p---ma-
κακοῖς	kakoi=s	κακός	kako/s	a-p---md-
κακοῖς	kakoi=s	κακός	kako/s	a-p---nd-
κακοῖς	kakoi=s	κακόω	kako/w	v2spoa---
κακοῖς	kakoi=s	κακόω	kako/w	v2spsa---
κακοῖς	kakoi=s	κακόω	kako/w	v2spia---
κακοῦ	kakou=	κακός	kako/s	a-s---mg-
κακοῦ	kakou=	κακός	kako/s	a-s---ng-
κακοῦ	kakou=	κακόω	kako/w	v2spme---
κακοῦ	kakou=	κακόω	kako/w	v2siie---
κακά	kaka/	κακός	kako/s	a-p---nn-
κακά	kaka/	κακός	kako/s	a-p---nv-
κακά	kaka/	κακός	kako/s	a-p---na-
κακά	kaka/	κακός	kako/s	a-d---fn-
κακά	kaka/	κακός	kako/s	a-d---fv-
κακά	kaka/	κακός	kako/s	a-d---fa-
κακά	kaka/	κακός	kako/s	a-s---fn-
κακά	kaka/	κακός	kako/s	a-s---fv-
κακή	kakh/	κακός	kako/s	a-s---fn-
κακή	kakh/	κακός	kako/s	a-s---fv-
κακίονες	kaki/ones	κακός	kako/s	a-p---mn-
κακίονες	kaki/ones	κακός	kako/s	a-p---mv-
κακίονες	kaki/ones	κακός	kako/s	a-p---fn-
κακίονες	kaki/ones	κακός	kako/s	a-p---fv-
κακίων	kaki/wn	κακός	kako/s	a-s---mn-
κακίων	kaki/wn	κακός	kako/s	a-s---fn-
κακίων	kaki/wn	κηκίω	khki/w	v-sppamn-
κακόν	kako/n	κακός	kako/s	a-s---ma-
κακόν	kako/n	κακός	kako/s	a-s---nn-
κακόν	kako/n	κακός	kako/s	a-s---nv-
κακόν	kako/n	κακός	kako/s	a-s---na-
κακός	kako/s	κακός	kako/s	a-s---mn-
κακῶν	kakw=n	κάκη	ka/kh	n-p---fg-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpamv-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpann-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpanv-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpana-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpamn-
κακῶν	kakw=n	κακός	kako/s	a-p---fg-
κακῶν	kakw=n	κακός	kako/s	a-p---mg-
κακῶν	kakw=n	κακός	kako/s	a-p---ng-
κακῶν	kakw=n	κακόω	kako/w	v-sppamv-
κακῶν	kakw=n	κακόω	kako/w	v-sppann-
κακῶν	kakw=n	κακόω	kako/w	v-sppanv-
κακῶν	kakw=n	κακόω	kako/w	v-sppana-
κακῶν	kakw=n	κακόω	kako/w	v-sppamn-
κακῶν	kakw=n	κακόω	kako/w	v--pna---
κακῶς	kakw=s	κακός	kako/s	x--------
κακῶς	kakw=s	κακόω	kako/w	v2spia---
καλαῖς	kalai=s	καλός	kalo/s	a-p---fd-
καλείσθω	kalei/sqw	καλέω	kale/w	v3spme---
καλεῖς	kalei=s	καλέω	kale/w	v2sfia---
καλεῖς	kalei=s	καλέω	kale/w	v2spia---
καλλιόνων	kallio/nwn	καλός	kalo/s	a-p----g-
καλλίους	kalli/ous	καλλίων	kalli/wn	a-p---ma-
καλλίους	kalli/ous	καλλίων	kalli/wn	a-p---fa-
καλλίους	kalli/ous	καλλιόω	kallio/w	v2siia---
καλλίους	kalli/ous	καλός	kalo/s	a-p---mn-
καλλίους	kalli/ous	καλός	kalo/s	a-p---ma-
καλλίους	kalli/ous	καλός	kalo/s	a-p---fn-
καλλίους	kalli/ous	καλός	kalo/s	a-p---fa-
καλλίους	kalli/ous	καλός	kalo/s	a-p---ma-
καλλίους	kalli/ous	καλός	kalo/s	a-p---fa-
καλουμένους	kaloume/nous	καλέω	kale/w	v-pfpmma-
καλουμένους	kaloume/nous	καλέω	kale/w	v-pppema-
καλουμένων	kaloume/nwn	καλέω	kale/w	v-pfpmfg-
καλουμένων	kaloume/nwn	καλέω	kale/w	v-pfpmmg-
καλουμένων	kaloume/nwn	καλέω	kale/w	v-pfpmng-
καλουμένων	kaloume/nwn	καλέω	kale/w	v-pppefg-
καλουμένων	kaloume/nwn	καλέω	kale/w	v-pppemg-
καλουμένων	kaloume/nwn	καλέω	kale/w	v-pppeng-
καλοί	kaloi/	καλός	kalo/s	a-p---mn-
καλοί	kaloi/	καλός	kalo/s	a-p---mv-
καλούς	kalou/s	καλός	kalo/s	a-p---ma-
καλοῖς	kaloi=s	καλέω	kale/w	v2sfoa---
καλοῖς	kaloi=s	καλέω	kale/w	v2spoa---
καλοῖς	kaloi=s	καλός	kalo/s	a-p---md-
καλοῖς	kaloi=s	καλός	kalo/s	a-p---nd-
καλοῦ	kalou=	καλέω	kale/w	v2spme---
καλοῦ	kalou=	καλέω	kale/w	v2siie---
καλοῦ	kalou=	καλός	kalo/s	a-s---mg-
καλοῦ	kalou=	καλός	kalo/s	a-s---ng-
καλοῦσι	kalou=si	καλέω	kale/w	v-pfpamd-
καλοῦσι	kalou=si	καλέω	kale/w	v-pfpand-
καλοῦσι	kalou=si	καλέω	kale/w	v3pfia---
καλοῦσι	kalou=si	καλέω	kale/w	v-pppamd-
καλοῦσι	kalou=si	καλέω	kale/w	v-pppand-
καλοῦσι	kalou=si	καλέω	kale/w	v3ppia---
καλά	kala/	καλός	kalo/s	a-p---nn-
καλά	kala/	καλός	kalo/s	a-p---nv-
καλά	kala/	καλός	kalo/s	a-p---na-
καλά	kala/	καλός	kalo/s	a-d---fn-
καλά	kala/	καλός	kalo/s	a-d---fv-
καλά	kala/	καλός	kalo/s	a-d---fa-
καλά	kala/	καλός	kalo/s	a-s---fn-
καλά	kala/	καλός	kalo/s	a-s---fv-
καλάς	kala/s	καλός	kalo/s	a-p---fa-
καλέσαι	kale/sai	καλέω	kale/w	v--ana---
καλέσαι	kale/sai	καλέω	kale/w	v3saoa---
καλή	kalh/	καλός	kalo/s	a-s---fn-
καλή	kalh/	καλός	kalo/s	a-s---fv-
καλήν	kalh/n	καλός	kalo/s	a-s---fa-
καλόν	kalo/n	καλός	kalo/s	a-s---ma-
καλόν	kalo/n	καλός	kalo/s	a-s---nn-
καλόν	kalo/n	καλός	kalo/s	a-s---nv-
καλόν	kalo/n	καλός	kalo/s	a-s---na-
καλός	kalo/s	καλός	kalo/s	a-s---mn-
καλῆς	kalh=s	καλέω	kale/w	v2sfia---
καλῆς	kalh=s	καλέω	kale/w	v2spia---
καλῆς	kalh=s	καλός	kalo/s	a-s---fg-
καλῇ	kalh=|	καλέω	kale/w	v2sfim---
καλῇ	kalh=|	καλέω	kale/w	v2spse---
καλῇ	kalh=|	καλέω	kale/w	v2spie---
καλῇ	kalh=|	καλέω	kale/w	v3spsa---
καλῇ	kalh=|	καλός	kalo/s	a-s---fd-
καλῶς	kalw=s	καλός	kalo/s	x--------
καταβληθέντων	katablhqe/ntwn	καταβάλλω	kataba/llw	v-pappmg-
καταβληθέντων	katablhqe/ntwn	καταβάλλω	kataba/llw	v-pappng-
καταλαβεῖν	katalabei=n	καταλαμβάνω	katalamba/nw	v--ana---
καταλαμβανόντων	katalambano/ntwn	καταλαμβάνω	katalamba/nw	v-pppamg-
καταλαμβανόντων	katalambano/ntwn	καταλαμβάνω	katalamba/nw	v-pppang-
καταλαμβανόντων	katalambano/ntwn	καταλαμβάνω	katalamba/nw	v3ppma---
καταλυθήσεται	kataluqh/setai	καταλύω	katalu/w	v3sfip---
καταλυθήσονται	kataluqh/sontai	καταλύω	katalu/w	v3pfip---
καταλυτέα	katalute/a	καταλυτέος	katalute/os	n-p---nn-
καταλυτέα	katalute/a	καταλυτέος	katalute/os	n-p---nv-
καταλυτέα	katalute/a	καταλυτέος	katalute/os	n-p---na-
καταλυτέα	katalute/a	καταλυτέος	katalute/os	n-d---fn-
καταλυτέα	katalute/a	καταλυτέος	katalute/os	n-d---fv-
καταλυτέα	katalute/a	καταλυτέος	katalute/os	n-d---fa-
καταλυτέα	katalute/a	καταλυτέος	katalute/os	n-s---fn-
καταλυτέα	katalute/a	καταλυτέος	katalute/os	n-s---fv-
καταλυτέον	katalute/on	καταλυτέος	katalute/os	n-s---ma-
καταλυτέον	katalute/on	καταλυτέος	katalute/os	n-s---nn-
καταλυτέον	katalute/on	καταλυτέος	katalute/os	n-s---nv-
καταλυτέον	katalute/on	καταλυτέος	katalute/os	n-s---na-
καταλυόντων	kataluo/ntwn	καταλύω	katalu/w	v-pppamg-
καταλυόντων	kataluo/ntwn	καταλύω	katalu/w	v-pppang-
καταλυόντων	kataluo/ntwn	καταλύω	katalu/w	v3ppma---
καταλυόντων	kataluo/ntwn	καταλύω	katalu/w	v-pppamg-
καταλυόντων	kataluo/ntwn	καταλύω	katalu/w	v-pppang-
καταλυόντων	kataluo/ntwn	καταλύω	katalu/w	v3ppma---
καταλύει	katalu/ei	καταλύω	katalu/w	v2spie---
καταλύει	katalu/ei	καταλύω	katalu/w	v3spia---
καταλύει	katalu/ei	καταλύω	katalu/w	v2spie---
καταλύει	katalu/ei	καταλύω	katalu/w	v3spia---
καταλύου	katalu/ou	καταλύω	katalu/w	v2spme---
καταλύου	katalu/ou	καταλύω	katalu/w	v2spme---
καταλύου	katalu/ou	καταλύω	katalu/w	v2siie---
καταλύου	katalu/ou	καταλύω	katalu/w	v2siie---
καταλύσας	katalu/sas	καταλύω	katalu/w	v-sapamn-
καταλύσας	katalu/sas	καταλύω	katalu/w	v-sapamv-
καταλύσομεν	katalu/somen	καταλύω	katalu/w	v1pasa---
καταλύσομεν	katalu/somen	καταλύω	katalu/w	v1pfia---
καταλῦσαι	katalu=sai	καταλύω	katalu/w	v--ana---
κατεπέμφθης	katepe/mfqhs	καταπέμπω	katape/mpw	v2saip---
κατά	kata/	κατά	kata/	r--------
κατέβημεν	kate/bhmen	καταβαίνω	katabai/nw	v1paia---
κατέστησαν	kate/sthsan	καθίστημι	kaqi/sthmi	v3paia---
κατέστησαν	kate/sthsan	καθίστημι	kaqi/sthmi	v3paia---
καί	kai/	καί	kai/	c--------
καίπερ	kai/per	καίπερ	kai/per	g--------
καίτοι	kai/toi	καίτοι	kai/toi	g--------
κειμένους	keime/nous	κεῖμαι	kei=mai	v-prpema-
κειμένους	keime/nous	κεῖμαι	kei=mai	v-pppema-
κεκλοφότας	keklofo/tas	κλέπτω	kle/ptw	v-prpama-
κεκλοφότες	keklofo/tes	κλέπτω	kle/ptw	v-prpamn-
κεκλοφότες	keklofo/tes	κλέπτω	kle/ptw	v-prpamv-
κεκλοφώς	keklofw/s	κλέπτω	kle/ptw	v-srpamn-
κεκλοφώς	keklofw/s	κλέπτω	kle/ptw	v-srpamv-
κεκλόφασιν	keklo/fasin	κλέπτω	kle/ptw	v3pria---
