’	'	ἒ	e)\	x--------
θηριώδης	qhriw/dhs	θηριώδης	qhriw/dhs	n-s---fn-
θηριῶδες	qhriw=des	θηριώδης	qhriw/dhs	n-s---mv-
θηριῶδες	qhriw=des	θηριώδης	qhriw/dhs	n-s---fv-
θηριῶδες	qhriw=des	θηριώδης	qhriw/dhs	n-s---nn-
θηριῶδες	qhriw=des	θηριώδης	qhriw/dhs	n-s---nv-
θηριῶδες	qhriw=des	θηριώδης	qhriw/dhs	n-s---na-
θηρωμένου	qhrwme/nou	θηράω	qhra/w	v-sppemg-
θηρωμένου	qhrwme/nou	θηράω	qhra/w	v-sppeng-
θηρία	qhri/a	θηρίον	qhri/on	n-p---nn-
θηρία	qhri/a	θηρίον	qhri/on	n-p---nv-
θηρία	qhri/a	θηρίον	qhri/on	n-p---na-
θηρίδια	qhri/dia	θηρίδιον	qhri/dion	n-p---nn-
θηρίδια	qhri/dia	θηρίδιον	qhri/dion	n-p---nv-
θηρίδια	qhri/dia	θηρίδιον	qhri/dion	n-p---na-
θηρίον	qhri/on	θηράω	qhra/w	v-sppamv-
θηρίον	qhri/on	θηράω	qhra/w	v-sppann-
θηρίον	qhri/on	θηράω	qhra/w	v-sppanv-
θηρίον	qhri/on	θηράω	qhra/w	v-sppana-
θηρίον	qhri/on	θηρίον	qhri/on	n-s---nn-
θηρίον	qhri/on	θηρίον	qhri/on	n-s---nv-
θηρίον	qhri/on	θηρίον	qhri/on	n-s---na-
θηρίων	qhri/wn	θηράω	qhra/w	v-sppamn-
θηρίων	qhri/wn	θηρίον	qhri/on	n-p---ng-
θηρίων	qhri/wn	θηριόω	qhrio/w	v3piia---
θηρίων	qhri/wn	θηριόω	qhrio/w	v1siia---
θησόμενον	qhso/menon	τίθημι	ti/qhmi	v-sfpmma-
θησόμενον	qhso/menon	τίθημι	ti/qhmi	v-sfpmnn-
θησόμενον	qhso/menon	τίθημι	ti/qhmi	v-sfpmnv-
θησόμενον	qhso/menon	τίθημι	ti/qhmi	v-sfpmna-
θλιβόμενον	qlibo/menon	θλίβω	qli/bw	v-sppema-
θλιβόμενον	qlibo/menon	θλίβω	qli/bw	v-sppenn-
θλιβόμενον	qlibo/menon	θλίβω	qli/bw	v-sppenv-
θλιβόμενον	qlibo/menon	θλίβω	qli/bw	v-sppena-
θλιβόμενος	qlibo/menos	θλίβω	qli/bw	v-sppemn-
θλιβῇς	qlibh=|s	θλιβή	qlibh/	n-p---fd-
θλίβει	qli/bei	θλίβω	qli/bw	v2spie---
θλίβει	qli/bei	θλίβω	qli/bw	v3spia---
θλίβεις	qli/beis	θλίβω	qli/bw	v2spia---
θλίβεται	qli/betai	θλίβω	qli/bw	v3spie---
θλίβομεν	qli/bomen	θλίβω	qli/bw	v1ppia---
θλίβομεν	qli/bomen	θλίβω	qli/bw	v1piia---
θλίβοντα	qli/bonta	θλίβω	qli/bw	v-pppann-
θλίβοντα	qli/bonta	θλίβω	qli/bw	v-pppanv-
θλίβοντα	qli/bonta	θλίβω	qli/bw	v-pppana-
θλίβοντα	qli/bonta	θλίβω	qli/bw	v-sppama-
θλίβοντά	qli/bonta/	θλίβω	qli/bw	v-pppann-
θλίβοντά	qli/bonta/	θλίβω	qli/bw	v-pppanv-
θλίβοντά	qli/bonta/	θλίβω	qli/bw	v-pppana-
θλίβοντά	qli/bonta/	θλίβω	qli/bw	v-sppama-
θλῖβον	qli=bon	θλίβω	qli/bw	v-sppamv-
θλῖβον	qli=bon	θλίβω	qli/bw	v-sppann-
θλῖβον	qli=bon	θλίβω	qli/bw	v-sppanv-
θλῖβον	qli=bon	θλίβω	qli/bw	v-sppana-
θλῖβον	qli=bon	θλίβω	qli/bw	v3piia---
θλῖβον	qli=bon	θλίβω	qli/bw	v1siia---
θνητοί	qnhtoi/	θνητός	qnhto/s	a-p---mn-
θνητοί	qnhtoi/	θνητός	qnhto/s	a-p---mv-
θνητοί	qnhtoi/	θνητός	qnhto/s	n-p---mn-
θνητοί	qnhtoi/	θνητός	qnhto/s	n-p---mv-
θνητοί	qnhtoi/	θνητός	qnhto/s	n-p---fn-
θνητοί	qnhtoi/	θνητός	qnhto/s	n-p---fv-
θνητά	qnhta/	θνητός	qnhto/s	a-p---nn-
θνητά	qnhta/	θνητός	qnhto/s	a-p---nv-
θνητά	qnhta/	θνητός	qnhto/s	a-p---na-
θνητά	qnhta/	θνητός	qnhto/s	a-d---fn-
θνητά	qnhta/	θνητός	qnhto/s	a-d---fv-
θνητά	qnhta/	θνητός	qnhto/s	a-d---fa-
θνητά	qnhta/	θνητός	qnhto/s	a-s---fn-
θνητά	qnhta/	θνητός	qnhto/s	a-s---fv-
θνητά	qnhta/	θνητός	qnhto/s	n-p---nn-
θνητά	qnhta/	θνητός	qnhto/s	n-p---nv-
θνητά	qnhta/	θνητός	qnhto/s	n-p---na-
θνητόν	qnhto/n	θνητός	qnhto/s	a-s---ma-
θνητόν	qnhto/n	θνητός	qnhto/s	a-s---nn-
θνητόν	qnhto/n	θνητός	qnhto/s	a-s---nv-
θνητόν	qnhto/n	θνητός	qnhto/s	a-s---na-
θνητόν	qnhto/n	θνητός	qnhto/s	n-s---ma-
θνητόν	qnhto/n	θνητός	qnhto/s	n-s---fa-
θνητόν	qnhto/n	θνητός	qnhto/s	n-s---nn-
θνητόν	qnhto/n	θνητός	qnhto/s	n-s---nv-
θνητόν	qnhto/n	θνητός	qnhto/s	n-s---na-
θνητός	qnhto/s	θνητός	qnhto/s	a-s---mn-
θνητός	qnhto/s	θνητός	qnhto/s	n-s---mn-
θνητός	qnhto/s	θνητός	qnhto/s	n-s---fn-
θνητῶν	qnhtw=n	θνητός	qnhto/s	a-p---fg-
θνητῶν	qnhtw=n	θνητός	qnhto/s	a-p---mg-
θνητῶν	qnhtw=n	θνητός	qnhto/s	a-p---ng-
θνητῶν	qnhtw=n	θνητός	qnhto/s	n-p---mg-
θνητῶν	qnhtw=n	θνητός	qnhto/s	n-p---fg-
θνητῶν	qnhtw=n	θνητός	qnhto/s	n-p---ng-
θορυβουμένων	qoruboume/nwn	θορυβέω	qorube/w	v-pppefg-
θορυβουμένων	qoruboume/nwn	θορυβέω	qorube/w	v-pppemg-
θορυβουμένων	qoruboume/nwn	θορυβέω	qorube/w	v-pppeng-
θορύβου	qoru/bou	θόρυβος	qo/rubos	n-s---mg-
θορύβους	qoru/bous	θόρυβος	qo/rubos	n-p---ma-
θορύβῳ	qoru/bw|	θόρυβος	qo/rubos	n-s---md-
θρασύ	qrasu/	θρασύς	qrasu/s	a-s---mv-
θρασύ	qrasu/	θρασύς	qrasu/s	a-s---nn-
θρασύ	qrasu/	θρασύς	qrasu/s	a-s---nv-
θρασύ	qrasu/	θρασύς	qrasu/s	a-s---na-
θρηνείτω	qrhnei/tw	θρηνέω	qrhne/w	v3spma---
θρηνεῖν	qrhnei=n	θρηνέω	qrhne/w	v--pna---
θρηνοῦντα	qrhnou=nta	θρηνέω	qrhne/w	v-pppann-
θρηνοῦντα	qrhnou=nta	θρηνέω	qrhne/w	v-pppanv-
θρηνοῦντα	qrhnou=nta	θρηνέω	qrhne/w	v-pppana-
θρηνοῦντα	qrhnou=nta	θρηνέω	qrhne/w	v-sppama-
θριαμβεύουσιν	qriambeu/ousin	θριαμβεύω	qriambeu/w	v-pppamd-
θριαμβεύουσιν	qriambeu/ousin	θριαμβεύω	qriambeu/w	v-pppand-
θριαμβεύουσιν	qriambeu/ousin	θριαμβεύω	qriambeu/w	v3ppia---
θρυλεῖται	qrulei=tai	θρυλέω	qrule/w	v3spie---
θράσος	qra/sos	θράσος	qra/sos	n-s---nn-
θράσος	qra/sos	θράσος	qra/sos	n-s---nv-
θράσος	qra/sos	θράσος	qra/sos	n-s---na-
θρήνει	qrh/nei	θρηνέω	qrhne/w	v2spma---
θρήνει	qrh/nei	θρηνέω	qrhne/w	v3siia---
θυγατρίου	qugatri/ou	θυγάτριον	quga/trion	n-s---ng-
θυγατέρας	qugate/ras	θυγάτηρ	quga/thr	n-p---fa-
θυγατέρες	qugate/res	θυγάτηρ	quga/thr	n-p---fn-
θυγατέρες	qugate/res	θυγάτηρ	quga/thr	n-p---fv-
θυμικῶς	qumikw=s	θυμικός	qumiko/s	x--------
θυμάτων	quma/twn	θῦμα	qu=ma	n-p---ng-
θυμός	qumo/s	θυμός	qumo/s	n-s---mn-
θυμῷ	qumw=|	θυμός	qumo/s	n-s---md-
θυρωροῖς	qurwroi=s	θυρωρέω	qurwre/w	v2spoa---
θυρωροῖς	qurwroi=s	θυρωρός	qurwro/s	n-p---md-
θυρωροῖς	qurwroi=s	θυρωρός	qurwro/s	n-p---fd-
θυρωρός	qurwro/s	θυρωρός	qurwro/s	n-s---mn-
θυρωρός	qurwro/s	θυρωρός	qurwro/s	n-s---fn-
θυρίδα	quri/da	θυρίς	quri/s	n-s---fa-
θυρίδος	quri/dos	θυρίς	quri/s	n-s---fg-
θυσίας	qusi/as	θυσία	qusi/a	n-p---fa-
θυσίας	qusi/as	θυσία	qusi/a	n-s---fg-
θωπεῦσαι	qwpeu=sai	θωπεύω	qwpeu/w	v--ana---
θάλασσα	qa/lassa	θάλασσα	qa/lassa	n-s---fn-
θάλασσα	qa/lassa	θάλασσα	qa/lassa	n-s---fv-
θάλλειν	qa/llein	θάλλω	qa/llw	v--pna---
θάνατον	qa/naton	θάνατος	qa/natos	n-s---ma-
θάνατος	qa/natos	θάνατος	qa/natos	n-s---mn-
θάνατός	qa/nato/s	θάνατος	qa/natos	n-s---mn-
θάρσει	qa/rsei	θάρσος	qa/rsos	n-d---nn-
θάρσει	qa/rsei	θάρσος	qa/rsos	n-d---nv-
θάρσει	qa/rsei	θάρσος	qa/rsos	n-d---na-
θάρσει	qa/rsei	θάρσος	qa/rsos	n-s---nd-
θάρσει	qa/rsei	θάρσος	qa/rsos	n-s---nd-
θάρσει	qa/rsei	θαρσέω	qarse/w	v2spma---
θάρσει	qa/rsei	θαρσέω	qarse/w	v3siia---
θάρσος	qa/rsos	θάρσος	qa/rsos	n-s---nn-
θάρσος	qa/rsos	θάρσος	qa/rsos	n-s---nv-
θάρσος	qa/rsos	θάρσος	qa/rsos	n-s---na-
θάτερον	qa/teron	ἕτερος	e(/teros	a-s---ma-
θάτερον	qa/teron	ἕτερος	e(/teros	a-s---nn-
θάτερον	qa/teron	ἕτερος	e(/teros	a-s---nv-
θάτερον	qa/teron	ἕτερος	e(/teros	a-s---na-
θέαμα	qe/ama	θέαμα	qe/ama	n-s---nn-
θέαμα	qe/ama	θέαμα	qe/ama	n-s---nv-
θέαμα	qe/ama	θέαμα	qe/ama	n-s---na-
θέαν	qe/an	θέα	qe/a	n-s---fa-
θέαν	qe/an	θεάω	qea/w	v3piia---
θέαν	qe/an	θεάω	qea/w	v1siia---
θέαν	qe/an	θεάω	qea/w	v3piia---
θέαν	qe/an	θεάω	qea/w	v1siia---
θέας	qe/as	θέα	qe/a	n-p---fa-
θέας	qe/as	θέα	qe/a	n-s---fg-
θέας	qe/as	θεάω	qea/w	v2spia---
θέας	qe/as	θεάω	qea/w	v2siia---
θέασαι	qe/asai	θεάομαι	qea/omai	v2spie---
θέασαι	qe/asai	θεάομαι	qea/omai	v2same---
θέασαι	qe/asai	θεάομαι	qea/omai	v2same---
θέασαι	qe/asai	θεάω	qea/w	v2spie---
θέασαι	qe/asai	θεάω	qea/w	v2samm---
θέασαι	qe/asai	θεάω	qea/w	v2samm---
θέατρα	qe/atra	θέατρον	qe/atron	n-p---nn-
θέατρα	qe/atra	θέατρον	qe/atron	n-p---nv-
θέατρα	qe/atra	θέατρον	qe/atron	n-p---na-
θέατρον	qe/atron	θέατρον	qe/atron	n-s---nn-
θέατρον	qe/atron	θέατρον	qe/atron	n-s---nv-
θέατρον	qe/atron	θέατρον	qe/atron	n-s---na-
θέλε	qe/le	ἐθέλω	e)qe/lw	v2spma---
θέλε	qe/le	ἐθέλω	e)qe/lw	v3siia---
θέλει	qe/lei	ἐθέλω	e)qe/lw	v2spie---
θέλει	qe/lei	ἐθέλω	e)qe/lw	v3spia---
θέλειν	qe/lein	ἐθέλω	e)qe/lw	v--pna---
θέλεις	qe/leis	ἐθέλω	e)qe/lw	v2spia---
θέλετ’	qe/let'	ἐθέλω	e)qe/lw	v2ppma---
θέλετ’	qe/let'	ἐθέλω	e)qe/lw	v2ppia---
θέλετ’	qe/let'	ἐθέλω	e)qe/lw	v3spie---
θέλετ’	qe/let'	ἐθέλω	e)qe/lw	v3siie---
θέλετ’	qe/let'	ἐθέλω	e)qe/lw	v2piia---
θέλετε	qe/lete	ἐθέλω	e)qe/lw	v2ppma---
θέλετε	qe/lete	ἐθέλω	e)qe/lw	v2ppia---
θέλετε	qe/lete	ἐθέλω	e)qe/lw	v2piia---
θέλησον	qe/lhson	ἐθέλω	e)qe/lw	v2sama---
θέλητε	qe/lhte	ἐθέλω	e)qe/lw	v2ppsa---
θέλοιμεν	qe/loimen	ἐθέλω	e)qe/lw	v1ppoa---
θέλομεν	qe/lomen	ἐθέλω	e)qe/lw	v1ppia---
θέλομεν	qe/lomen	ἐθέλω	e)qe/lw	v1piia---
θέλοντα	qe/lonta	ἐθέλω	e)qe/lw	v-pppann-
θέλοντα	qe/lonta	ἐθέλω	e)qe/lw	v-pppanv-
θέλοντα	qe/lonta	ἐθέλω	e)qe/lw	v-pppana-
θέλοντα	qe/lonta	ἐθέλω	e)qe/lw	v-sppama-
θέλοντας	qe/lontas	ἐθέλω	e)qe/lw	v-pppama-
θέλοντι	qe/lonti	ἐθέλω	e)qe/lw	v-sppamd-
θέλοντι	qe/lonti	ἐθέλω	e)qe/lw	v-sppand-
θέλοντι	qe/lonti	ἐθέλω	e)qe/lw	v3ppia---
θέλοντος	qe/lontos	ἐθέλω	e)qe/lw	v-sppamg-
θέλοντος	qe/lontos	ἐθέλω	e)qe/lw	v-sppang-
θέλοντός	qe/lonto/s	ἐθέλω	e)qe/lw	v-sppamg-
θέλοντός	qe/lonto/s	ἐθέλω	e)qe/lw	v-sppang-
θέλουσα	qe/lousa	ἐθέλω	e)qe/lw	v-sppafn-
θέλουσα	qe/lousa	ἐθέλω	e)qe/lw	v-sppafv-
θέλουσι	qe/lousi	ἐθέλω	e)qe/lw	v-pppamd-
θέλουσι	qe/lousi	ἐθέλω	e)qe/lw	v-pppand-
θέλουσι	qe/lousi	ἐθέλω	e)qe/lw	v3ppia---
θέλουσιν	qe/lousin	ἐθέλω	e)qe/lw	v-pppamd-
θέλουσιν	qe/lousin	ἐθέλω	e)qe/lw	v-pppand-
θέλουσιν	qe/lousin	ἐθέλω	e)qe/lw	v3ppia---
θέλω	qe/lw	ἐθέλω	e)qe/lw	v1spsa---
θέλω	qe/lw	ἐθέλω	e)qe/lw	v1spia---
θέλων	qe/lwn	ἐθέλω	e)qe/lw	v-sppamn-
θέλωσιν	qe/lwsin	ἐθέλω	e)qe/lw	v3ppsa---
θέλῃ	qe/lh|	ἐθέλω	e)qe/lw	v2spse---
θέλῃ	qe/lh|	ἐθέλω	e)qe/lw	v2spie---
θέλῃ	qe/lh|	ἐθέλω	e)qe/lw	v3spsa---
θέλῃς	qe/lh|s	ἐθέλω	e)qe/lw	v2spsa---
θέμις	qe/mis	θέμις	qe/mis	n-p---fa-
θέμις	qe/mis	θέμις	qe/mis	n-s---fn-
θέμις	qe/mis	θέμις	qe/mis	n-s---fn-
θέμις	qe/mis	θέμις	qe/mis	n-s---fn-
θέντες	qe/ntes	τίθημι	ti/qhmi	v-papamn-
θέντες	qe/ntes	τίθημι	ti/qhmi	v-papamv-
θέρος	qe/ros	θέρος	qe/ros	n-s---nn-
θέρος	qe/ros	θέρος	qe/ros	n-s---nv-
θέρος	qe/ros	θέρος	qe/ros	n-s---na-
θές	qe/s	τίθημι	ti/qhmi	v2sama---
θές	qe/s	τίθημι	ti/qhmi	v2saia---
θήσεις	qh/seis	τίθημι	ti/qhmi	v2sfia---
θόρυβον	qo/rubon	θόρυβος	qo/rubos	n-s---ma-
θόρυβος	qo/rubos	θόρυβος	qo/rubos	n-s---mn-
θόρυβός	qo/rubo/s	θόρυβος	qo/rubos	n-s---mn-
θύει	qu/ei	θύος	qu/os	n-d----n-
θύει	qu/ei	θύος	qu/os	n-d----v-
θύει	qu/ei	θύος	qu/os	n-d----a-
θύει	qu/ei	θύος	qu/os	n-s----d-
θύει	qu/ei	θύος	qu/os	n-s----d-
θύει	qu/ei	θύος	qu/os	n-d---nn-
θύει	qu/ei	θύος	qu/os	n-d---nv-
θύει	qu/ei	θύος	qu/os	n-d---na-
θύει	qu/ei	θύος	qu/os	n-s---nd-
θύει	qu/ei	θύος	qu/os	n-s---nd-
θύει	qu/ei	θύω1	qu/w1	v2spie---
θύει	qu/ei	θύω1	qu/w1	v3spia---
θύει	qu/ei	θύω2	qu/w2	v2spie---
θύει	qu/ei	θύω2	qu/w2	v3spia---
θύει	qu/ei	θυάω	qua/w	v2spma---
θύει	qu/ei	θυάω	qua/w	v3siia---
θύρα	qu/ra	θύρα	qu/ra	n-d---fn-
θύρα	qu/ra	θύρα	qu/ra	n-d---fv-
θύρα	qu/ra	θύρα	qu/ra	n-d---fa-
θύρα	qu/ra	θύρα	qu/ra	n-s---fn-
θύρα	qu/ra	θύρα	qu/ra	n-s---fv-
θύραις	qu/rais	θύρα	qu/ra	n-p---fd-
θύραν	qu/ran	θύρα	qu/ra	n-s---fa-
θύρας	qu/ras	θύρα	qu/ra	n-p---fa-
θύρας	qu/ras	θύρα	qu/ra	n-s---fg-
θύρᾳ	qu/ra|	θύρα	qu/ra	n-p---fn-
θύρᾳ	qu/ra|	θύρα	qu/ra	n-p---fv-
θύρᾳ	qu/ra|	θύρα	qu/ra	n-s---fd-
θύσας	qu/sas	θύω1	qu/w1	v-sapamn-
θύσας	qu/sas	θύω1	qu/w1	v-sapamv-
θύσας	qu/sas	θύω2	qu/w2	v-sapamn-
θύσας	qu/sas	θύω2	qu/w2	v-sapamv-
θύτην	qu/thn	θύτης	qu/ths	n-s---ma-
θύτην	qu/thn	θυτήρ	quth/r	n-s---ma-
θύτου	qu/tou	θύτης	qu/ths	n-s---mg-
θύτου	qu/tou	θυτήρ	quth/r	n-s---mg-
θύῃ	qu/h|	θύα	qu/a	n-s---fd-
θύῃ	qu/h|	θύω1	qu/w1	v2spse---
θύῃ	qu/h|	θύω1	qu/w1	v2spie---
θύῃ	qu/h|	θύω1	qu/w1	v3spsa---
θύῃ	qu/h|	θύω2	qu/w2	v2spse---
θύῃ	qu/h|	θύω2	qu/w2	v2spie---
θύῃ	qu/h|	θύω2	qu/w2	v3spsa---
θύῃ	qu/h|	θυία	qui/a	n-s---fd-
θᾶττον	qa=tton	θάσσων	qa/sswn	a-s---mv-
θᾶττον	qa=tton	θάσσων	qa/sswn	a-s---fv-
θᾶττον	qa=tton	θάσσων	qa/sswn	a-s---nn-
θᾶττον	qa=tton	θάσσων	qa/sswn	a-s---nv-
θᾶττον	qa=tton	θάσσων	qa/sswn	a-s---na-
θᾶττον	qa=tton	ταχύς	taxu/s	a-s---mv-
θᾶττον	qa=tton	ταχύς	taxu/s	a-s---fv-
θᾶττον	qa=tton	ταχύς	taxu/s	a-s---nn-
θᾶττον	qa=tton	ταχύς	taxu/s	a-s---nv-
θᾶττον	qa=tton	ταχύς	taxu/s	a-s---na-
θῆλυ	qh=lu	θῆλυς	qh=lus	a-s---mv-
θῆλυ	qh=lu	θῆλυς	qh=lus	a-s---nn-
θῆλυ	qh=lu	θῆλυς	qh=lus	a-s---nv-
θῆλυ	qh=lu	θῆλυς	qh=lus	a-s---na-
θῇ	qh=|	θάομαι	qa/omai	v2spse---
θῇ	qh=|	θάομαι	qa/omai	v2spie---
θῇ	qh=|	θάζω	qa/zw	v2sfim---
θῇ	qh=|	θάζω	qa/zw	v3sfia---
θῇ	qh=|	θέω	qe/w	v3spsa---
θῇ	qh=|	θέω	qe/w	v2spsm---
θῇ	qh=|	θέω	qe/w	v2spim---
θῇ	qh=|	τίθημι	ti/qhmi	v2sase---
θῇ	qh=|	τίθημι	ti/qhmi	v3sasa---
θῇ	qh=|	τίθημι	ti/qhmi	v2sasm---
θῇ	qh=|	τίθημι	ti/qhmi	v3sasa---
θῶ	qw=	θάομαι	qa/omai	v2spme---
θῶ	qw=	θάομαι	qa/omai	v2siie---
θῶ	qw=	θάζω	qa/zw	v1sfia---
θῶ	qw=	θέω	qe/w	v1spsa---
θῶ	qw=	θέω	qe/w	v1spia---
θῶ	qw=	τίθημι	ti/qhmi	v1sasa---
θῶ	qw=	τίθημι	ti/qhmi	v1sasa---
θῶμεν	qw=men	θάζω	qa/zw	v1pfia---
θῶμεν	qw=men	θέω	qe/w	v1ppsa---
θῶμεν	qw=men	τίθημι	ti/qhmi	v1pasa---
θῶμεν	qw=men	τίθημι	ti/qhmi	v1pasa---
καθ’	kaq'	καθά	kaqa/	d--------
καθ’	kaq'	καθό	kaqo/	d--------
καθ’	kaq'	κατά	kata/	r--------
καθαιρῆται	kaqairh=tai	καθαιρέω	kaqaire/w	v3spse---
καθαιρῆται	kaqairh=tai	καθαιρέω	kaqaire/w	v3spie---
καθαιρῆται	kaqairh=tai	καθαιρέω	kaqaire/w	v3spse---
καθαιρῆται	kaqairh=tai	καθαιρέω	kaqaire/w	v3spie---
καθαριότητος	kaqario/thtos	καθαριότης	kaqario/ths	n-s---fg-
καθαροί	kaqaroi/	καθαρός	kaqaro/s	a-p---mn-
καθαροί	kaqaroi/	καθαρός	kaqaro/s	a-p---mv-
καθαροῦ	kaqarou=	καθαρός	kaqaro/s	a-s---mg-
καθαροῦ	kaqarou=	καθαρός	kaqaro/s	a-s---ng-
καθαρτής	kaqarth/s	καθαρτής	kaqarth/s	n-s---mn-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-p---nn-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-p---nv-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-p---na-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-d---fn-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-d---fv-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-d---fa-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-s---fn-
καθαρά	kaqara/	καθαρός	kaqaro/s	a-s---fv-
καθαράν	kaqara/n	καθαρός	kaqaro/s	a-s---fa-
καθαρίου	kaqari/ou	καθάρειος	kaqa/reios	n-s---mg-
καθαρίου	kaqari/ou	καθάρειος	kaqa/reios	n-s---fg-
καθαρίου	kaqari/ou	καθάρειος	kaqa/reios	n-s---ng-
καθαρίου	kaqari/ou	καθαριόω	kaqario/w	v2spma---
καθαρίου	kaqari/ou	καθαριόω	kaqario/w	v3siia---
καθαρόν	kaqaro/n	καθαρός	kaqaro/s	a-s---ma-
καθαρόν	kaqaro/n	καθαρός	kaqaro/s	a-s---nn-
καθαρόν	kaqaro/n	καθαρός	kaqaro/s	a-s---nv-
καθαρόν	kaqaro/n	καθαρός	kaqaro/s	a-s---na-
καθαρός	kaqaro/s	καθαρός	kaqaro/s	a-s---mn-
καθαρότης	kaqaro/ths	καθαρότης	kaqaro/ths	n-s---fn-
καθαρώτατα	kaqarw/tata	καθαρός	kaqaro/s	a-------s
καθαρώτατα	kaqarw/tata	καθαρός	kaqaro/s	a-p---nns
καθαρώτατα	kaqarw/tata	καθαρός	kaqaro/s	a-p---nvs
καθαρώτατα	kaqarw/tata	καθαρός	kaqaro/s	a-p---nas
καθαρώτερον	kaqarw/teron	καθαρός	kaqaro/s	x--------
καθαρώτερον	kaqarw/teron	καθαρός	kaqaro/s	a-s---ma-
καθαρώτερον	kaqarw/teron	καθαρός	kaqaro/s	a-s---nn-
καθαρώτερον	kaqarw/teron	καθαρός	kaqaro/s	a-s---nv-
καθαρώτερον	kaqarw/teron	καθαρός	kaqaro/s	a-s---na-
καθαρῶς	kaqarw=s	καθαρός	kaqaro/s	x--------
καθαρῷ	kaqarw=|	καθαρός	kaqaro/s	a-s---md-
καθαρῷ	kaqarw=|	καθαρός	kaqaro/s	a-s---nd-
καθαίρειν	kaqai/rein	καθαίρω	kaqai/rw	v--pna---
καθαίροντα	kaqai/ronta	καθαίρω	kaqai/rw	v-pppann-
καθαίροντα	kaqai/ronta	καθαίρω	kaqai/rw	v-pppanv-
καθαίροντα	kaqai/ronta	καθαίρω	kaqai/rw	v-pppana-
καθαίροντα	kaqai/ronta	καθαίρω	kaqai/rw	v-sppama-
καθαίροντες	kaqai/rontes	καθαίρω	kaqai/rw	v-pppamn-
καθαίροντες	kaqai/rontes	καθαίρω	kaqai/rw	v-pppamv-
καθαίρων	kaqai/rwn	καθαίρω	kaqai/rw	v-sppamn-
καθεδεῖται	kaqedei=tai	καθέζομαι	kaqe/zomai	v3sfim---
καθεζόμενοι	kaqezo/menoi	κατά-ἕζομαι	kata/-e(/zomai	v-pppemn-
καθεζόμενοι	kaqezo/menoi	κατά-ἕζομαι	kata/-e(/zomai	v-pppemv-
καθεζόμενοι	kaqezo/menoi	κατά-καθέζομαι	kata/-kaqe/zomai	v-pppmmn-
καθεζόμενοι	kaqezo/menoi	κατά-καθέζομαι	kata/-kaqe/zomai	v-pppmmv-
καθεζόμενος	kaqezo/menos	κατά-ἕζομαι	kata/-e(/zomai	v-sppemn-
καθεζόμενος	kaqezo/menos	κατά-καθέζομαι	kata/-kaqe/zomai	v-sppmmn-
καθεικός	kaqeiko/s	καθίημι	kaqi/hmi	v-srpann-
καθεικός	kaqeiko/s	καθίημι	kaqi/hmi	v-srpanv-
καθεικός	kaqeiko/s	καθίημι	kaqi/hmi	v-srpana-
καθελεῖν	kaqelei=n	καθαιρέω	kaqaire/w	v--ana---
καθελεῖν	kaqelei=n	καθαιρέω	kaqaire/w	v--fna---
καθελκόμεθα	kaqelko/meqa	καθέλκω	kaqe/lkw	v1ppie---
καθελκόμεθα	kaqelko/meqa	καθέλκω	kaqe/lkw	v1piie---
καθελκύσαι	kaqelku/sai	καθέλκω	kaqe/lkw	v--ana---
καθελκύσαι	kaqelku/sai	καθέλκω	kaqe/lkw	v3saoa---
καθεστώτων	kaqestw/twn	καθεστῶτα	kaqestw=ta	n-p---ng-
καθεστώτων	kaqestw/twn	καθίστημι	kaqi/sthmi	v-prpamg-
καθεστώτων	kaqestw/twn	καθίστημι	kaqi/sthmi	v-prpang-
καθείμαρται	kaqei/martai	καθείμαρται	kaqei/martai	v3srie---
καθεύδειν	kaqeu/dein	καθεύδω	kaqeu/dw	v--pna---
καθεύδοντα	kaqeu/donta	καθεύδω	kaqeu/dw	v-pppann-
καθεύδοντα	kaqeu/donta	καθεύδω	kaqeu/dw	v-pppanv-
καθεύδοντα	kaqeu/donta	καθεύδω	kaqeu/dw	v-pppana-
καθεύδοντα	kaqeu/donta	καθεύδω	kaqeu/dw	v-sppama-
καθεύδοντας	kaqeu/dontas	καθεύδω	kaqeu/dw	v-pppama-
καθεύδοντες	kaqeu/dontes	καθεύδω	kaqeu/dw	v-pppamn-
καθεύδοντες	kaqeu/dontes	καθεύδω	kaqeu/dw	v-pppamv-
καθεύδω	kaqeu/dw	καθεύδω	kaqeu/dw	v1spsa---
καθεύδω	kaqeu/dw	καθεύδω	kaqeu/dw	v1spia---
καθεύδων	kaqeu/dwn	καθεύδω	kaqeu/dw	v-sppamn-
καθεῖκε	kaqei=ke	καθίημι	kaqi/hmi	v2srma---
καθεῖκε	kaqei=ke	καθίημι	kaqi/hmi	v3sria---
καθεῖναι	kaqei=nai	καθίημι	kaqi/hmi	v--ana---
καθεῖναι	kaqei=nai	καθίημι	kaqi/hmi	v--ana---
καθηγούμενα	kaqhgou/mena	καθηγέομαι	kaqhge/omai	v-pppenn-
