Αἰγίσθου	*ai)gi/sqou	Αἴγισθος	*ai)/gisqos	n-s---mg-
μεθάρμοσον	meqa/rmoson	μεθαρμόζω	meqarmo/zw	v2sama---
μεθέσθαι	meqe/sqai	μεθίημι	meqi/hmi	v--anm---
μεθέσθαι	meqe/sqai	μεθίημι	meqi/hmi	v--anm---
μεθέψομαί	meqe/yomai/	μεθέπω	meqe/pw	v1sfim---
μελέσθω	mele/sqw	μέλω	me/lw	v3spme---
μελέτωρ	mele/twr	μελέτωρ	mele/twr	n-s---mn-
μεμιγμένων	memigme/nwn	μίγνυμι	mi/gnumi	v-prpefg-
μεμιγμένων	memigme/nwn	μίγνυμι	mi/gnumi	v-prpemg-
μεμιγμένων	memigme/nwn	μίγνυμι	mi/gnumi	v-prpeng-
μεμιγμένων	memigme/nwn	μίγνυμι	mi/gnumi	v-prpefg-
μεμιγμένων	memigme/nwn	μίγνυμι	mi/gnumi	v-prpemg-
μεμιγμένων	memigme/nwn	μίγνυμι	mi/gnumi	v-prpeng-
μεμιγμένων	memigme/nwn	μίγνυμι	mi/gnumi	v-prpefg-
μεμιγμένων	memigme/nwn	μίγνυμι	mi/gnumi	v-prpemg-
μεμιγμένων	memigme/nwn	μίγνυμι	mi/gnumi	v-prpeng-
μεμνῆσθαι	memnh=sqai	μιμνήσκω	mimnh/skw	v--rne---
μενεῖς	menei=s	μένω	me/nw	v2sfia---
μεταβάλοιτ’	metaba/loit'	μεταβάλλω	metaba/llw	v3saom---
μεταβάλοιτ’	metaba/loit'	μεταβάλλω	metaba/llw	v2paoa---
μετεῖχον	metei=xon	μετέχω	mete/xw	v3piia---
μετεῖχον	metei=xon	μετέχω	mete/xw	v1siia---
μετρίων	metri/wn	μέτριος	me/trios	a-p---fg-
μετρίων	metri/wn	μέτριος	me/trios	a-p---mg-
μετρίων	metri/wn	μέτριος	me/trios	a-p---ng-
μετρίων	metri/wn	μέτριος	me/trios	n-p---mg-
μετρίων	metri/wn	μέτριος	me/trios	n-p---fg-
μετρίων	metri/wn	μέτριος	me/trios	n-p---ng-
μετρίων	metri/wn	μετρέω	metre/w	v-sppamn-
μετρίων	metri/wn	μετριάω	metria/w	v3piia---
μετρίων	metri/wn	μετριάω	metria/w	v1siia---
μετά	meta/	μετά	meta/	r--------
μετάγνοιαν	meta/gnoian	μετάγνοια	meta/gnoia	n-s---fa-
μετάδρομοι	meta/dromoi	μετάδρομος	meta/dromos	n-p---mn-
μετάδρομοι	meta/dromoi	μετάδρομος	meta/dromos	n-p---mv-
μετάδρομοι	meta/dromoi	μετάδρομος	meta/dromos	n-p---fn-
μετάδρομοι	meta/dromoi	μετάδρομος	meta/dromos	n-p---fv-
μετῆν	meth=n	μέτειμι1	me/teimi1	v1siia---
μετῆν	meth=n	μέτειμι1	me/teimi1	v3piia---
μετῆν	meth=n	μέτειμι1	me/teimi1	v3siia---
μείζω	mei/zw	μέγας	me/gas	a-p---na-
μείζω	mei/zw	μέγας	me/gas	a-p---nn-
μείζω	mei/zw	μέγας	me/gas	a-s---ma-
μείζω	mei/zw	μέγας	me/gas	a-s---fa-
μείζων	mei/zwn	μέγας	me/gas	a-s---mn-
μείζων	mei/zwn	μέγας	me/gas	a-s---fn-
μείνωμεν	mei/nwmen	μένω	me/nw	v1pasa---
μεῖζόν	mei=zo/n	μέγας	me/gas	a-s---mv-
μεῖζόν	mei=zo/n	μέγας	me/gas	a-s---fv-
μεῖζόν	mei=zo/n	μέγας	me/gas	a-s---nn-
μεῖζόν	mei=zo/n	μέγας	me/gas	a-s---nv-
μεῖζόν	mei=zo/n	μέγας	me/gas	a-s---na-
μηδέ	mhde/	μηδέ	mhde/	g--------
μηδέν	mhde/n	μηδείς	mhdei/s	n-s---nn-
μηδέν	mhde/n	μηδείς	mhdei/s	n-s---nv-
μηδέν	mhde/n	μηδείς	mhdei/s	n-s---na-
μηδένα	mhde/na	μηδείς	mhdei/s	n-s---ma-
μηδένα	mhde/na	μηδείς	mhdei/s	n-s---fa-
μηδένα	mhde/na	μηδείς	mhdei/s	n-p---nn-
μηδένα	mhde/na	μηδείς	mhdei/s	n-p---nv-
μηδένα	mhde/na	μηδείς	mhdei/s	n-p---na-
μηκέτι	mhke/ti	μηκέτι	mhke/ti	d--------
μηκύνειν	mhku/nein	μηκύνω	mhku/nw	v--pna---
μηλοσφαγεῖ	mhlosfagei=	μηλοσφαγέω	mhlosfage/w	v2spie---
μηλοσφαγεῖ	mhlosfagei=	μηλοσφαγέω	mhlosfage/w	v3spia---
μηνίσασα	mhni/sasa	μηνίω	mhni/w	v-sapafn-
μηνίσασα	mhni/sasa	μηνίω	mhni/w	v-sapafv-
μηνίσασα	mhni/sasa	μηνίζω	mhni/zw	v-sapafn-
μηνίσασα	mhni/sasa	μηνίζω	mhni/zw	v-sapafv-
μητρί	mhtri/	μήτηρ	mh/thr	n-s---fd-
μητρί	mhtri/	μήτηρ	mh/thr	n-s---fd-
μητρί	mhtri/	μητρίς	mhtri/s	n-s---fv-
μητρός	mhtro/s	μήτηρ	mh/thr	n-s---fg-
μητρός	mhtro/s	μήτηρ	mh/thr	n-s---fg-
μητρῷον	mhtrw=|on	μητρῷος	mhtrw=|os	a-s---ma-
μητρῷον	mhtrw=|on	μητρῷος	mhtrw=|os	a-s---nn-
μητρῷον	mhtrw=|on	μητρῷος	mhtrw=|os	a-s---nv-
μητρῷον	mhtrw=|on	μητρῷος	mhtrw=|os	a-s---na-
μητέρα	mhte/ra	μήτηρ	mh/thr	n-s---fa-
μητέρ’	mhte/r'	μήτηρ	mh/thr	n-s---fa-
μητέρ’	mhte/r'	μήτηρ	mh/thr	n-s---fd-
μητέρ’	mhte/r'	μήτηρ	mh/thr	n-d---fn-
μητέρ’	mhte/r'	μήτηρ	mh/thr	n-d---fv-
μητέρ’	mhte/r'	μήτηρ	mh/thr	n-d---fa-
μηχαναῖς	mhxanai=s	μηχανή	mhxanh/	n-p---fd-
μηχαναῖσι	mhxanai=si	μηχανή	mhxanh/	n-p---fd-
μιαιφόνων	miaifo/nwn	μιαίφονος	miai/fonos	n-p---mg-
μιαιφόνων	miaifo/nwn	μιαίφονος	miai/fonos	n-p---fg-
μιαιφόνων	miaifo/nwn	μιαίφονος	miai/fonos	n-p---ng-
μιαιφόνων	miaifo/nwn	μιαιφόνος	miaifo/nos	n-p---mg-
μιαιφόνων	miaifo/nwn	μιαιφόνος	miaifo/nos	n-p---fg-
μιαιφόνων	miaifo/nwn	μιαιφόνος	miaifo/nos	n-p---ng-
μισεῖς	misei=s	μισέω	mise/w	v2spia---
μισοῦσα	misou=sa	μισέω	mise/w	v-sppafn-
μισοῦσα	misou=sa	μισέω	mise/w	v-sppafv-
μιάστορα	mia/stora	μιάστωρ	mia/stwr	n-s---ma-
μιάστορι	mia/stori	μιάστωρ	mia/stwr	n-s---md-
μιᾷ	mia=|	εἷς	ei(=s	a-s---fd-
μνείαν	mnei/an	μνεία	mnei/a	n-s---fa-
μνημεῖον	mnhmei=on	μνημεῖον	mnhmei=on	n-s---nn-
μνημεῖον	mnhmei=on	μνημεῖον	mnhmei=on	n-s---nv-
μνημεῖον	mnhmei=on	μνημεῖον	mnhmei=on	n-s---na-
μνημεῖ’	mnhmei='	μνημεῖον	mnhmei=on	n-p---nn-
μνημεῖ’	mnhmei='	μνημεῖον	mnhmei=on	n-p---nv-
μνημεῖ’	mnhmei='	μνημεῖον	mnhmei=on	n-p---na-
μνήμην	mnh/mhn	μνήμη	mnh/mh	n-s---fa-
μογερῶν	mogerw=n	μογερός	mogero/s	a-p---fg-
μογερῶν	mogerw=n	μογερός	mogero/s	a-p---mg-
μογερῶν	mogerw=n	μογερός	mogero/s	a-p---ng-
μοι	moi	ἐγώ	e)gw/	p-s---md-
μοι	moi	ἐγώ	e)gw/	p-s---fd-
μολεῖν	molei=n	βλώσκω	blw/skw	v--ana---
μολόντα	molo/nta	βλώσκω	blw/skw	v-papann-
μολόντα	molo/nta	βλώσκω	blw/skw	v-papanv-
μολόντα	molo/nta	βλώσκω	blw/skw	v-papana-
μολόντα	molo/nta	βλώσκω	blw/skw	v-sapama-
μολών	molw/n	βλώσκω	blw/skw	v-sapamn-
μορφάν	morfa/n	μορφή	morfh/	n-s---fa-
μορφῆς	morfh=s	μορφάω	morfa/w	v2spia---
μορφῆς	morfh=s	μορφάω	morfa/w	v2spia---
μορφῆς	morfh=s	μορφάζω	morfa/zw	v2sfia---
μορφῆς	morfh=s	μορφή	morfh/	n-s---fg-
μου	mou	ἐγώ	e)gw/	p-s---mg-
μου	mou	ἐγώ	e)gw/	p-s---fg-
μοχθηρόν	moxqhro/n	μοχθηρός	moxqhro/s	a-s---ma-
μοχθηρόν	moxqhro/n	μοχθηρός	moxqhro/s	a-s---nn-
μοχθηρόν	moxqhro/n	μοχθηρός	moxqhro/s	a-s---nv-
μοχθηρόν	moxqhro/n	μοχθηρός	moxqhro/s	a-s---na-
μοί	moi/	ἐγώ	e)gw/	p-s---md-
μοί	moi/	ἐγώ	e)gw/	p-s---fd-
μοίρᾳ	moi/ra|	μοῖρα	moi=ra	n-s---fd-
μοίρᾳ	moi/ra|	μοῖρα	moi=ra	n-s---fd-
μούνη	mou/nh	μόνος	mo/nos	a-s---fn-
μούνη	mou/nh	μόνος	mo/nos	a-s---fv-
μούνᾳ	mou/na|	μόνος	mo/nos	a-s---fd-
μοῖρα	moi=ra	μοῖρα	moi=ra	n-s---fn-
μοῖρα	moi=ra	μοῖρα	moi=ra	n-s---fv-
μοῦνος	mou=nos	μόνος	mo/nos	a-s---mn-
μυδαλέα	mudale/a	μυδαλέος	mudale/os	n-p---nn-
μυδαλέα	mudale/a	μυδαλέος	mudale/os	n-p---nv-
μυδαλέα	mudale/a	μυδαλέος	mudale/os	n-p---na-
μυδαλέα	mudale/a	μυδαλέος	mudale/os	n-d---fn-
μυδαλέα	mudale/a	μυδαλέος	mudale/os	n-d---fv-
μυδαλέα	mudale/a	μυδαλέος	mudale/os	n-d---fa-
μυδαλέα	mudale/a	μυδαλέος	mudale/os	n-s---fn-
μυδαλέα	mudale/a	μυδαλέος	mudale/os	n-s---fv-
μωράν	mwra/n	μωρός	mwro/s	a-s---fa-
μά	ma/	μά	ma/	g--------
μά	ma/	μής	mh/s	n-d---mn-
μά	ma/	μής	mh/s	n-d---mv-
μά	ma/	μής	mh/s	n-d---ma-
μά	ma/	μής	mh/s	n-s---mv-
μά	ma/	μής	mh/s	n-s---mn-
μάθησις	ma/qhsis	μάθησις	ma/qhsis	n-s---fn-
μάθοιμ’	ma/qoim'	μανθάνω	manqa/nw	v1saoa---
μάθοις	ma/qois	μανθάνω	manqa/nw	v2saoa---
μάθῃς	ma/qh|s	μάθη	ma/qh	n-p---fd-
μάθῃς	ma/qh|s	μανθάνω	manqa/nw	v2sasa---
μάθ’	ma/q'	μάθη	ma/qh	n-p---fn-
μάθ’	ma/q'	μάθη	ma/qh	n-p---fv-
μάθ’	ma/q'	μάθη	ma/qh	n-s---fd-
μάθ’	ma/q'	μάτη	ma/th	n-p---fn-
μάθ’	ma/q'	μάτη	ma/th	n-p---fv-
μάθ’	ma/q'	μάτη	ma/th	n-s---fd-
μάθ’	ma/q'	μανθάνω	manqa/nw	v2sama---
μάθ’	ma/q'	μανθάνω	manqa/nw	v3saia---
μάλα	ma/la	μάλα	ma/la	d--------
μάλα	ma/la	μάλη	ma/lh	n-d---fn-
μάλα	ma/la	μάλη	ma/lh	n-d---fv-
μάλα	ma/la	μάλη	ma/lh	n-d---fa-
μάλα	ma/la	μάλη	ma/lh	n-s---fn-
μάλα	ma/la	μάλη	ma/lh	n-s---fv-
μάλισθ’	ma/lisq'	μάλιστα	ma/lista	d--------
μάλιστα	ma/lista	μάλιστα	ma/lista	d--------
μάλιστά	ma/lista/	μάλιστα	ma/lista	d--------
μάλιστ’	ma/list'	μάλιστα	ma/lista	d--------
μάνθαν’	ma/nqan'	μανθάνω	manqa/nw	v2spma---
μάνθαν’	ma/nqan'	μανθάνω	manqa/nw	v3siia---
μάντις	ma/ntis	μάντις	ma/ntis	n-p---ma-
μάντις	ma/ntis	μάντις	ma/ntis	n-s---mn-
μάτην	ma/thn	μάτη	ma/th	n-s---fa-
μάτην	ma/thn	μάτην	ma/thn	d--------
μάτην	ma/thn	μάτος	ma/tos	n-s---na-
μάτην	ma/thn	ματάω	mata/w	v3piia---
μάτην	ma/thn	ματάω	mata/w	v1siia---
μάτηρ	ma/thr	μήτηρ	mh/thr	n-s---fn-
μάχας	ma/xas	μάχη	ma/xh	n-p---fa-
μάχας	ma/xas	μάχη	ma/xh	n-s---fg-
μάχας	ma/xas	μαχάω	maxa/w	v2siia---
μέ	me/	ἐγώ	e)gw/	p-s---ma-
μέ	me/	ἐγώ	e)gw/	p-s---fa-
μέγα	me/ga	μέγας	me/gas	n-s---nn-
μέγα	me/ga	μέγας	me/gas	n-s---nv-
μέγα	me/ga	μέγας	me/gas	n-s---na-
μέγας	me/gas	μέγας	me/gas	n-s---mn-
μέγιστα	me/gista	μέγας	me/gas	a-p---nn-
μέγιστα	me/gista	μέγας	me/gas	a-p---nv-
μέγιστα	me/gista	μέγας	me/gas	a-p---na-
μέγιστον	me/giston	μέγας	me/gas	a-s---ma-
μέγιστον	me/giston	μέγας	me/gas	a-s---nn-
μέγιστον	me/giston	μέγας	me/gas	a-s---nv-
μέγιστον	me/giston	μέγας	me/gas	a-s---na-
μέγιστος	me/gistos	μέγας	me/gas	a-s---mn-
μέγιστ’	me/gist'	μέγας	me/gas	a-p---nn-
μέγιστ’	me/gist'	μέγας	me/gas	a-p---nv-
μέγιστ’	me/gist'	μέγας	me/gas	a-p---na-
μέγιστ’	me/gist'	μέγας	me/gas	a-s---mv-
μέγιστ’	me/gist'	μέγας	me/gas	a-p---fn-
μέγιστ’	me/gist'	μέγας	me/gas	a-p---fv-
μέγ’	me/g'	μέγας	me/gas	n-s---nn-
μέγ’	me/g'	μέγας	me/gas	n-s---nv-
μέγ’	me/g'	μέγας	me/gas	n-s---na-
μέθες	me/qes	μεθίημι	meqi/hmi	v2sama---
μέλαθρα	me/laqra	μέλαθρον	me/laqron	n-p---nn-
μέλαθρα	me/laqra	μέλαθρον	me/laqron	n-p---nv-
μέλαθρα	me/laqra	μέλαθρον	me/laqron	n-p---na-
μέλαινά	me/laina/	μέλαινα	me/laina	n-s---fn-
μέλαινά	me/laina/	μέλαινα	me/laina	n-s---fv-
μέλαινά	me/laina/	μέλας	me/las	a-s---fn-
μέλαινά	me/laina/	μέλας	me/las	a-s---fv-
μέλειν	me/lein	μέλω	me/lw	v--pna---
μέλλειν	me/llein	μέλλω	me/llw	v--pna---
μέλλοι	me/lloi	μέλλω	me/llw	v3spoa---
μέλλοντα	me/llonta	μέλλω	me/llw	v-pppann-
μέλλοντα	me/llonta	μέλλω	me/llw	v-pppanv-
μέλλοντα	me/llonta	μέλλω	me/llw	v-pppana-
μέλλοντα	me/llonta	μέλλω	me/llw	v-sppama-
μέλλοντος	me/llontos	μέλλω	me/llw	v-sppamg-
μέλλοντος	me/llontos	μέλλω	me/llw	v-sppang-
μέλλουσι	me/llousi	μέλλω	me/llw	v-pppamd-
μέλλουσι	me/llousi	μέλλω	me/llw	v-pppand-
μέλλουσι	me/llousi	μέλλω	me/llw	v3ppia---
μέλλων	me/llwn	μέλλω	me/llw	v-sppamn-
μέλοιτ’	me/loit'	μέλω	me/lw	v3spoe---
μέλοιτ’	me/loit'	μέλω	me/lw	v2ppoa---
μέλον	me/lon	μέλω	me/lw	v-sppamv-
μέλον	me/lon	μέλω	me/lw	v-sppann-
μέλον	me/lon	μέλω	me/lw	v-sppanv-
μέλον	me/lon	μέλω	me/lw	v-sppana-
μέλον	me/lon	μέλω	me/lw	v3piia---
μέλον	me/lon	μέλω	me/lw	v1siia---
μέμηνας	me/mhnas	μαίνομαι	mai/nomai	v2sria---
μέμψῃ	me/myh|	μέμφομαι	me/mfomai	v2sasm---
μέμψῃ	me/myh|	μέμφομαι	me/mfomai	v2sfim---
μέμψῃ	me/myh|	μέμψις	me/myis	n-s---fd-
μέν	me/n	μέν	me/n	g--------
μένειν	me/nein	μένω	me/nw	v--pna---
μένος	me/nos	μένος	me/nos	n-s---nn-
μένος	me/nos	μένος	me/nos	n-s---nv-
μένος	me/nos	μένος	me/nos	n-s---na-
μέντοι	me/ntoi	μέντοι	me/ntoi	g--------
μέρος	me/ros	μέρος	me/ros	n-s---nn-
μέρος	me/ros	μέρος	me/ros	n-s---nv-
μέρος	me/ros	μέρος	me/ros	n-s---na-
μέσας	me/sas	μέση	me/sh	n-p---fa-
μέσας	me/sas	μέση	me/sh	n-s---fg-
μέσας	me/sas	μέσης	me/shs	n-p---ma-
μέσας	me/sas	μέσης	me/shs	n-s---mn-
μέσας	me/sas	μέσος	me/sos	a-p---fa-
μέσας	me/sas	μέσος	me/sos	a-s---fg-
μέσοις	me/sois	μέσος	me/sos	a-p---md-
μέσοις	me/sois	μέσος	me/sos	a-p---nd-
μέσον	me/son	μέσος	me/sos	a-s---ma-
μέσον	me/son	μέσος	me/sos	a-s---nn-
μέσον	me/son	μέσος	me/sos	a-s---nv-
μέσον	me/son	μέσος	me/sos	a-s---na-
μέσῳ	me/sw|	μέσος	me/sos	a-s---md-
μέσῳ	me/sw|	μέσος	me/sos	a-s---nd-
μέτει	me/tei	μέτειμι2	me/teimi2	v2spia---
μέτεισιν	me/teisin	μέτειμι1	me/teimi1	v3ppia---
μέτεισιν	me/teisin	μέτειμι2	me/teimi2	v3spia---
μέτρον	me/tron	μέτρον	me/tron	n-s---nn-
μέτρον	me/tron	μέτρον	me/tron	n-s---nv-
μέτρον	me/tron	μέτρον	me/tron	n-s---na-
μέτωπα	me/twpa	μέτωπον	me/twpon	n-p---nn-
μέτωπα	me/twpa	μέτωπον	me/twpon	n-p---nv-
μέτωπα	me/twpa	μέτωπον	me/twpon	n-p---na-
μή	mh/	μή	mh/	c--------
μήν	mh/n	μείς	mei/s	n-s---mn-
μήν	mh/n	μείς	mei/s	n-s---mv-
μήν	mh/n	μήν	mh/n	g--------
μήν	mh/n	μής	mh/s	n-s---ma-
μήτε	mh/te	μήτε	mh/te	g--------
μήτηρ	mh/thr	μήτηρ	mh/thr	n-s---fn-
μίσημα	mi/shma	μίσημα	mi/shma	n-s---nn-
μίσημα	mi/shma	μίσημα	mi/shma	n-s---nv-
μίσημα	mi/shma	μίσημα	mi/shma	n-s---na-
μόλις	mo/lis	μόλις	mo/lis	d--------
μόλῃ	mo/lh|	βλώσκω	blw/skw	v2sase---
μόλῃ	mo/lh|	βλώσκω	blw/skw	v3sasa---
μόνα	mo/na	μόνος	mo/nos	a-p---nn-
μόνα	mo/na	μόνος	mo/nos	a-p---nv-
μόνα	mo/na	μόνος	mo/nos	a-p---na-
μόνα	mo/na	μόνος	mo/nos	a-d---fn-
μόνα	mo/na	μόνος	mo/nos	a-d---fv-
μόνα	mo/na	μόνος	mo/nos	a-d---fa-
μόνα	mo/na	μόνος	mo/nos	a-s---fn-
μόνα	mo/na	μόνος	mo/nos	a-s---fv-
μόναι	mo/nai	μόνος	mo/nos	a-p---fn-
μόναι	mo/nai	μόνος	mo/nos	a-p---fv-
μόναι	mo/nai	μόνος	mo/nos	a-s---fd-
μόνη	mo/nh	μόνος	mo/nos	a-s---fn-
μόνη	mo/nh	μόνος	mo/nos	a-s---fv-
μόνον	mo/non	μόνος	mo/nos	a-s---ma-
μόνον	mo/non	μόνος	mo/nos	a-s---nn-
μόνον	mo/non	μόνος	mo/nos	a-s---nv-
μόνον	mo/non	μόνος	mo/nos	a-s---na-
μόνος	mo/nos	μόνος	mo/nos	a-s---mn-
μόνῃ	mo/nh|	μόνος	mo/nos	a-s---fd-
μόρος	mo/ros	μόρος	mo/ros	n-s---mn-
μύθων	mu/qwn	μῦθος	mu=qos	n-p---mg-
μᾶλλον	ma=llon	μᾶλλον	ma=llon	d--------
μῖσος	mi=sos	μῖσος	mi=sos	n-s---nn-
μῖσος	mi=sos	μῖσος	mi=sos	n-s---nv-
μῖσος	mi=sos	μῖσος	mi=sos	n-s---na-
μῖσός	mi=so/s	μῖσος	mi=sos	n-s---nn-
μῖσός	mi=so/s	μῖσος	mi=sos	n-s---nv-
μῖσός	mi=so/s	μῖσος	mi=sos	n-s---na-
μῦθος	mu=qos	μῦθος	mu=qos	n-s---mn-
μῶροι	mw=roi	μωρός	mwro/s	a-p---mn-
μῶροι	mw=roi	μωρός	mwro/s	a-p---mv-
μῶροι	mw=roi	μωρός	mwro/s	n-p---mn-
μῶροι	mw=roi	μωρός	mwro/s	n-p---mv-
μῶροι	mw=roi	μωρός	mwro/s	n-p---fn-
μῶροι	mw=roi	μωρός	mwro/s	n-p---fv-
ναυαγίοις	nauagi/ois	ναυάγιον	naua/gion	n-p---nd-
ναυαγίοις	nauagi/ois	ναυαγέω	nauage/w	v2spoa---
ναυαγίων	nauagi/wn	ναυάγιον	naua/gion	n-p---ng-
ναυαγίων	nauagi/wn	ναυαγέω	nauage/w	v-sppamn-
ναί	nai/	ναί	nai/	d--------
ναί	nai/	ναῦς	nau=s	n-s---fd-
ναί	nai/	ναῦς	nau=s	n-s---fd-
ναίεις	nai/eis	ναίω1	nai/w1	v2spia---
ναίεις	nai/eis	ναίω2	nai/w2	v2spia---
ναίουσιν	nai/ousin	ναίω1	nai/w1	v-pppamd-
ναίουσιν	nai/ousin	ναίω1	nai/w1	v-pppand-
ναίουσιν	nai/ousin	ναίω1	nai/w1	v3ppia---
ναίουσιν	nai/ousin	ναίω2	nai/w2	v-pppamd-
ναίουσιν	nai/ousin	ναίω2	nai/w2	v-pppand-
ναίουσιν	nai/ousin	ναίω2	nai/w2	v3ppia---
ναίω	nai/w	ναίω1	nai/w1	v1spsa---
ναίω	nai/w	ναίω1	nai/w1	v1spia---
ναίω	nai/w	ναίω2	nai/w2	v1spsa---
ναίω	nai/w	ναίω2	nai/w2	v1spia---
ναίω	nai/w	νήιος	nh/ios	a-d---mn-
ναίω	nai/w	νήιος	nh/ios	a-d---mv-
ναίω	nai/w	νήιος	nh/ios	a-d---ma-
ναίω	nai/w	νήιος	nh/ios	a-d---nn-
ναίω	nai/w	νήιος	nh/ios	a-d---nv-
ναίω	nai/w	νήιος	nh/ios	a-d---na-
ναίω	nai/w	νήιος	nh/ios	a-s---mg-
ναίω	nai/w	νήιος	nh/ios	a-s---ng-
ναίω	nai/w	νήιος	nh/ios	n-d---mn-
ναίω	nai/w	νήιος	nh/ios	n-d---mv-
ναίω	nai/w	νήιος	nh/ios	n-d---ma-
ναίω	nai/w	νήιος	nh/ios	n-d---fn-
ναίω	nai/w	νήιος	nh/ios	n-d---fv-
ναίω	nai/w	νήιος	nh/ios	n-d---fa-
ναίω	nai/w	νήιος	nh/ios	n-d---nn-
ναίω	nai/w	νήιος	nh/ios	n-d---nv-
ναίω	nai/w	νήιος	nh/ios	n-d---na-
ναίω	nai/w	νήιος	nh/ios	n-s---mg-
ναίω	nai/w	νήιος	nh/ios	n-s---fg-
ναίω	nai/w	νήιος	nh/ios	n-s---ng-
ναός	nao/s	ναός	nao/s	n-s---mn-
ναός	nao/s	ναῦς	nau=s	n-s---fg-
ναός	nao/s	ναῦς	nau=s	n-s---fg-
νεακόνητον	neako/nhton	νεακόνητος	neako/nhtos	n-s---ma-
νεακόνητον	neako/nhton	νεακόνητος	neako/nhtos	n-s---fa-
νεακόνητον	neako/nhton	νεακόνητος	neako/nhtos	n-s---nn-
νεακόνητον	neako/nhton	νεακόνητος	neako/nhtos	n-s---nv-
νεακόνητον	neako/nhton	νεακόνητος	neako/nhtos	n-s---na-
νεανίαν	neani/an	νεανίης	neani/hs	n-s---ma-
νεανίαν	neani/an	νεανίης	neani/hs	n-s---ma-
νεκρόν	nekro/n	νεκρός	nekro/s	a-s---ma-
νεκρόν	nekro/n	νεκρός	nekro/s	a-s---nn-
νεκρόν	nekro/n	νεκρός	nekro/s	a-s---nv-
νεκρόν	nekro/n	νεκρός	nekro/s	a-s---na-
νεκρόν	nekro/n	νεκρός	nekro/s	n-s---ma-
νεορρύτους	neorru/tous	νεόρρυτος	neo/rrutos	n-p---ma-
νεορρύτους	neorru/tous	νεόρρυτος	neo/rrutos	n-p---fa-
νεορρύτους	neorru/tous	νεόρρυτος	neo/rrutos	n-p---ma-
νεορρύτους	neorru/tous	νεόρρυτος	neo/rrutos	n-p---fa-
νεωστί	newsti/	νεωστί	newsti/	d--------
νεώρη	new/rh	νεώρης	new/rhs	n-p---nn-
νεώρη	new/rh	νεώρης	new/rhs	n-p---nv-
νεώρη	new/rh	νεώρης	new/rhs	n-p---na-
νεώρη	new/rh	νεώρης	new/rhs	n-d---mn-
νεώρη	new/rh	νεώρης	new/rhs	n-d---mv-
νεώρη	new/rh	νεώρης	new/rhs	n-d---ma-
νεώρη	new/rh	νεώρης	new/rhs	n-d---fn-
νεώρη	new/rh	νεώρης	new/rhs	n-d---fv-
νεώρη	new/rh	νεώρης	new/rhs	n-d---fa-
νεώρη	new/rh	νεώρης	new/rhs	n-d---nn-
νεώρη	new/rh	νεώρης	new/rhs	n-d---nv-
νεώρη	new/rh	νεώρης	new/rhs	n-d---na-
νεώρη	new/rh	νεώρης	new/rhs	n-s---ma-
νεώρη	new/rh	νεώρης	new/rhs	n-s---fa-
νεώρη	new/rh	νεωρέω	newre/w	v2spma---
νεώρη	new/rh	νεωρέω	newre/w	v3siia---
νικωμένην	nikwme/nhn	νικάω	nika/w	v-sppefa-
νιν	nin	νιν	nin	n-s---ma-
νιν	nin	νιν	nin	n-s---fa-
νιν	nin	νιν	nin	n-s---na-
νοεῖ	noei=	νοέω	noe/w	v2spie---
νοεῖ	noei=	νοέω	noe/w	v3spia---
νοεῖς	noei=s	νοέω	noe/w	v2spia---
νομίζειν	nomi/zein	νομίζω	nomi/zw	v--pna---
νομίζεται	nomi/zetai	νομίζω	nomi/zw	v3spie---
νοσεῖ	nosei=	νοσέω	nose/w	v2spie---
νοσεῖ	nosei=	νοσέω	nose/w	v3spia---
νουθετεῖν	nouqetei=n	νουθετέω	nouqete/w	v--pna---
νουθετεῖς	nouqetei=s	νουθετέω	nouqete/w	v2spia---
νουθετήματα	nouqeth/mata	νουθέτημα	nouqe/thma	n-p---nn-
νουθετήματα	nouqeth/mata	νουθέτημα	nouqe/thma	n-p---nv-
νουθετήματα	nouqeth/mata	νουθέτημα	nouqe/thma	n-p---na-
νοῦ	nou=	νέομαι	ne/omai	v2spme---
νοῦ	nou=	νέομαι	ne/omai	v2siie---
νοῦ	nou=	νέω	ne/w	v2spme---
νοῦ	nou=	νέω	ne/w	v2siie---
νοῦ	nou=	νέω3	ne/w3	v2spme---
νοῦ	nou=	νέω3	ne/w3	v2siie---
νοῦ	nou=	νόος	no/os	n-s---mv-
νοῦ	nou=	νόος	no/os	n-s---mg-
νοῦν	nou=n	νέω	ne/w	v-sppamv-
νοῦν	nou=n	νέω	ne/w	v-sppann-
νοῦν	nou=n	νέω	ne/w	v-sppanv-
νοῦν	nou=n	νέω	ne/w	v-sppana-
νοῦν	nou=n	νέω	ne/w	v3piia---
νοῦν	nou=n	νέω	ne/w	v1siia---
νοῦν	nou=n	νέω1	ne/w1	v-sppamv-
νοῦν	nou=n	νέω1	ne/w1	v-sppann-
νοῦν	nou=n	νέω1	ne/w1	v-sppanv-
νοῦν	nou=n	νέω1	ne/w1	v-sppana-
νοῦν	nou=n	νέω1	ne/w1	v3piia---
νοῦν	nou=n	νέω1	ne/w1	v1siia---
νοῦν	nou=n	νέω2	ne/w2	v-sppamv-
νοῦν	nou=n	νέω2	ne/w2	v-sppann-
νοῦν	nou=n	νέω2	ne/w2	v-sppanv-
νοῦν	nou=n	νέω2	ne/w2	v-sppana-
