Αἰακιδᾶν	*ai)akida=n	Αἰακίδης	*ai)aki/dhs	n-p---mg-
ἄκρας	a)/kras	ἄκρα	a)/kra	n-p---fa-
ἄκρας	a)/kras	ἄκρα	a)/kra	n-s---fg-
ἄκρας	a)/kras	ἄκρος	a)/kros	a-p---fa-
ἄκρας	a)/kras	ἄκρος	a)/kros	a-s---fg-
ἄκροισιν	a)/kroisin	ἄκρον	a)/kron	n-p---nd-
ἄκροισιν	a)/kroisin	ἄκρος	a)/kros	a-p---md-
ἄκροισιν	a)/kroisin	ἄκρος	a)/kros	a-p---nd-
ἄκρων	a)/krwn	ἄκρον	a)/kron	n-p---ng-
ἄκρων	a)/krwn	ἄκρος	a)/kros	a-p---fg-
ἄκρων	a)/krwn	ἄκρος	a)/kros	a-p---mg-
ἄκρων	a)/krwn	ἄκρος	a)/kros	a-p---ng-
ἄκρων	a)/krwn	ἄκρων	a)/krwn	n-s---mn-
ἄκρων	a)/krwn	ἄκρων	a)/krwn	n-s---mv-
ἄλγιστον	a)/lgiston	ἄλγιστος	a)/lgistos	a-s---ma-
ἄλγιστον	a)/lgiston	ἄλγιστος	a)/lgistos	a-s---nn-
ἄλγιστον	a)/lgiston	ἄλγιστος	a)/lgistos	a-s---nv-
ἄλγιστον	a)/lgiston	ἄλγιστος	a)/lgistos	a-s---na-
ἄλγιστον	a)/lgiston	ἀλγίων	a)lgi/wn	a-s---ma-
ἄλγιστον	a)/lgiston	ἀλγίων	a)lgi/wn	a-s---nn-
ἄλγιστον	a)/lgiston	ἀλγίων	a)lgi/wn	a-s---nv-
ἄλγιστον	a)/lgiston	ἀλγίων	a)lgi/wn	a-s---na-
ἄλγος	a)/lgos	ἄλγος	a)/lgos	n-s---nn-
ἄλγος	a)/lgos	ἄλγος	a)/lgos	n-s---nv-
ἄλγος	a)/lgos	ἄλγος	a)/lgos	n-s---na-
ἄλημα	a)/lhma	ἄλημα	a)/lhma	n-s---nn-
ἄλημα	a)/lhma	ἄλημα	a)/lhma	n-s---nv-
ἄλημα	a)/lhma	ἄλημα	a)/lhma	n-s---na-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-p---nn-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-p---nv-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-p---na-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-d---fn-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-d---fv-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-d---fa-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-s---fn-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-s---fv-
ἄλλη	a)/llh	ἄλλος	a)/llos	n-s---fn-
ἄλλη	a)/llh	ἄλλος	a)/llos	n-s---fv-
ἄλλην	a)/llhn	ἄλλος	a)/llos	n-s---fa-
ἄλλο	a)/llo	ἄλλος	a)/llos	n-s---nn-
ἄλλο	a)/llo	ἄλλος	a)/llos	n-s---nv-
ἄλλο	a)/llo	ἄλλος	a)/llos	n-s---na-
ἄλλοισιν	a)/lloisin	ἄλλος	a)/llos	n-p---nd-
ἄλλοισιν	a)/lloisin	ἄλλος	a)/llos	n-p---md-
ἄλλον	a)/llon	ἄλλος	a)/llos	n-s---ma-
ἄλλος	a)/llos	ἄλλος	a)/llos	n-s---mn-
ἄλλοτ’	a)/llot'	ἄλλοτε	a)/llote	d--------
ἄλλου	a)/llou	ἄλλος	a)/llos	n-s---ng-
ἄλλου	a)/llou	ἄλλος	a)/llos	n-s---mg-
ἄλλου	a)/llou	ἄλλου	a)/llou	d--------
ἄλλων	a)/llwn	ἄλλος	a)/llos	n-p---ng-
ἄλλων	a)/llwn	ἄλλος	a)/llos	n-p---fg-
ἄλλων	a)/llwn	ἄλλος	a)/llos	n-p---mg-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-p---nn-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-p---nv-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-p---na-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-s---nn-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-s---nv-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-s---na-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-s---mv-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-p---fn-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-p---fv-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-s---fd-
ἄμοιρον	a)/moiron	ἄμοιρος	a)/moiros	n-s---ma-
ἄμοιρον	a)/moiron	ἄμοιρος	a)/moiros	n-s---fa-
ἄμοιρον	a)/moiron	ἄμοιρος	a)/moiros	n-s---nn-
ἄμοιρον	a)/moiron	ἄμοιρος	a)/moiros	n-s---nv-
ἄμοιρον	a)/moiron	ἄμοιρος	a)/moiros	n-s---na-
ἄμυγμα	a)/mugma	ἄμυγμα	a)/mugma	n-s---nn-
ἄμυγμα	a)/mugma	ἄμυγμα	a)/mugma	n-s---nv-
ἄμυγμα	a)/mugma	ἄμυγμα	a)/mugma	n-s---na-
ἄμφηκες	a)/mfhkes	ἀμφήκης	a)mfh/khs	n-s---mv-
ἄμφηκες	a)/mfhkes	ἀμφήκης	a)mfh/khs	n-s---fv-
ἄμφηκες	a)/mfhkes	ἀμφήκης	a)mfh/khs	n-s---nn-
ἄμφηκες	a)/mfhkes	ἀμφήκης	a)mfh/khs	n-s---nv-
ἄμφηκες	a)/mfhkes	ἀμφήκης	a)mfh/khs	n-s---na-
ἄν	a)/n	ἄν1	a)/n1	g--------
ἄν	a)/n	ἄν2	a)/n2	c--------
ἄν	a)/n	ἀνά	a)na/	r--------
ἄν	a)/n	ἐάν	e)a/n	c--------
ἄνα	a)/na	ἄνα	a)/na	n-d---fn-
ἄνα	a)/na	ἄνα	a)/na	n-d---fv-
ἄνα	a)/na	ἄνα	a)/na	n-d---fa-
ἄνα	a)/na	ἄνα	a)/na	n-s---fn-
ἄνα	a)/na	ἄνα	a)/na	n-s---fv-
ἄνα	a)/na	ἄναξ	a)/nac	n-s---mv-
ἄνα	a)/na	ἄνη	a)/nh	n-d---fn-
ἄνα	a)/na	ἄνη	a)/nh	n-d---fv-
ἄνα	a)/na	ἄνη	a)/nh	n-d---fa-
ἄνα	a)/na	ἄνη	a)/nh	n-s---fn-
ἄνα	a)/na	ἄνη	a)/nh	n-s---fv-
ἄνα	a)/na	ἄνοος	a)/noos	n-p---nn-
ἄνα	a)/na	ἄνοος	a)/noos	n-p---nv-
ἄνα	a)/na	ἄνοος	a)/noos	n-p---na-
ἄναξ	a)/nac	ἄναξ	a)/nac	n-s---mn-
ἄναξ	a)/nac	ἄναξ	a)/nac	n-s---mv-
ἄνασσα	a)/nassa	ἄνασσα	a)/nassa	n-s---fn-
ἄνασσα	a)/nassa	ἄνασσα	a)/nassa	n-s---fv-
ἄνασσα	a)/nassa	ἀνάζω	a)na/zw	v1saia---
ἄνασσα	a)/nassa	ἀνάζω	a)na/zw	v1saia---
ἄναυδ’	a)/naud'	ἄναυδος	a)/naudos	n-p---nn-
ἄναυδ’	a)/naud'	ἄναυδος	a)/naudos	n-p---nv-
ἄναυδ’	a)/naud'	ἄναυδος	a)/naudos	n-p---na-
ἄναυδ’	a)/naud'	ἄναυδος	a)/naudos	n-s---mv-
ἄναυδ’	a)/naud'	ἄναυδος	a)/naudos	n-s---fv-
ἄνδρα	a)/ndra	ἀνήρ	a)nh/r	n-s---ma-
ἄνδρας	a)/ndras	ἀνήρ	a)nh/r	n-p---ma-
ἄνδρες	a)/ndres	ἀνήρ	a)nh/r	n-p---mn-
ἄνδρες	a)/ndres	ἀνήρ	a)nh/r	n-p---mv-
ἄνδρ’	a)/ndr'	ἀνήρ	a)nh/r	n-s---ma-
ἄνδρ’	a)/ndr'	ἀνήρ	a)nh/r	n-d---mn-
ἄνδρ’	a)/ndr'	ἀνήρ	a)nh/r	n-d---mv-
ἄνδρ’	a)/ndr'	ἀνήρ	a)nh/r	n-d---ma-
ἄνευ	a)/neu	ἄνευ	a)/neu	r--------
ἄνευ	a)/neu	ἄνω1	a)/nw1	v2siie---
ἄνευ	a)/neu	ἄνω1	a)/nw1	v2spme---
ἄνευ	a)/neu	ἄνω1	a)/nw1	v2siie---
ἄνθρωπε	a)/nqrwpe	ἄνθρωπος	a)/nqrwpos	n-s---mv-
ἄνθρωπον	a)/nqrwpon	ἄνθρωπος	a)/nqrwpos	n-s---ma-
ἄνολβον	a)/nolbon	ἄνολβος	a)/nolbos	n-s---ma-
ἄνολβον	a)/nolbon	ἄνολβος	a)/nolbos	n-s---fa-
ἄνολβον	a)/nolbon	ἄνολβος	a)/nolbos	n-s---nn-
ἄνολβον	a)/nolbon	ἄνολβος	a)/nolbos	n-s---nv-
ἄνολβον	a)/nolbon	ἄνολβος	a)/nolbos	n-s---na-
ἄνους	a)/nous	ἄνοος	a)/noos	n-p---mn-
ἄνους	a)/nous	ἄνοος	a)/noos	n-p---fn-
ἄνους	a)/nous	ἄνοος	a)/noos	n-s---mn-
ἄνους	a)/nous	ἄνοος	a)/noos	n-s---mv-
ἄνους	a)/nous	ἄνοος	a)/noos	n-s---fn-
ἄνους	a)/nous	ἄνοος	a)/noos	n-s---fv-
ἄντρα	a)/ntra	ἄντρον	a)/ntron	n-p---nn-
ἄντρα	a)/ntra	ἄντρον	a)/ntron	n-p---nv-
ἄντρα	a)/ntra	ἄντρον	a)/ntron	n-p---na-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---mn-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---mv-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---ma-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---fn-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---fv-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---fa-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---nn-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---nv-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---na-
ἄνω	a)/nw	ἄνω1	a)/nw1	v1spsa---
ἄνω	a)/nw	ἄνω1	a)/nw1	v1spia---
ἄνω	a)/nw	ἄνω2	a)/nw2	d--------
ἄνωγας	a)/nwgas	ἄνωγα	a)/nwga	v2sria---
ἄξεις	a)/ceis	ἄγνυμι	a)/gnumi	v2sasa---
ἄξεις	a)/ceis	ἄγνυμι	a)/gnumi	v2sfia---
ἄξεις	a)/ceis	ἄγω	a)/gw	v2sasa---
ἄξεις	a)/ceis	ἄγω	a)/gw	v2sfia---
ἄξιος	a)/cios	ἄξιος	a)/cios	a-s---mn-
ἄξομεν	a)/comen	ἄγνυμι	a)/gnumi	v1pasa---
ἄξομεν	a)/comen	ἄγνυμι	a)/gnumi	v1pfia---
ἄξομεν	a)/comen	ἄγω	a)/gw	v1pasa---
ἄξομεν	a)/comen	ἄγω	a)/gw	v1paia---
ἄξομεν	a)/comen	ἄγω	a)/gw	v1pfia---
ἄξομεν	a)/comen	ἄγω	a)/gw	v1paia---
ἄοκνον	a)/oknon	ἄοκνος	a)/oknos	n-s---ma-
ἄοκνον	a)/oknon	ἄοκνος	a)/oknos	n-s---fa-
ἄοκνον	a)/oknon	ἄοκνος	a)/oknos	n-s---nn-
ἄοκνον	a)/oknon	ἄοκνος	a)/oknos	n-s---nv-
ἄοκνον	a)/oknon	ἄοκνος	a)/oknos	n-s---na-
ἄπαυστον	a)/pauston	ἄπαυστος	a)/paustos	n-s---ma-
ἄπαυστον	a)/pauston	ἄπαυστος	a)/paustos	n-s---fa-
ἄπαυστον	a)/pauston	ἄπαυστος	a)/paustos	n-s---nn-
ἄπαυστον	a)/pauston	ἄπαυστος	a)/paustos	n-s---nv-
ἄπαυστον	a)/pauston	ἄπαυστος	a)/paustos	n-s---na-
ἄπειμι	a)/peimi	ἄπειμι1	a)/peimi1	v1spia---
ἄπειμι	a)/peimi	ἄπειμι2	a)/peimi2	v1spia---
ἄπιστός	a)/pisto/s	ἄπιστος	a)/pistos	n-s---mn-
ἄπιστός	a)/pisto/s	ἄπιστος	a)/pistos	n-s---fn-
ἄπλατος	a)/platos	ἄπλατος	a)/platos	n-s---mn-
ἄπλατος	a)/platos	ἄπλατος	a)/platos	n-s---fn-
ἄποπτος	a)/poptos	ἄποπτος	a)/poptos	n-s---mn-
ἄποπτος	a)/poptos	ἄποπτος	a)/poptos	n-s---fn-
ἄποτος	a)/potos	ἄποτος	a)/potos	n-s---mn-
ἄποτος	a)/potos	ἄποτος	a)/potos	n-s---fn-
ἄρα	a)/ra	ἄρα	a)/ra	g--------
ἄρα	a)/ra	ἄρον	a)/ron	n-p---nn-
ἄρα	a)/ra	ἄρον	a)/ron	n-p---nv-
ἄρα	a)/ra	ἄρον	a)/ron	n-p---na-
ἄρα	a)/ra	ἄρος	a)/ros	n-p---nn-
ἄρα	a)/ra	ἄρος	a)/ros	n-p---nv-
ἄρα	a)/ra	ἄρος	a)/ros	n-p---na-
ἄρδην	a)/rdhn	ἄρδην	a)/rdhn	d--------
ἄρδην	a)/rdhn	ἄρδω	a)/rdw	v--pna---
ἄριστε	a)/riste	ἄριστος	a)/ristos	a-s---mv-
ἄριστον	a)/riston	ἄριστον	a)/riston	n-s---nn-
ἄριστον	a)/riston	ἄριστον	a)/riston	n-s---nv-
ἄριστον	a)/riston	ἄριστον	a)/riston	n-s---na-
ἄριστον	a)/riston	ἄριστον	a)/riston	n-s---nn-
ἄριστον	a)/riston	ἄριστον	a)/riston	n-s---nv-
ἄριστον	a)/riston	ἄριστον	a)/riston	n-s---na-
ἄριστον	a)/riston	ἄριστος	a)/ristos	a-s---ma-
ἄριστον	a)/riston	ἄριστος	a)/ristos	a-s---nn-
ἄριστον	a)/riston	ἄριστος	a)/ristos	a-s---nv-
ἄριστον	a)/riston	ἄριστος	a)/ristos	a-s---na-
ἄριστος	a)/ristos	ἄριστος	a)/ristos	a-s---mn-
ἄρκεσον	a)/rkeson	ἀρκέω	a)rke/w	v2sama---
ἄρξομεν	a)/rcomen	ἄρχω	a)/rxw	v1pasa---
ἄρξομεν	a)/rcomen	ἄρχω	a)/rxw	v1pfia---
ἄρρηκτον	a)/rrhkton	ἄρρηκτος	a)/rrhktos	n-s---ma-
ἄρρηκτον	a)/rrhkton	ἄρρηκτος	a)/rrhktos	n-s---fa-
ἄρρηκτον	a)/rrhkton	ἄρρηκτος	a)/rrhktos	n-s---nn-
ἄρρηκτον	a)/rrhkton	ἄρρηκτος	a)/rrhktos	n-s---nv-
ἄρρηκτον	a)/rrhkton	ἄρρηκτος	a)/rrhktos	n-s---na-
ἄρρητον	a)/rrhton	ἄρρητος	a)/rrhtos	a-s---ma-
ἄρρητον	a)/rrhton	ἄρρητος	a)/rrhtos	a-s---nn-
ἄρρητον	a)/rrhton	ἄρρητος	a)/rrhtos	a-s---nv-
ἄρρητον	a)/rrhton	ἄρρητος	a)/rrhtos	a-s---na-
ἄρρητον	a)/rrhton	ἄρρητος	a)/rrhtos	n-s---ma-
ἄρρητον	a)/rrhton	ἄρρητος	a)/rrhtos	n-s---fa-
ἄρρητον	a)/rrhton	ἄρρητος	a)/rrhtos	n-s---nn-
ἄρρητον	a)/rrhton	ἄρρητος	a)/rrhtos	n-s---nv-
ἄρρητον	a)/rrhton	ἄρρητος	a)/rrhtos	n-s---na-
ἄρρητόν	a)/rrhto/n	ἄρρητος	a)/rrhtos	a-s---ma-
ἄρρητόν	a)/rrhto/n	ἄρρητος	a)/rrhtos	a-s---nn-
ἄρρητόν	a)/rrhto/n	ἄρρητος	a)/rrhtos	a-s---nv-
ἄρρητόν	a)/rrhto/n	ἄρρητος	a)/rrhtos	a-s---na-
ἄρρητόν	a)/rrhto/n	ἄρρητος	a)/rrhtos	n-s---ma-
ἄρρητόν	a)/rrhto/n	ἄρρητος	a)/rrhtos	n-s---fa-
ἄρρητόν	a)/rrhto/n	ἄρρητος	a)/rrhtos	n-s---nn-
ἄρρητόν	a)/rrhto/n	ἄρρητος	a)/rrhtos	n-s---nv-
ἄρρητόν	a)/rrhto/n	ἄρρητος	a)/rrhtos	n-s---na-
ἄρτι	a)/rti	ἄρτι	a)/rti	d--------
ἄρχε	a)/rxe	ἄρχω	a)/rxw	v2spma---
ἄρχε	a)/rxe	ἄρχω	a)/rxw	v3siia---
ἄρχεις	a)/rxeis	ἄρχω	a)/rxw	v2spia---
ἄρχοιτ’	a)/rxoit'	ἄρχω	a)/rxw	v3spoe---
ἄρχοιτ’	a)/rxoit'	ἄρχω	a)/rxw	v2ppoa---
ἄρχοντές	a)/rxonte/s	ἄρχω	a)/rxw	v-pppamn-
ἄρχοντές	a)/rxonte/s	ἄρχω	a)/rxw	v-pppamv-
ἄρχοντές	a)/rxonte/s	ἄρχων	a)/rxwn	n-p---mn-
ἄρχοντές	a)/rxonte/s	ἄρχων	a)/rxwn	n-p---mv-
ἄρχων	a)/rxwn	ἄρχω	a)/rxw	v-sppamn-
ἄρχων	a)/rxwn	ἄρχων	a)/rxwn	n-s---mn-
ἄρῃ	a)/rh|	Ἄρης	*)/arhs	n-s---md-
ἄρῃ	a)/rh|	Ἄρης	*)/arhs	n-s---md-
ἄρῃ	a)/rh|	αἴρω	ai)/rw	v2sasm---
ἄρῃ	a)/rh|	αἴρω	ai)/rw	v2sasm---
ἄρῃ	a)/rh|	αἴρω	ai)/rw	v3sasa---
ἄσιτος	a)/sitos	ἄσιτος	a)/sitos	n-s---mn-
ἄσιτος	a)/sitos	ἄσιτος	a)/sitos	n-s---fn-
ἄσκοπον	a)/skopon	ἄσκοποσ1	a)/skopos1	n-s---ma-
ἄσκοπον	a)/skopon	ἄσκοποσ1	a)/skopos1	n-s---fa-
ἄσκοπον	a)/skopon	ἄσκοποσ1	a)/skopos1	n-s---nn-
ἄσκοπον	a)/skopon	ἄσκοποσ1	a)/skopos1	n-s---nv-
ἄσκοπον	a)/skopon	ἄσκοποσ1	a)/skopos1	n-s---na-
ἄσκοπον	a)/skopon	ἄσκοποσ2	a)/skopos2	n-s---ma-
ἄσκοπον	a)/skopon	ἄσκοποσ2	a)/skopos2	n-s---fa-
ἄσκοπον	a)/skopon	ἄσκοποσ2	a)/skopos2	n-s---nn-
ἄσκοπον	a)/skopon	ἄσκοποσ2	a)/skopos2	n-s---nv-
ἄσκοπον	a)/skopon	ἄσκοποσ2	a)/skopos2	n-s---na-
ἄσπλαγχνος	a)/splagxnos	ἄσπλαγχνος	a)/splagxnos	n-s---mn-
ἄσπλαγχνος	a)/splagxnos	ἄσπλαγχνος	a)/splagxnos	n-s---fn-
ἄταν	a)/tan	ἄτη	a)/th	n-s---fa-
ἄτας	a)/tas	ἄτη	a)/th	n-p---fa-
ἄτας	a)/tas	ἄτη	a)/th	n-s---fg-
ἄτερ	a)/ter	ἄτερ	a)/ter	r--------
ἄτερθε	a)/terqe	ἄτερ	a)/ter	r--------
ἄτης	a)/ths	ἄτη	a)/th	n-s---fg-
ἄτιμος	a)/timos	ἄτιμος	a)/timos	n-s---mn-
ἄτιμος	a)/timos	ἄτιμος	a)/timos	n-s---fn-
ἄτλατον	a)/tlaton	ἄτλητος	a)/tlhtos	n-s---ma-
ἄτλατον	a)/tlaton	ἄτλητος	a)/tlhtos	n-s---fa-
ἄτλατον	a)/tlaton	ἄτλητος	a)/tlhtos	n-s---nn-
ἄτλατον	a)/tlaton	ἄτλητος	a)/tlhtos	n-s---nv-
ἄτλατον	a)/tlaton	ἄτλητος	a)/tlhtos	n-s---na-
ἄτρεστον	a)/treston	ἄτρεστος	a)/trestos	n-s---ma-
ἄτρεστον	a)/treston	ἄτρεστος	a)/trestos	n-s---fa-
ἄτρεστον	a)/treston	ἄτρεστος	a)/trestos	n-s---nn-
ἄτρεστον	a)/treston	ἄτρεστος	a)/trestos	n-s---nv-
ἄτρεστον	a)/treston	ἄτρεστος	a)/trestos	n-s---na-
ἄτῃ	a)/th|	ἄτη	a)/th	n-s---fd-
ἄφαρκτος	a)/farktos	ἄφαρκτος	a)/farktos	n-s---mn-
ἄφαρκτος	a)/farktos	ἄφαρκτος	a)/farktos	n-s---fn-
ἄφαρκτος	a)/farktos	ἄφρακτος	a)/fraktos	n-s---mn-
ἄφαρκτος	a)/farktos	ἄφρακτος	a)/fraktos	n-s---fn-
ἄφερπέ	a)/ferpe/	ἀφέρπω	a)fe/rpw	v2spma---
ἄφερπέ	a)/ferpe/	ἀφέρπω	a)fe/rpw	v3siia---
ἄφθογγος	a)/fqoggos	ἄφθογγος	a)/fqoggos	n-s---mn-
ἄφθογγος	a)/fqoggos	ἄφθογγος	a)/fqoggos	n-s---fn-
ἄφιλα	a)/fila	ἄφιλος	a)/filos	n-p---nn-
ἄφιλα	a)/fila	ἄφιλος	a)/filos	n-p---nv-
ἄφιλα	a)/fila	ἄφιλος	a)/filos	n-p---na-
ἄφωνοι	a)/fwnoi	ἄφωνος	a)/fwnos	n-p---mn-
ἄφωνοι	a)/fwnoi	ἄφωνος	a)/fwnos	n-p---mv-
ἄφωνοι	a)/fwnoi	ἄφωνος	a)/fwnos	n-p---fn-
ἄφωνοι	a)/fwnoi	ἄφωνος	a)/fwnos	n-p---fv-
ἄχει	a)/xei	ἄχος	a)/xos	n-d---nn-
ἄχει	a)/xei	ἄχος	a)/xos	n-d---nv-
ἄχει	a)/xei	ἄχος	a)/xos	n-d---na-
ἄχει	a)/xei	ἄχος	a)/xos	n-s---nd-
ἄχει	a)/xei	ἄχος	a)/xos	n-s---nd-
ἄχει	a)/xei	ἀχέω2	a)xe/w2	v2spma---
ἄχει	a)/xei	ἀχεύω	a)xeu/w	v2spip---
ἄχει	a)/xei	ἠχέω	h)xe/w	v3siia---
ἄχει	a)/xei	ἠχέω	h)xe/w	v2spma---
ἄχει	a)/xei	ἠχέω	h)xe/w	v3siia---
ἄχεσιν	a)/xesin	ἄχος	a)/xos	n-p---nd-
ἄχθος	a)/xqos	ἄχθος	a)/xqos	n-s---nn-
ἄχθος	a)/xqos	ἄχθος	a)/xqos	n-s---nv-
ἄχθος	a)/xqos	ἄχθος	a)/xqos	n-s---na-
ἄχος	a)/xos	ἄχος	a)/xos	n-s---nn-
ἄχος	a)/xos	ἄχος	a)/xos	n-s---nv-
ἄχος	a)/xos	ἄχος	a)/xos	n-s---na-
ἄψορρον	a)/yorron	ἄψορρος	a)/yorros	n-s---ma-
ἄψορρον	a)/yorron	ἄψορρος	a)/yorros	n-s---fa-
ἄψορρον	a)/yorron	ἄψορρος	a)/yorros	n-s---nn-
ἄψορρον	a)/yorron	ἄψορρος	a)/yorros	n-s---nv-
ἄψορρον	a)/yorron	ἄψορρος	a)/yorros	n-s---na-
ἄϊδρις	a)/i+dris	ἄιδρις	a)/idris	n-s---mn-
ἄϊδρις	a)/i+dris	ἄιδρις	a)/idris	n-s---fn-
ἅ	a(/	ὁ	o(	l-s---fn-
ἅ	a(/	ὅς	o(/s	p-p---na-
ἅ	a(/	ὅς	o(/s	p-p---nn-
ἅ	a(/	ὅς	o(/s	p-d---fa-
ἅ	a(/	ὅς	o(/s	p-d---fn-
ἅ	a(/	ὅς	o(/s	p-s---fn-
ἅλιον	a(/lion	ἅλιοσ1	a(/lios1	a-s---ma-
ἅλιον	a(/lion	ἅλιοσ1	a(/lios1	a-s---nn-
ἅλιον	a(/lion	ἅλιοσ1	a(/lios1	a-s---nv-
ἅλιον	a(/lion	ἅλιοσ1	a(/lios1	a-s---na-
ἅλιον	a(/lion	ἅλιοσ1	a(/lios1	n-s---ma-
ἅλιον	a(/lion	ἅλιοσ1	a(/lios1	n-s---fa-
ἅλιον	a(/lion	ἅλιοσ1	a(/lios1	n-s---nn-
ἅλιον	a(/lion	ἅλιοσ1	a(/lios1	n-s---nv-
ἅλιον	a(/lion	ἅλιοσ1	a(/lios1	n-s---na-
ἅλιον	a(/lion	ἅλιοσ2	a(/lios2	a-s---ma-
ἅλιον	a(/lion	ἅλιοσ2	a(/lios2	a-s---nn-
ἅλιον	a(/lion	ἅλιοσ2	a(/lios2	a-s---nv-
ἅλιον	a(/lion	ἅλιοσ2	a(/lios2	a-s---na-
ἅλιον	a(/lion	ἥλιος	h(/lios	n-s---ma-
ἅλις	a(/lis	ἅλις	a(/lis	d--------
ἅλμα	a(/lma	ἅλμα	a(/lma	n-s---nn-
ἅλμα	a(/lma	ἅλμα	a(/lma	n-s---nv-
ἅλμα	a(/lma	ἅλμα	a(/lma	n-s---na-
ἅλμα	a(/lma	ἅλμη	a(/lmh	n-d---fn-
ἅλμα	a(/lma	ἅλμη	a(/lmh	n-d---fv-
ἅλμα	a(/lma	ἅλμη	a(/lmh	n-d---fa-
ἅλμα	a(/lma	ἅλμη	a(/lmh	n-s---fn-
ἅλμα	a(/lma	ἅλμη	a(/lmh	n-s---fv-
ἅλμα	a(/lma	ἁλμάω	a(lma/w	v3siia---
ἅλμα	a(/lma	ἁλμάω	a(lma/w	v2spma---
ἅλμα	a(/lma	ἁλμάω	a(lma/w	v3siia---
ἅμα	a(/ma	ἅμα	a(/ma	d--------
ἅν	a(/n	ὅς	o(/s	p-s---fa-
ἅπαν	a(/pan	ἅπας	a(/pas	a-s---nn-
ἅπαν	a(/pan	ἅπας	a(/pas	a-s---nv-
ἅπαν	a(/pan	ἅπας	a(/pas	a-s---na-
ἅπανθ’	a(/panq'	ἅπας	a(/pas	a-p---nn-
ἅπανθ’	a(/panq'	ἅπας	a(/pas	a-p---nv-
ἅπανθ’	a(/panq'	ἅπας	a(/pas	a-p---na-
ἅπανθ’	a(/panq'	ἅπας	a(/pas	a-s---ma-
ἅπανθ’	a(/panq'	ἅπας	a(/pas	a-s---md-
ἅπανθ’	a(/panq'	ἅπας	a(/pas	a-s---nd-
ἅπανθ’	a(/panq'	ἅπας	a(/pas	a-d---mn-
ἅπανθ’	a(/panq'	ἅπας	a(/pas	a-d---mv-
ἅπανθ’	a(/panq'	ἅπας	a(/pas	a-d---ma-
ἅπανθ’	a(/panq'	ἅπας	a(/pas	a-d---nn-
ἅπανθ’	a(/panq'	ἅπας	a(/pas	a-d---nv-
ἅπανθ’	a(/panq'	ἅπας	a(/pas	a-d---na-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---nn-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---nv-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---na-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-s---ma-
ἅπαντος	a(/pantos	ἅπας	a(/pas	a-s---mg-
ἅπαντος	a(/pantos	ἅπας	a(/pas	a-s---ng-
ἅπερ	a(/per	ὁ	o(	l-s---fn-
ἅπερ	a(/per	ὅς	o(/s	p-p---na-
ἅπερ	a(/per	ὅς	o(/s	p-p---nn-
ἅπερ	a(/per	ὅς	o(/s	p-d---fa-
ἅπερ	a(/per	ὅς	o(/s	p-d---fn-
ἅπερ	a(/per	ὅς	o(/s	p-s---fn-
ἅς	a(/s	ὅς	o(/s	p-p---fa-
ἅτερος	a(/teros	ἅτερος	a(/teros	a-s---mn-
ἆρα	a)=ra	ἆρα	a)=ra	x--------
ἆρα	a)=ra	αἴρω	ai)/rw	v1saia---
ἆρα	a)=ra	αἴρω	ai)/rw	v1saia---
Ἀγαμέμνον’	*)agame/mnon'	Ἀγαμέμνων	*)agame/mnwn	n-s---ma-
Ἀγαμέμνον’	*)agame/mnon'	Ἀγαμέμνων	*)agame/mnwn	n-s---md-
Ἀγαμέμνον’	*)agame/mnon'	Ἀγαμέμνων	*)agame/mnwn	n-d---mn-
Ἀγαμέμνον’	*)agame/mnon'	Ἀγαμέμνων	*)agame/mnwn	n-d---mv-
