Αἴας	*ai)/as	Αἴας	*ai)/as	n-s---mn-
ἁμαρτία	a(marti/a	ἁμαρτία	a(marti/a	n-s---fn-
ἁμαρτία	a(marti/a	ἁμαρτία	a(marti/a	n-s---fv-
ἁμαρτίαν	a(marti/an	ἁμαρτία	a(marti/a	n-s---fa-
ἁμαρτών	a(martw/n	ἁμαρτάνω	a(marta/nw	v-sapamn-
ἁνήρ	a(nh/r	ἀνήρ	a)nh/r	n-s---mn-
ἁνίκ’	a(ni/k'	ἡνίκα	h(ni/ka	d--------
ἁξήκουσεν	a(ch/kousen	ἐξακούω	e)cakou/w	v3saia---
ἄγαν	a)/gan	ἄγαν	a)/gan	d--------
ἄγαν	a)/gan	ἄγη	a)/gh	n-s---fa-
ἄγαν	a)/gan	ἀγάω	a)ga/w	v3piia---
ἄγαν	a)/gan	ἀγάω	a)ga/w	v1siia---
ἄγαν	a)/gan	ἀγάω	a)ga/w	v3piia---
ἄγαν	a)/gan	ἀγάω	a)ga/w	v1siia---
ἄγγελον	a)/ggelon	ἄγγελος	a)/ggelos	n-s---ma-
ἄγγελον	a)/ggelon	ἄγγελος	a)/ggelos	n-s---fa-
ἄγγελος	a)/ggelos	ἄγγελος	a)/ggelos	n-s---mn-
ἄγγελος	a)/ggelos	ἄγγελος	a)/ggelos	n-s---fn-
ἄγει	a)/gei	ἄγος	a)/gos	n-d---nn-
ἄγει	a)/gei	ἄγος	a)/gos	n-d---nv-
ἄγει	a)/gei	ἄγος	a)/gos	n-d---na-
ἄγει	a)/gei	ἄγος	a)/gos	n-s---nd-
ἄγει	a)/gei	ἄγος	a)/gos	n-s---nd-
ἄγει	a)/gei	ἄγω	a)/gw	v2spie---
ἄγει	a)/gei	ἄγω	a)/gw	v3spia---
ἄγει	a)/gei	ἀγάω	a)ga/w	v3siia---
ἄγει	a)/gei	ἀγάω	a)ga/w	v2spma---
ἄγει	a)/gei	ἀγάω	a)ga/w	v3siia---
ἄγειν	a)/gein	ἄγω	a)/gw	v--pna---
ἄγετε	a)/gete	ἄγε	a)/ge	d--------
ἄγετε	a)/gete	ἄγω	a)/gw	v2piia---
ἄγετε	a)/gete	ἄγω	a)/gw	v2ppma---
ἄγετε	a)/gete	ἄγω	a)/gw	v2ppia---
ἄγετε	a)/gete	ἄγω	a)/gw	v2piia---
ἄγοιντο	a)/gointo	ἄγω	a)/gw	v3ppoe---
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v-pppann-
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v-pppanv-
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v-pppana-
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v-sppama-
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v-sppamd-
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v-sppand-
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v3ppia---
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v3piie---
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v-dppamn-
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v-dppamv-
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v-dppama-
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v-dppann-
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v-dppanv-
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v-dppana-
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v3ppie---
ἄγοντ’	a)/gont'	ἄγω	a)/gw	v3piie---
ἄγων	a)/gwn	ἄγω	a)/gw	v-sppamn-
ἄγων	a)/gwn	ἀγάω	a)ga/w	v3piia---
ἄγων	a)/gwn	ἀγάω	a)ga/w	v1siia---
ἄγων	a)/gwn	ἀγάω	a)ga/w	v3piia---
ἄγων	a)/gwn	ἀγάω	a)ga/w	v1siia---
ἄθαπτον	a)/qapton	ἄθαπτος	a)/qaptos	n-s---ma-
ἄθαπτον	a)/qapton	ἄθαπτος	a)/qaptos	n-s---fa-
ἄθαπτον	a)/qapton	ἄθαπτος	a)/qaptos	n-s---nn-
ἄθαπτον	a)/qapton	ἄθαπτος	a)/qaptos	n-s---nv-
ἄθαπτον	a)/qapton	ἄθαπτος	a)/qaptos	n-s---na-
ἄθλιός	a)/qlio/s	ἄθλιος	a)/qlios	a-s---mn-
ἄθλιός	a)/qlio/s	ἄθλιος	a)/qlios	n-s---mn-
ἄθλιός	a)/qlio/s	ἄθλιος	a)/qlios	n-s---fn-
ἄκοντα	a)/konta	ἄκων	a)/kwn	n-s---ma-
ἄκοντα	a)/konta	ἀέκων	a)e/kwn	a-p---nn-
ἄκοντα	a)/konta	ἀέκων	a)e/kwn	a-p---nv-
ἄκοντα	a)/konta	ἀέκων	a)e/kwn	a-p---na-
ἄκοντα	a)/konta	ἀέκων	a)e/kwn	a-s---ma-
ἄκουσον	a)/kouson	ἀκούω	a)kou/w	v2sama---
ἄκρον	a)/kron	ἄκρον	a)/kron	n-s---nn-
ἄκρον	a)/kron	ἄκρον	a)/kron	n-s---nv-
ἄκρον	a)/kron	ἄκρον	a)/kron	n-s---na-
ἄκρον	a)/kron	ἄκρος	a)/kros	a-s---ma-
ἄκρον	a)/kron	ἄκρος	a)/kros	a-s---nn-
ἄκρον	a)/kron	ἄκρος	a)/kros	a-s---nv-
ἄκρον	a)/kron	ἄκρος	a)/kros	a-s---na-
ἄκρον	a)/kron	ἄκρων	a)/krwn	n-s---mv-
ἄκρου	a)/krou	ἄκρον	a)/kron	n-s---ng-
ἄκρου	a)/krou	ἄκρος	a)/kros	a-s---mg-
ἄκρου	a)/krou	ἄκρος	a)/kros	a-s---ng-
ἄκων	a)/kwn	ἄκων	a)/kwn	n-s---mn-
ἄκων	a)/kwn	ἀέκων	a)e/kwn	a-s---mn-
ἄλγημ’	a)/lghm'	ἄλγημα	a)/lghma	n-s---nn-
ἄλγημ’	a)/lghm'	ἄλγημα	a)/lghma	n-s---nv-
ἄλγημ’	a)/lghm'	ἄλγημα	a)/lghma	n-s---na-
ἄλγημ’	a)/lghm'	ἀλγέω	a)lge/w	v1srie---
ἄλγησις	a)/lghsis	ἄλγησις	a)/lghsis	n-s---fn-
ἄλγος	a)/lgos	ἄλγος	a)/lgos	n-s---nn-
ἄλγος	a)/lgos	ἄλγος	a)/lgos	n-s---nv-
ἄλγος	a)/lgos	ἄλγος	a)/lgos	n-s---na-
ἄλγους	a)/lgous	ἄλγος	a)/lgos	n-s---ng-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-p---nn-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-p---nv-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-p---na-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-d---fn-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-d---fv-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-d---fa-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-s---fn-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-s---fv-
ἄλλο	a)/llo	ἄλλος	a)/llos	n-s---nn-
ἄλλο	a)/llo	ἄλλος	a)/llos	n-s---nv-
ἄλλο	a)/llo	ἄλλος	a)/llos	n-s---na-
ἄλλοθεν	a)/lloqen	ἄλλοθεν	a)/lloqen	d--------
ἄλλοιν	a)/lloin	ἄλλος	a)/llos	n-d---ng-
ἄλλοιν	a)/lloin	ἄλλος	a)/llos	n-d---nd-
ἄλλοιν	a)/lloin	ἄλλος	a)/llos	n-d---mg-
ἄλλοιν	a)/lloin	ἄλλος	a)/llos	n-d---md-
ἄλλοις	a)/llois	ἄλλος	a)/llos	n-p---nd-
ἄλλοις	a)/llois	ἄλλος	a)/llos	n-p---md-
ἄλλοισι	a)/lloisi	ἄλλος	a)/llos	n-p---nd-
ἄλλοισι	a)/lloisi	ἄλλος	a)/llos	n-p---md-
ἄλλον	a)/llon	ἄλλος	a)/llos	n-s---ma-
ἄλλος	a)/llos	ἄλλος	a)/llos	n-s---mn-
ἄλλοτ’	a)/llot'	ἄλλοτε	a)/llote	d--------
ἄλλου	a)/llou	ἄλλος	a)/llos	n-s---ng-
ἄλλου	a)/llou	ἄλλος	a)/llos	n-s---mg-
ἄλλου	a)/llou	ἄλλου	a)/llou	d--------
ἄλλων	a)/llwn	ἄλλος	a)/llos	n-p---ng-
ἄλλων	a)/llwn	ἄλλος	a)/llos	n-p---fg-
ἄλλων	a)/llwn	ἄλλος	a)/llos	n-p---mg-
ἄλλως	a)/llws	ἄλλος	a)/llos	n-p---ma-
ἄλλως	a)/llws	ἄλλως	a)/llws	d--------
ἄλλῃ	a)/llh|	ἄλλῃ	a)/llh|	d--------
ἄλλῃ	a)/llh|	ἄλλος	a)/llos	n-s---fd-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-p---nn-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-p---nv-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-p---na-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-s---nn-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-s---nv-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-s---na-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-s---mv-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-p---fn-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-p---fv-
ἄλλ’	a)/ll'	ἄλλος	a)/llos	n-s---fd-
ἄμμορος	a)/mmoros	ἄμμορος	a)/mmoros	n-s---mn-
ἄμμορος	a)/mmoros	ἄμμορος	a)/mmoros	n-s---fn-
ἄμπυκα	a)/mpuka	ἄμπυξ	a)/mpuc	n-s---ma-
ἄμπυκα	a)/mpuka	ἄμπυξ	a)/mpuc	n-s---fa-
ἄν	a)/n	ἄν1	a)/n1	g--------
ἄν	a)/n	ἄν2	a)/n2	c--------
ἄν	a)/n	ἀνά	a)na/	r--------
ἄν	a)/n	ἐάν	e)a/n	c--------
ἄναξ	a)/nac	ἄναξ	a)/nac	n-s---mn-
ἄναξ	a)/nac	ἄναξ	a)/nac	n-s---mv-
ἄνδρα	a)/ndra	ἀνήρ	a)nh/r	n-s---ma-
ἄνδρας	a)/ndras	ἀνήρ	a)nh/r	n-p---ma-
ἄνδρε	a)/ndre	ἀνήρ	a)nh/r	n-d---mn-
ἄνδρε	a)/ndre	ἀνήρ	a)nh/r	n-d---mv-
ἄνδρε	a)/ndre	ἀνήρ	a)nh/r	n-d---ma-
ἄνδρες	a)/ndres	ἀνήρ	a)nh/r	n-p---mn-
ἄνδρες	a)/ndres	ἀνήρ	a)nh/r	n-p---mv-
ἄνδρ’	a)/ndr'	ἀνήρ	a)nh/r	n-s---ma-
ἄνδρ’	a)/ndr'	ἀνήρ	a)nh/r	n-d---mn-
ἄνδρ’	a)/ndr'	ἀνήρ	a)nh/r	n-d---mv-
ἄνδρ’	a)/ndr'	ἀνήρ	a)nh/r	n-d---ma-
ἄνευ	a)/neu	ἄνευ	a)/neu	r--------
ἄνευ	a)/neu	ἄνω1	a)/nw1	v2siie---
ἄνευ	a)/neu	ἄνω1	a)/nw1	v2spme---
ἄνευ	a)/neu	ἄνω1	a)/nw1	v2siie---
ἄντροις	a)/ntrois	ἄντρον	a)/ntron	n-p---nd-
ἄντρον	a)/ntron	ἄντρον	a)/ntron	n-s---nn-
ἄντρον	a)/ntron	ἄντρον	a)/ntron	n-s---nv-
ἄντρον	a)/ntron	ἄντρον	a)/ntron	n-s---na-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---mn-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---mv-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---ma-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---fn-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---fv-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---fa-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---nn-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---nv-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---na-
ἄνω	a)/nw	ἄνω1	a)/nw1	v1spsa---
ἄνω	a)/nw	ἄνω1	a)/nw1	v1spia---
ἄνω	a)/nw	ἄνω2	a)/nw2	d--------
ἄνωγας	a)/nwgas	ἄνωγα	a)/nwga	v2sria---
ἄνωθεν	a)/nwqen	ἄνωθεν	a)/nwqen	d--------
ἄξει	a)/cei	ἄγνυμι	a)/gnumi	v3sasa---
ἄξει	a)/cei	ἄγνυμι	a)/gnumi	v2sfim---
ἄξει	a)/cei	ἄγνυμι	a)/gnumi	v3sfia---
ἄξει	a)/cei	ἄγω	a)/gw	v3sasa---
ἄξει	a)/cei	ἄγω	a)/gw	v2sfim---
ἄξει	a)/cei	ἄγω	a)/gw	v3sfia---
ἄξειν	a)/cein	ἄγνυμι	a)/gnumi	v--fna---
ἄξειν	a)/cein	ἄγω	a)/gw	v--fna---
ἄξενον	a)/cenon	ἄξενος	a)/cenos	n-s---ma-
ἄξενον	a)/cenon	ἄξενος	a)/cenos	n-s---fa-
ἄξενον	a)/cenon	ἄξενος	a)/cenos	n-s---nn-
ἄξενον	a)/cenon	ἄξενος	a)/cenos	n-s---nv-
ἄξενον	a)/cenon	ἄξενος	a)/cenos	n-s---na-
ἄξοντες	a)/contes	ἄγνυμι	a)/gnumi	v-pfpamn-
ἄξοντες	a)/contes	ἄγνυμι	a)/gnumi	v-pfpamv-
ἄξοντες	a)/contes	ἄγω	a)/gw	v-pfpamn-
ἄξοντες	a)/contes	ἄγω	a)/gw	v-pfpamv-
ἄξουσιν	a)/cousin	ἄγνυμι	a)/gnumi	v3pasa---
ἄξουσιν	a)/cousin	ἄγνυμι	a)/gnumi	v-pfpamd-
ἄξουσιν	a)/cousin	ἄγνυμι	a)/gnumi	v-pfpand-
ἄξουσιν	a)/cousin	ἄγνυμι	a)/gnumi	v3pfia---
ἄξουσιν	a)/cousin	ἄγω	a)/gw	v3pasa---
ἄξουσιν	a)/cousin	ἄγω	a)/gw	v-pfpamd-
ἄξουσιν	a)/cousin	ἄγω	a)/gw	v-pfpand-
ἄξουσιν	a)/cousin	ἄγω	a)/gw	v3pfia---
ἄοικον	a)/oikon	ἄοικος	a)/oikos	n-s---ma-
ἄοικον	a)/oikon	ἄοικος	a)/oikos	n-s---fa-
ἄοικον	a)/oikon	ἄοικος	a)/oikos	n-s---nn-
ἄοικον	a)/oikon	ἄοικος	a)/oikos	n-s---nv-
ἄοικον	a)/oikon	ἄοικος	a)/oikos	n-s---na-
ἄπει	a)/pei	ἄπειμι2	a)/peimi2	v2spia---
ἄπειμι	a)/peimi	ἄπειμι1	a)/peimi1	v1spia---
ἄπειμι	a)/peimi	ἄπειμι2	a)/peimi2	v1spia---
ἄπεστιν	a)/pestin	ἄπειμι1	a)/peimi1	v3spia---
ἄπιστον	a)/piston	ἄπιστος	a)/pistos	n-s---ma-
ἄπιστον	a)/piston	ἄπιστος	a)/pistos	n-s---fa-
ἄπιστον	a)/piston	ἄπιστος	a)/pistos	n-s---nn-
ἄπιστον	a)/piston	ἄπιστος	a)/pistos	n-s---nv-
ἄπιστον	a)/piston	ἄπιστος	a)/pistos	n-s---na-
ἄπολιν	a)/polin	ἄπολις	a)/polis	n-s---ma-
ἄπολιν	a)/polin	ἄπολις	a)/polis	n-s---fa-
ἄπολιν	a)/polin	ἄπολις	a)/polis	n-s---fa-
ἄπορα	a)/pora	ἄπορος	a)/poros	n-p---nn-
ἄπορα	a)/pora	ἄπορος	a)/poros	n-p---nv-
ἄπορα	a)/pora	ἄπορος	a)/poros	n-p---na-
ἄπουν	a)/poun	ἄπους	a)/pous	n-s---ma-
ἄπουν	a)/poun	ἄπους	a)/pous	n-s---fa-
ἄρα	a)/ra	ἄρα	a)/ra	g--------
ἄρα	a)/ra	ἄρον	a)/ron	n-p---nn-
ἄρα	a)/ra	ἄρον	a)/ron	n-p---nv-
ἄρα	a)/ra	ἄρον	a)/ron	n-p---na-
ἄρα	a)/ra	ἄρος	a)/ros	n-p---nn-
ἄρα	a)/ra	ἄρος	a)/ros	n-p---nv-
ἄρα	a)/ra	ἄρος	a)/ros	n-p---na-
ἄρθμιον	a)/rqmion	ἄρθμιος	a)/rqmios	a-s---ma-
ἄρθμιον	a)/rqmion	ἄρθμιος	a)/rqmios	a-s---nn-
ἄρθμιον	a)/rqmion	ἄρθμιος	a)/rqmios	a-s---nv-
ἄρθμιον	a)/rqmion	ἄρθμιος	a)/rqmios	a-s---na-
ἄρθμιον	a)/rqmion	ἀρθμέω	a)rqme/w	v3piia---
ἄρθμιον	a)/rqmion	ἀρθμέω	a)rqme/w	v1siia---
ἄρθμιον	a)/rqmion	ἀρθμέω	a)rqme/w	v3piia---
ἄρθμιον	a)/rqmion	ἀρθμέω	a)rqme/w	v1siia---
ἄρθρα	a)/rqra	ἄρθρον	a)/rqron	n-p---nn-
ἄρθρα	a)/rqra	ἄρθρον	a)/rqron	n-p---nv-
ἄρθρα	a)/rqra	ἄρθρον	a)/rqron	n-p---na-
ἄρθρον	a)/rqron	ἄρθρον	a)/rqron	n-s---nn-
ἄρθρον	a)/rqron	ἄρθρον	a)/rqron	n-s---nv-
ἄρθρον	a)/rqron	ἄρθρον	a)/rqron	n-s---na-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---nn-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---nv-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---na-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---nn-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---nv-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---na-
ἄριστα	a)/rista	ἄριστος	a)/ristos	a-p---nn-
ἄριστα	a)/rista	ἄριστος	a)/ristos	a-p---nv-
ἄριστα	a)/rista	ἄριστος	a)/ristos	a-p---na-
ἄριστον	a)/riston	ἄριστον	a)/riston	n-s---nn-
ἄριστον	a)/riston	ἄριστον	a)/riston	n-s---nv-
ἄριστον	a)/riston	ἄριστον	a)/riston	n-s---na-
ἄριστον	a)/riston	ἄριστον	a)/riston	n-s---nn-
ἄριστον	a)/riston	ἄριστον	a)/riston	n-s---nv-
ἄριστον	a)/riston	ἄριστον	a)/riston	n-s---na-
ἄριστον	a)/riston	ἄριστος	a)/ristos	a-s---ma-
ἄριστον	a)/riston	ἄριστος	a)/ristos	a-s---nn-
ἄριστον	a)/riston	ἄριστος	a)/ristos	a-s---nv-
ἄριστον	a)/riston	ἄριστος	a)/ristos	a-s---na-
ἄρνυται	a)/rnutai	ἄρνυμαι	a)/rnumai	v3spie---
ἄρσην	a)/rshn	ἄρσην	a)/rshn	n-s---mn-
ἄρσην	a)/rshn	ἄρσην	a)/rshn	n-s---mv-
ἄρσην	a)/rshn	ἄρσην	a)/rshn	n-s---fn-
ἄρσην	a)/rshn	ἄρσην	a)/rshn	n-s---fv-
ἄρσην	a)/rshn	ἄρσης	a)/rshs	n-s---ma-
ἄρσην	a)/rshn	ἄρσος	a)/rsos	n-s---na-
ἄρτι	a)/rti	ἄρτι	a)/rti	d--------
ἄρχων	a)/rxwn	ἄρχω	a)/rxw	v-sppamn-
ἄρχων	a)/rxwn	ἄρχων	a)/rxwn	n-s---mn-
ἄσκοπα	a)/skopa	ἄσκοποσ1	a)/skopos1	n-p---nn-
ἄσκοπα	a)/skopa	ἄσκοποσ1	a)/skopos1	n-p---nv-
ἄσκοπα	a)/skopa	ἄσκοποσ1	a)/skopos1	n-p---na-
ἄσκοπα	a)/skopa	ἄσκοποσ2	a)/skopos2	n-p---nn-
ἄσκοπα	a)/skopa	ἄσκοποσ2	a)/skopos2	n-p---nv-
ἄσκοπα	a)/skopa	ἄσκοποσ2	a)/skopos2	n-p---na-
ἄσμενοί	a)/smenoi/	ἄσμενος	a)/smenos	a-p---mn-
ἄσμενοί	a)/smenoi/	ἄσμενος	a)/smenos	a-p---mv-
ἄστιπτος	a)/stiptos	ἄστιπτος	a)/stiptos	n-s---mn-
ἄστιπτος	a)/stiptos	ἄστιπτος	a)/stiptos	n-s---fn-
ἄστιπτος	a)/stiptos	ἀστιβής	a)stibh/s	n-s---mn-
ἄστιπτος	a)/stiptos	ἀστιβής	a)stibh/s	n-s---fn-
ἄτα	a)/ta	ἄτη	a)/th	n-d---fn-
ἄτα	a)/ta	ἄτη	a)/th	n-d---fv-
ἄτα	a)/ta	ἄτη	a)/th	n-d---fa-
ἄτα	a)/ta	ἄτη	a)/th	n-s---fn-
ἄτα	a)/ta	ἄτη	a)/th	n-s---fv-
ἄτα	a)/ta	ἆτος	a)=tos	n-p---nn-
ἄτα	a)/ta	ἆτος	a)=tos	n-p---nv-
ἄτα	a)/ta	ἆτος	a)=tos	n-p---na-
ἄτερ	a)/ter	ἄτερ	a)/ter	r--------
ἄτιμον	a)/timon	ἄτιμος	a)/timos	n-s---ma-
ἄτιμον	a)/timon	ἄτιμος	a)/timos	n-s---fa-
ἄτιμον	a)/timon	ἄτιμος	a)/timos	n-s---nn-
ἄτιμον	a)/timon	ἄτιμος	a)/timos	n-s---nv-
ἄτιμον	a)/timon	ἄτιμος	a)/timos	n-s---na-
ἄτρακτος	a)/traktos	ἄτρακτος	a)/traktos	n-s---mn-
ἄφαντον	a)/fanton	ἄφαντος	a)/fantos	n-s---ma-
ἄφαντον	a)/fanton	ἄφαντος	a)/fantos	n-s---fa-
ἄφαντον	a)/fanton	ἄφαντος	a)/fantos	n-s---nn-
ἄφαντον	a)/fanton	ἄφαντος	a)/fantos	n-s---nv-
ἄφαντον	a)/fanton	ἄφαντος	a)/fantos	n-s---na-
ἄφες	a)/fes	ἀφίημι	a)fi/hmi	v2sama---
ἄφετε	a)/fete	ἄφετος	a)/fetos	n-s---mv-
ἄφετε	a)/fete	ἄφετος	a)/fetos	n-s---fv-
ἄφετε	a)/fete	ἀφίημι	a)fi/hmi	v2pama---
ἄφετε	a)/fete	ἀφίημι	a)fi/hmi	v2paia---
ἄφιλον	a)/filon	ἄφιλος	a)/filos	n-s---ma-
ἄφιλον	a)/filon	ἄφιλος	a)/filos	n-s---fa-
ἄφιλον	a)/filon	ἄφιλος	a)/filos	n-s---nn-
ἄφιλον	a)/filon	ἄφιλος	a)/filos	n-s---nv-
ἄφιλον	a)/filon	ἄφιλος	a)/filos	n-s---na-
ἄχθομαι	a)/xqomai	ἄχθομαι	a)/xqomai	v1spie---
ἄχθομαί	a)/xqomai/	ἄχθομαι	a)/xqomai	v1spie---
ἄχθος	a)/xqos	ἄχθος	a)/xqos	n-s---nn-
ἄχθος	a)/xqos	ἄχθος	a)/xqos	n-s---nv-
ἄχθος	a)/xqos	ἄχθος	a)/xqos	n-s---na-
ἄϋπνος	a)/u+pnos	ἄυπνος	a)/upnos	n-s---mn-
ἄϋπνος	a)/u+pnos	ἄυπνος	a)/upnos	n-s---fn-
ἅ	a(/	ὁ	o(	l-s---fn-
ἅ	a(/	ὅς	o(/s	p-p---na-
ἅ	a(/	ὅς	o(/s	p-p---nn-
ἅ	a(/	ὅς	o(/s	p-d---fa-
ἅ	a(/	ὅς	o(/s	p-d---fn-
ἅ	a(/	ὅς	o(/s	p-s---fn-
ἅγωγ’	a(/gwg'	ἐγώ	e)gw/	p-s---mn-
ἅγωγ’	a(/gwg'	ἐγώ	e)gw/	p-s---mv-
ἅγωγ’	a(/gwg'	ἐγώ	e)gw/	p-s---fn-
ἅγωγ’	a(/gwg'	ἐγώ	e)gw/	p-s---fv-
ἅλις	a(/lis	ἅλις	a(/lis	d--------
ἅλωσιν	a(/lwsin	ἅλων	a(/lwn	n-p---fd-
ἅλωσιν	a(/lwsin	ἅλωσις	a(/lwsis	n-s---fa-
ἅμα	a(/ma	ἅμα	a(/ma	d--------
ἅν	a(/n	ὅς	o(/s	p-s---fa-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---nn-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---nv-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---na-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-s---ma-
ἅπαξ	a(/pac	ἅπαξ	a(/pac	d--------
ἅπερ	a(/per	ὁ	o(	l-s---fn-
ἅπερ	a(/per	ὅς	o(/s	p-p---na-
ἅπερ	a(/per	ὅς	o(/s	p-p---nn-
ἅπερ	a(/per	ὅς	o(/s	p-d---fa-
ἅπερ	a(/per	ὅς	o(/s	p-d---fn-
ἅπερ	a(/per	ὅς	o(/s	p-s---fn-
ἅς	a(/s	ὅς	o(/s	p-p---fa-
ἆ	a)=	ἆ	a)=	x--------
ἆθλ’	a)=ql'	ἆθλον	a)=qlon	n-p---nn-
ἆθλ’	a)=ql'	ἆθλον	a)=qlon	n-p---nv-
ἆθλ’	a)=ql'	ἆθλον	a)=qlon	n-p---na-
ἆθλ’	a)=ql'	ἆθλος	a)=qlos	n-s---mv-
ἆμαρ	a)=mar	ἦμαρ	h)=mar	n-s---nn-
ἆμαρ	a)=mar	ἦμαρ	h)=mar	n-s---nv-
ἆμαρ	a)=mar	ἦμαρ	h)=mar	n-s---na-
ἆρα	a)=ra	ἆρα	a)=ra	x--------
ἆρα	a)=ra	αἴρω	ai)/rw	v1saia---
ἆρα	a)=ra	αἴρω	ai)/rw	v1saia---
ἆρον	a)=ron	ἀρόω	a)ro/w	v3piia---
ἆρον	a)=ron	ἀρόω	a)ro/w	v1siia---
ἆρον	a)=ron	αἴρω	ai)/rw	v2sama---
Ἀγάμεμνον	*)aga/memnon	Ἀγαμέμνων	*)agame/mnwn	n-s---mv-
Ἀθάνα	*)aqa/na	Ἀθήνη	*)aqh/nh	n-s---fn-
Ἀθάνα	*)aqa/na	Ἀθήνη	*)aqh/nh	n-s---fv-
Ἀντίλοχος	*)anti/loxos	Ἀντίλοχος	*)anti/loxos	n-s---mn-
Ἀργείοις	*)argei/ois	Ἀργεῖος	*)argei=os	a-p---md-
Ἀργείοις	*)argei/ois	Ἀργεῖος	*)argei=os	a-p---nd-
Ἀργείοισι	*)argei/oisi	Ἀργεῖος	*)argei=os	a-p---md-
Ἀργείοισι	*)argei/oisi	Ἀργεῖος	*)argei=os	a-p---nd-
Ἀργείοισιν	*)argei/oisin	Ἀργεῖος	*)argei=os	a-p---md-
Ἀργείοισιν	*)argei/oisin	Ἀργεῖος	*)argei=os	a-p---nd-
Ἀργείους	*)argei/ous	Ἀργεῖος	*)argei=os	a-p---ma-
Ἀργείων	*)argei/wn	Ἀργεῖος	*)argei=os	a-p---fg-
Ἀργείων	*)argei/wn	Ἀργεῖος	*)argei=os	a-p---mg-
Ἀργείων	*)argei/wn	Ἀργεῖος	*)argei=os	a-p---ng-
Ἀσκληπιόν	*)asklhpio/n	Ἀσκληπιός	*)asklhpio/s	n-s---ma-
Ἀσκληπίδαιν	*)asklhpi/dain	Ἀσκληπίδης	*)asklhpi/dhs	n-d---mg-
Ἀσκληπίδαιν	*)asklhpi/dain	Ἀσκληπίδης	*)asklhpi/dhs	n-d---md-
Ἀσκληπίδαιν	*)asklhpi/dain	Ἀσκληπιάδαι	*)asklhpia/dai	n-d---mg-
Ἀσκληπίδαιν	*)asklhpi/dain	Ἀσκληπιάδαι	*)asklhpia/dai	n-d---md-
Ἀτρειδᾶν	*)atreida=n	Ἀτρείδης	*)atrei/dhs	n-p---mg-
Ἀτρειδᾶν	*)atreida=n	Ἀτρείδης	*)atrei/dhs	n-p---mg-
Ἀτρειδῶν	*)atreidw=n	Ἀτρείδης	*)atrei/dhs	n-p---mg-
Ἀτρειδῶν	*)atreidw=n	Ἀτρείδης	*)atrei/dhs	n-p---mg-
Ἀτρείδαις	*)atrei/dais	Ἀτρείδης	*)atrei/dhs	n-p---md-
