’	'	ἒ	e)\	x--------
Μυοῦντα	*muou=nta	μυόω	muo/w	v-pppann-
Μυοῦντα	*muou=nta	μυόω	muo/w	v-pppanv-
Μυοῦντα	*muou=nta	μυόω	muo/w	v-pppana-
Μυοῦντα	*muou=nta	μυόω	muo/w	v-sppama-
Μυοῦς	*muou=s	Μυόεις	*muo/eis	n-s---fn-
Μυοῦς	*muou=s	μυόω	muo/w	v2spia---
Μυριναῖοι	*murinai=oi	Μυριναῖος	*murinai=os	a-p---mn-
Μυριναῖοι	*murinai=oi	Μυριναῖος	*murinai=os	a-p---mv-
Μυριάσιν	*muria/sin	μυριάς	muria/s	n-p---fd-
Μυρσίλον	*mursi/lon	Μυρσίλος	*mursi/los	n-s---ma-
Μυρίων	*muri/wn	μύρω	mu/rw	v-sfpamn-
Μυρίων	*muri/wn	μυρίος	muri/os	a-p---fg-
Μυρίων	*muri/wn	μυρίος	muri/os	a-p---mg-
Μυρίων	*muri/wn	μυρίος	muri/os	a-p---ng-
Μυσοί	*musoi/	Μυσός	*muso/s	n-p---mn-
Μυσοί	*musoi/	Μυσός	*muso/s	n-p---mv-
Μυσοί	*musoi/	μυσός	muso/s	a-p---mn-
Μυσοί	*musoi/	μυσός	muso/s	a-p---mv-
Μυσοί	*musoi/	μυσόω	muso/w	v2spse---
Μυσοί	*musoi/	μυσόω	muso/w	v2spie---
Μυσοί	*musoi/	μυσόω	muso/w	v3spsa---
Μυσοῖσι	*musoi=si	Μυσός	*muso/s	n-p---md-
Μυσοῖσι	*musoi=si	μύω	mu/w	v-pfpamd-
Μυσοῖσι	*musoi=si	μύω	mu/w	v-pfpand-
Μυσοῖσι	*musoi=si	μύζω	mu/zw	v-pfpamd-
Μυσοῖσι	*musoi=si	μύζω	mu/zw	v-pfpand-
Μυσοῖσι	*musoi=si	μυσόν	muso/n	n-p---nd-
Μυσοῖσι	*musoi=si	μυσός	muso/s	a-p---md-
Μυσοῖσι	*musoi=si	μυσός	muso/s	a-p---nd-
Μυσοῖσι	*musoi=si	μυσόω	muso/w	v-pppamd-
Μυσοῖσι	*musoi=si	μυσόω	muso/w	v-pppand-
Μυσοῖσι	*musoi=si	μυσόω	muso/w	v3spsa---
Μυσοῖσι	*musoi=si	μυσόω	muso/w	v3ppia---
Μυσίην	*musi/hn	Μύσιος	*mu/sios	a-s---fa-
Μυσίην	*musi/hn	μυσία	musi/a	n-s---fa-
Μυσίης	*musi/hs	Μύσιος	*mu/sios	a-s---fg-
Μυσίης	*musi/hs	μυσία	musi/a	n-s---fg-
Μυσίης	*musi/hs	μυσιάω	musia/w	v2siia---
Μυσίῳ	*musi/w|	Μύσιος	*mu/sios	a-s---md-
Μυσίῳ	*musi/w|	Μύσιος	*mu/sios	a-s---nd-
Μυσόν	*muso/n	Μυσός	*muso/s	n-s---ma-
Μυσόν	*muso/n	μυσόν	muso/n	n-s---nn-
Μυσόν	*muso/n	μυσόν	muso/n	n-s---nv-
Μυσόν	*muso/n	μυσόν	muso/n	n-s---na-
Μυσόν	*muso/n	μυσός	muso/s	a-s---ma-
Μυσόν	*muso/n	μυσός	muso/s	a-s---nn-
Μυσόν	*muso/n	μυσός	muso/s	a-s---nv-
Μυσόν	*muso/n	μυσός	muso/s	a-s---na-
Μυσῶν	*musw=n	Μυσός	*muso/s	n-p---mg-
Μυσῶν	*musw=n	μύσος	mu/sos	n-p---ng-
Μυσῶν	*musw=n	μύω	mu/w	v-sfpamn-
Μυσῶν	*musw=n	μύζω	mu/zw	v-sfpamn-
Μυσῶν	*musw=n	μυσάζω	musa/zw	v-sfpamv-
Μυσῶν	*musw=n	μυσάζω	musa/zw	v-sfpann-
Μυσῶν	*musw=n	μυσάζω	musa/zw	v-sfpanv-
Μυσῶν	*musw=n	μυσάζω	musa/zw	v-sfpana-
Μυσῶν	*musw=n	μυσάζω	musa/zw	v-sfpamn-
Μυσῶν	*musw=n	μυσή	mush/	n-p---fg-
Μυσῶν	*musw=n	μυσόν	muso/n	n-p---ng-
Μυσῶν	*musw=n	μυσός	muso/s	a-p---fg-
Μυσῶν	*musw=n	μυσός	muso/s	a-p---mg-
Μυσῶν	*musw=n	μυσός	muso/s	a-p---ng-
Μυσῶν	*musw=n	μυσόω	muso/w	v-sppamv-
Μυσῶν	*musw=n	μυσόω	muso/w	v-sppann-
Μυσῶν	*musw=n	μυσόω	muso/w	v-sppanv-
Μυσῶν	*musw=n	μυσόω	muso/w	v-sppana-
Μυσῶν	*musw=n	μυσόω	muso/w	v-sppamn-
Μυσῶν	*musw=n	μυσόω	muso/w	v--pna---
Μυτιληναίην	*mutilhnai/hn	Μυτιληναῖος	*mutilhnai=os	a-s---fa-
Μυτιληναίου	*mutilhnai/ou	Μυτιληναῖος	*mutilhnai=os	a-s---mg-
Μυτιληναίου	*mutilhnai/ou	Μυτιληναῖος	*mutilhnai=os	a-s---ng-
Μυτιληναίους	*mutilhnai/ous	Μυτιληναῖοι	*mutilhnai=oi	n-p---ma-
Μυτιληναίους	*mutilhnai/ous	Μυτιληναῖος	*mutilhnai=os	a-p---ma-
Μυτιληναίων	*mutilhnai/wn	Μυτιληναῖοι	*mutilhnai=oi	n-p---mg-
Μυτιληναίων	*mutilhnai/wn	Μυτιληναῖος	*mutilhnai=os	a-p---fg-
Μυτιληναίων	*mutilhnai/wn	Μυτιληναῖος	*mutilhnai=os	a-p---mg-
Μυτιληναίων	*mutilhnai/wn	Μυτιληναῖος	*mutilhnai=os	a-p---ng-
Μυτιληναῖοι	*mutilhnai=oi	Μυτιληναῖοι	*mutilhnai=oi	n-p---mn-
Μυτιληναῖοι	*mutilhnai=oi	Μυτιληναῖοι	*mutilhnai=oi	n-p---mv-
Μυτιληναῖοι	*mutilhnai=oi	Μυτιληναῖος	*mutilhnai=os	a-p---mn-
Μυτιληναῖοι	*mutilhnai=oi	Μυτιληναῖος	*mutilhnai=os	a-p---mv-
Μυτιληναῖον	*mutilhnai=on	Μυτιληναῖος	*mutilhnai=os	a-s---ma-
Μυτιληναῖον	*mutilhnai=on	Μυτιληναῖος	*mutilhnai=os	a-s---nn-
Μυτιληναῖον	*mutilhnai=on	Μυτιληναῖος	*mutilhnai=os	a-s---nv-
Μυτιληναῖον	*mutilhnai=on	Μυτιληναῖος	*mutilhnai=os	a-s---na-
Μυτιληναῖοί	*mutilhnai=oi/	Μυτιληναῖοι	*mutilhnai=oi	n-p---mn-
Μυτιληναῖοί	*mutilhnai=oi/	Μυτιληναῖοι	*mutilhnai=oi	n-p---mv-
Μυτιληναῖοί	*mutilhnai=oi/	Μυτιληναῖος	*mutilhnai=os	a-p---mn-
Μυτιληναῖοί	*mutilhnai=oi/	Μυτιληναῖος	*mutilhnai=os	a-p---mv-
Μυτιλήνην	*mutilh/nhn	Μυτιλήνη	*mutilh/nh	n-s---fa-
Μυτιλήνης	*mutilh/nhs	Μυτιλήνη	*mutilh/nh	n-s---fg-
Μυῶν	*muw=n	μῦς	mu=s	n-p---mg-
Μυῶν	*muw=n	μῦς	mu=s	n-p---fg-
Μυῶν	*muw=n	μυάω	mua/w	v-sppamv-
Μυῶν	*muw=n	μυάω	mua/w	v-sppann-
Μυῶν	*muw=n	μυάω	mua/w	v-sppanv-
Μυῶν	*muw=n	μυάω	mua/w	v-sppana-
Μυῶν	*muw=n	μυάω	mua/w	v-sppamn-
Μυῶν	*muw=n	μυάω	mua/w	v-sppamn-
Μυῶν	*muw=n	μυέω	mue/w	v-sppamn-
Μυῶν	*muw=n	μυόω	muo/w	v-sppamv-
Μυῶν	*muw=n	μυόω	muo/w	v-sppann-
Μυῶν	*muw=n	μυόω	muo/w	v-sppanv-
Μυῶν	*muw=n	μυόω	muo/w	v-sppana-
Μυῶν	*muw=n	μυόω	muo/w	v-sppamn-
Μυῶν	*muw=n	μυόω	muo/w	v--pna---
Μωμέμφι	*mwme/mfi	Μώμεμφις	*mw/memfis	n-s---fd-
Μάγνητες	*ma/gnhtes	Μάγνης	*ma/gnhs	n-p---mn-
Μάγνητες	*ma/gnhtes	Μάγνης	*ma/gnhs	n-p---mv-
Μάγνητι	*ma/gnhti	Μάγνης	*ma/gnhs	n-s---md-
Μάγοι	*ma/goi	Μάγος	*ma/gos	n-p---mn-
Μάγοι	*ma/goi	Μάγος	*ma/gos	n-p---mv-
Μάγοι	*ma/goi	Μάγος	*ma/gos	n-p---mn-
Μάγοι	*ma/goi	Μάγος	*ma/gos	n-p---mv-
Μάγους	*ma/gous	Μάγος	*ma/gos	n-p---ma-
Μάγους	*ma/gous	Μάγος	*ma/gos	n-p---ma-
Μάκαι	*ma/kai	Μάκαι	*ma/kai	n-p---mn-
Μάκαι	*ma/kai	Μάκαι	*ma/kai	n-p---mv-
Μάκιστον	*ma/kiston	Μάκιστος	*ma/kistos	n-s---ma-
Μάκιστον	*ma/kiston	μήκιστος	mh/kistos	a-s---ma-
Μάκιστον	*ma/kiston	μήκιστος	mh/kistos	a-s---nn-
Μάκιστον	*ma/kiston	μήκιστος	mh/kistos	a-s---nv-
Μάκιστον	*ma/kiston	μήκιστος	mh/kistos	a-s---na-
Μάκρωνας	*ma/krwnas	Μάκρωνες	*ma/krwnes	n-p---ma-
Μάκρωνας	*ma/krwnas	μάκρων	ma/krwn	n-p---ma-
Μάκρωνες	*ma/krwnes	Μάκρωνες	*ma/krwnes	n-p---mn-
Μάκρωνες	*ma/krwnes	Μάκρωνες	*ma/krwnes	n-p---mv-
Μάκρωνες	*ma/krwnes	μάκρων	ma/krwn	n-p---mn-
Μάκρωνες	*ma/krwnes	μάκρων	ma/krwn	n-p---mv-
Μάκρωσι	*ma/krwsi	Μάκρωνες	*ma/krwnes	n-p---md-
Μάκρωσι	*ma/krwsi	μάκρων	ma/krwn	n-p---md-
Μάκρωσι	*ma/krwsi	μάκρωσις	ma/krwsis	n-s---fv-
Μάλης	*ma/lhs	Μάλης	*ma/lhs	n-s---mn-
Μάλης	*ma/lhs	μάλη	ma/lh	n-s---fg-
Μάλης	*ma/lhs	μαλέω	male/w	v2siia---
Μάλιστα	*ma/lista	μάλιστα	ma/lista	d--------
Μάνεω	*ma/new	Μάνης	*ma/nhs	n-s---mg-
Μάνεω	*ma/new	μάνης	ma/nhs	n-s---mg-
Μάντιες	*ma/nties	μάντις	ma/ntis	n-p---mn-
Μάντιες	*ma/nties	μάντις	ma/ntis	n-p---mv-
Μάρδοι	*ma/rdoi	Μάρδος	*ma/rdos	n-p---mn-
Μάρδοι	*ma/rdoi	Μάρδος	*ma/rdos	n-p---mv-
Μάρδος	*ma/rdos	Μάρδος	*ma/rdos	n-s---mn-
Μάρις	*ma/ris	Μάρις	*ma/ris	n-s---mn-
Μάρις	*ma/ris	μάρις	ma/ris	n-p---fa-
Μάρις	*ma/ris	μάρις	ma/ris	n-s---fn-
Μάρων	*ma/rwn	Μάρων	*ma/rwn	n-s---mn-
Μάρων	*ma/rwn	Μάρων	*ma/rwn	n-s---mv-
Μάρων	*ma/rwn	Μάρων	*ma/rwn	n-s---mn-
Μάρων	*ma/rwn	Μάρων	*ma/rwn	n-s---mv-
Μάρων	*ma/rwn	μάρων	ma/rwn	n-s---mn-
Μάρων	*ma/rwn	μάρων	ma/rwn	n-s---mv-
Μάρων	*ma/rwn	μᾶρον	ma=ron	n-p---ng-
Μάσπιοι	*ma/spioi	Μάσπιοι	*ma/spioi	n-p---mn-
Μάσπιοι	*ma/spioi	Μάσπιοι	*ma/spioi	n-p---mv-
Μάτην	*ma/thn	μάτη	ma/th	n-s---fa-
Μάτην	*ma/thn	μάτην	ma/thn	d--------
Μάτην	*ma/thn	μάτος	ma/tos	n-s---na-
Μάτην	*ma/thn	ματάω	mata/w	v3piia---
Μάτην	*ma/thn	ματάω	mata/w	v1siia---
Μάχης	*ma/xhs	μάχη	ma/xh	n-s---fg-
Μάχης	*ma/xhs	μαχάω	maxa/w	v2spia---
Μάχης	*ma/xhs	μαχάω	maxa/w	v2siia---
Μάχλυες	*ma/xlues	Μάχλυς	*ma/xlus	n-p---mn-
Μάχλυες	*ma/xlues	Μάχλυς	*ma/xlus	n-p---mv-
Μέγα	*me/ga	Μέγης	*me/ghs	n-d---mn-
Μέγα	*me/ga	Μέγης	*me/ghs	n-d---mv-
Μέγα	*me/ga	Μέγης	*me/ghs	n-d---ma-
Μέγα	*me/ga	Μέγης	*me/ghs	n-s---mv-
Μέγα	*me/ga	Μέγης	*me/ghs	n-s---mg-
Μέγα	*me/ga	Μέγης	*me/ghs	n-s---mn-
Μέγα	*me/ga	μέγας	me/gas	n-s---nn-
Μέγα	*me/ga	μέγας	me/gas	n-s---nv-
Μέγα	*me/ga	μέγας	me/gas	n-s---na-
Μέγαρα	*me/gara	Μέγαρα	*me/gara	n-p---nn-
Μέγαρα	*me/gara	Μέγαρα	*me/gara	n-p---nv-
Μέγαρα	*me/gara	Μέγαρα	*me/gara	n-p---na-
Μέγαρα	*me/gara	μέγαρον	me/garon	n-p---nn-
Μέγαρα	*me/gara	μέγαρον	me/garon	n-p---nv-
Μέγαρα	*me/gara	μέγαρον	me/garon	n-p---na-
Μέλαιναν	*me/lainan	Μελαίνα	*melai/na	n-s---fa-
Μέλαιναν	*me/lainan	μέλαινα	me/laina	n-s---fa-
Μέλαιναν	*me/lainan	μέλας	me/las	a-s---fa-
Μέλανα	*me/lana	Μέλας	*me/las	n-s---ma-
Μέλανα	*me/lana	μέλας	me/las	a-p---nn-
Μέλανα	*me/lana	μέλας	me/las	a-p---nv-
Μέλανα	*me/lana	μέλας	me/las	a-p---na-
Μέλανα	*me/lana	μέλας	me/las	a-s---ma-
Μέλανθον	*me/lanqon	Μέλανθος	*me/lanqos	n-s---ma-
Μέλανος	*me/lanos	Μέλας	*me/las	n-s---mg-
Μέλανος	*me/lanos	μέλας	me/las	a-s---mg-
Μέλανος	*me/lanos	μέλας	me/las	a-s---ng-
Μέλας	*me/las	Μέλας	*me/las	n-s---mn-
Μέλας	*me/las	Μέλας	*me/las	n-s---mn-
Μέλας	*me/las	Μέλας	*me/las	n-s---mv-
Μέλας	*me/las	Μέλης	*me/lhs	n-p---ma-
Μέλας	*me/las	Μέλης	*me/lhs	n-s---mn-
Μέλας	*me/las	μέλας	me/las	a-s---mn-
Μέλας	*me/las	μέλη	me/lh	n-p---fa-
Μέλας	*me/las	μέλη	me/lh	n-s---fg-
Μέλισσα	*me/lissa	Μέλισσα	*me/lissa	n-s---fn-
Μέλισσα	*me/lissa	Μέλισσα	*me/lissa	n-s---fv-
Μέλισσα	*me/lissa	μέλισσα	me/lissa	n-s---fn-
Μέλισσα	*me/lissa	μέλισσα	me/lissa	n-s---fv-
Μέλισσα	*me/lissa	μελίζω	meli/zw	v1saia---
Μέλισσαν	*me/lissan	Μέλισσα	*me/lissa	n-s---fa-
Μέλισσαν	*me/lissan	μέλισσα	me/lissa	n-s---fa-
Μέλισσαν	*me/lissan	μελίζω	meli/zw	v3paia---
Μέμνονος	*me/mnonos	Μέμνων	*me/mnwn	n-s---mg-
Μέμφι	*me/mfi	Μέμφις	*me/mfis	n-s---fv-
Μέμφι	*me/mfi	Μέμφις	*me/mfis	n-s---fd-
Μέμφι	*me/mfi	Μέμφις	*me/mfis	n-s---fv-
Μέμφιν	*me/mfin	Μέμφις	*me/mfis	n-s---fa-
Μέμφιν	*me/mfin	Μέμφις	*me/mfis	n-s---fa-
Μέμφιος	*me/mfios	Μέμφις	*me/mfis	n-s---fg-
Μέμφις	*me/mfis	Μέμφις	*me/mfis	n-p---fa-
Μέμφις	*me/mfis	Μέμφις	*me/mfis	n-s---fn-
Μέμφις	*me/mfis	Μέμφις	*me/mfis	n-s---fn-
Μένδης	*me/ndhs	Μένδη	*me/ndh	n-s---fg-
Μένδης	*me/ndhs	Μένδης	*me/ndhs	n-s----n-
Μένδητος	*me/ndhtos	Μένδης	*me/ndhs	n-s----g-
Μέρβαλος	*me/rbalos	Μέρβαλος	*me/rbalos	n-s---mn-
Μέχρι	*me/xri	μέχρι	me/xri	d--------
Μέχρι	*me/xri	μέχρι	me/xri	c--------
Μέχρι	*me/xri	μέχρι	me/xri	r--------
Μή	*mh/	μή	mh/	c--------
Μήδοισι	*mh/doisi	Μῆδος	*mh=dos	n-p---md-
Μήδοισι	*mh/doisi	Μῆδος	*mh=dos	n-p---md-
Μήδοισί	*mh/doisi/	Μῆδος	*mh=dos	n-p---md-
Μήδοισί	*mh/doisi/	Μῆδος	*mh=dos	n-p---md-
Μήδου	*mh/dou	Μῆδος	*mh=dos	n-s---mg-
Μήδου	*mh/dou	Μῆδος	*mh=dos	n-s---mg-
Μήδου	*mh/dou	μήδομαι	mh/domai	v2spme---
Μήδου	*mh/dou	μήδομαι	mh/domai	v2siie---
Μήδους	*mh/dous	Μῆδος	*mh=dos	n-p---ma-
Μήδους	*mh/dous	Μῆδος	*mh=dos	n-p---ma-
Μήδων	*mh/dwn	Μήδων	*mh/dwn	n-s---mn-
Μήδων	*mh/dwn	Μήδων	*mh/dwn	n-s---mv-
Μήδων	*mh/dwn	Μῆδος	*mh=dos	n-p---mg-
Μήδων	*mh/dwn	Μῆδος	*mh=dos	n-p---mg-
Μήδῳ	*mh/dw|	Μῆδος	*mh=dos	n-s---md-
Μήδῳ	*mh/dw|	Μῆδος	*mh=dos	n-s---md-
Μήκεϊ	*mh/kei+	μῆκος	mh=kos	n-d---nn-
Μήκεϊ	*mh/kei+	μῆκος	mh=kos	n-d---nv-
Μήκεϊ	*mh/kei+	μῆκος	mh=kos	n-d---na-
Μήκεϊ	*mh/kei+	μῆκος	mh=kos	n-s---nd-
Μήκεϊ	*mh/kei+	μῆκος	mh=kos	n-s---nd-
Μήλης	*mh/lhs	Μῆλος	*mh=los	a-s---fg-
Μήλης	*mh/lhs	μήλη	mh/lh	n-s---fg-
Μήλιοι	*mh/lioi	Μήλιος	*mh/lios	a-p---mn-
Μήλιοι	*mh/lioi	Μήλιος	*mh/lios	a-p---mv-
Μίδεω	*mi/dew	Μίδας	*mi/das	n-s---mg-
Μίδην	*mi/dhn	Μίδας	*mi/das	n-s---ma-
Μίδης	*mi/dhs	Μίδας	*mi/das	n-s---mn-
Μίκυθος	*mi/kuqos	Μίκυθος	*mi/kuqos	n-s---mn-
Μίκυθος	*mi/kuqos	μίκυθος	mi/kuqos	a-s---mn-
Μίλητε	*mi/lhte	Μίλητος	*mi/lhtos	n-s---fv-
Μίλητον	*mi/lhton	Μίλητος	*mi/lhtos	n-s---fa-
Μίλητος	*mi/lhtos	Μίλητος	*mi/lhtos	n-s---fn-
Μίλητόν	*mi/lhto/n	Μίλητος	*mi/lhtos	n-s---fa-
Μίλωνος	*mi/lwnos	Μίλων	*mi/lwn	n-s---mg-
Μίνω	*mi/nw	Μίνως	*mi/nws	n-s---ma-
Μίνων	*mi/nwn	Μίνως	*mi/nws	n-s---ma-
Μίνως	*mi/nws	Μίνως	*mi/nws	n-p---mn-
Μίνως	*mi/nws	Μίνως	*mi/nws	n-p---mv-
Μίνως	*mi/nws	Μίνως	*mi/nws	n-p---ma-
Μίνως	*mi/nws	Μίνως	*mi/nws	n-s---mn-
Μίνως	*mi/nws	Μίνως	*mi/nws	n-s---mv-
Μίξιν	*mi/cin	μίξις	mi/cis	n-s---fa-
Μίξιν	*mi/cin	μῖξις	mi=cis	n-s---fa-
Μίξις	*mi/cis	μίξις	mi/cis	n-p---fa-
Μίξις	*mi/cis	μίξις	mi/cis	n-s---fn-
Μίξις	*mi/cis	μῖξις	mi=cis	n-p---fa-
Μίξις	*mi/cis	μῖξις	mi=cis	n-s---fn-
Μίξις	*mi/cis	μῖξις	mi=cis	n-p---fa-
Μίτραν	*mi/tran	Μίτρα	*mi/tra	n-s---fa-
Μίτραν	*mi/tran	μίτρα	mi/tra	n-s---fa-
Μόσχοι	*mo/sxoi	Μόσχος	*mo/sxos	n-p---mn-
Μόσχοι	*mo/sxoi	Μόσχος	*mo/sxos	n-p---mv-
Μόσχοι	*mo/sxoi	μόσχοσ1	mo/sxos1	n-p---mn-
Μόσχοι	*mo/sxoi	μόσχοσ1	mo/sxos1	n-p---mv-
Μόσχοι	*mo/sxoi	μόσχοσ2	mo/sxos2	n-p---mn-
Μόσχοι	*mo/sxoi	μόσχοσ2	mo/sxos2	n-p---mv-
Μόσχοισι	*mo/sxoisi	Μόσχος	*mo/sxos	n-p---md-
Μόσχοισι	*mo/sxoisi	μόσχοσ1	mo/sxos1	n-p---md-
Μόσχοισι	*mo/sxoisi	μόσχοσ2	mo/sxos2	n-p---md-
Μόσχους	*mo/sxous	Μόσχος	*mo/sxos	n-p---ma-
Μόσχους	*mo/sxous	μόσχοσ1	mo/sxos1	n-p---ma-
Μόσχους	*mo/sxous	μόσχοσ2	mo/sxos2	n-p---ma-
Μύκοι	*mu/koi	μυκάομαι	muka/omai	v3saoa---
Μύκων	*mu/kwn	Μύκων	*mu/kwn	n-s---mn-
Μύκων	*mu/kwn	Μύκων	*mu/kwn	n-s---mv-
Μύλιττα	*mu/litta	Μύλιττα	*mu/litta	n-s---fn-
Μύλιττα	*mu/litta	Μύλιττα	*mu/litta	n-s---fv-
Μύνδιον	*mu/ndion	Μύνδιος	*mu/ndios	a-s---ma-
Μύνδιον	*mu/ndion	Μύνδιος	*mu/ndios	a-s---nn-
Μύνδιον	*mu/ndion	Μύνδιος	*mu/ndios	a-s---nv-
Μύνδιον	*mu/ndion	Μύνδιος	*mu/ndios	a-s---na-
Μύρινα	*mu/rina	Μύρινα	*mu/rina	n-s---fn-
Μύρινα	*mu/rina	Μύρινα	*mu/rina	n-s---fv-
Μύρκινον	*mu/rkinon	Μύρκινος	*mu/rkinos	n-s---ma-
Μύρκινος	*mu/rkinos	Μύρκινος	*mu/rkinos	n-s---mn-
Μύρμηκα	*mu/rmhka	Μύρμηξ	*mu/rmhc	n-s---ma-
Μύρμηκα	*mu/rmhka	μύρμηξ	mu/rmhc	n-s---ma-
Μύρσον	*mu/rson	Μύρσος	*mu/rsos	n-s---ma-
Μύρσον	*mu/rson	μύρσος	mu/rsos	n-s---ma-
Μύρσον	*mu/rson	μύρω	mu/rw	v2sama---
Μύρσος	*mu/rsos	Μύρσος	*mu/rsos	n-s---mn-
Μύρσος	*mu/rsos	μύρσος	mu/rsos	n-s---mn-
Μύρσου	*mu/rsou	Μύρσος	*mu/rsos	n-s---mg-
Μύρσου	*mu/rsou	μύρσος	mu/rsos	n-s---mg-
Μύρωνος	*mu/rwnos	Μύρων	*mu/rwn	n-s---mg-
Μώμεμφιν	*mw/memfin	Μώμεμφις	*mw/memfis	n-s---fa-
Μᾶρες	*ma=res	Μᾶρες	*ma=res	n-p---mn-
Μᾶρες	*ma=res	Μᾶρες	*ma=res	n-p---mv-
Μῆδοι	*mh=doi	Μῆδος	*mh=dos	n-p---mn-
Μῆδοι	*mh=doi	Μῆδος	*mh=dos	n-p---mv-
Μῆδον	*mh=don	Μῆδος	*mh=dos	n-s---ma-
Μῆδος	*mh=dos	Μῆδος	*mh=dos	n-s---mn-
Μῦν	*mu=n	Μῦς	*mu=s	n-s---ma-
Μῦν	*mu=n	μῦς	mu=s	n-s---ma-
Μῦν	*mu=n	μῦς	mu=s	n-s---fa-
Μῦν	*mu=n	μῦς	mu=s	n-s---ma-
Μῦς	*mu=s	Μῦς	*mu=s	n-p---ma-
Μῦς	*mu=s	Μῦς	*mu=s	n-p---mn-
Μῦς	*mu=s	Μῦς	*mu=s	n-p---mv-
Μῦς	*mu=s	μῦς	mu=s	n-s---mn-
Μῦς	*mu=s	μῦς	mu=s	n-s---fn-
Μῦς	*mu=s	μῦς	mu=s	n-p---ma-
Μῦς	*mu=s	μῦς	mu=s	n-p---mn-
Μῦς	*mu=s	μῦς	mu=s	n-p---mv-
Μῦς	*mu=s	μῦς	mu=s	n-p---mv-
Μῶφι	*mw=fi	Μῶφις	*mw=fis	n-s---mv-
Ναξίοισι	*naci/oisi	Νάξιος	*na/cios	a-p---md-
Ναξίοισι	*naci/oisi	Νάξιος	*na/cios	a-p---nd-
Ναξίοισι	*naci/oisi	νάσσω	na/ssw	v-pfpamd-
Ναξίοισι	*naci/oisi	νάσσω	na/ssw	v-pfpand-
Ναξίους	*naci/ous	Νάξιος	*na/cios	a-p---ma-
Ναξίων	*naci/wn	Νάξιος	*na/cios	a-p---fg-
Ναξίων	*naci/wn	Νάξιος	*na/cios	a-p---mg-
Ναξίων	*naci/wn	Νάξιος	*na/cios	a-p---ng-
Ναξίων	*naci/wn	νάσσω	na/ssw	v-sfpamn-
Νασαμώνων	*nasamw/nwn	Νασάμων	*nasa/mwn	n-p---mg-
Νασαμῶνες	*nasamw=nes	Νασαμώνης	*nasamw/nhs	n-s---mv-
Ναυκράτι	*naukra/ti	Ναύκρατις	*nau/kratis	n-s---fd-
Ναυκράτιος	*naukra/tios	Ναύκρατις	*nau/kratis	n-s---fg-
Ναυκράτιος	*naukra/tios	Ναυκράτης	*naukra/ths	n-s---mg-
Ναυκράτιος	*naukra/tios	Ναυκράτιος	*naukra/tios	n-s---mn-
Ναυπλίην	*naupli/hn	Ναύπλιος	*nau/plios	a-s---fa-
Ναυπλίην	*naupli/hn	Ναυπλία	*naupli/a	n-s---fa-
Ναυπλίην	*naupli/hn	Ναυπλιεύς	*nauplieu/s	a-s---fa-
Ναυστρόφου	*naustro/fou	Ναύστροφος	*nau/strofos	n-s---mg-
Ναί	*nai/	Ναίς	*nai/s	n-s---fv-
Ναί	*nai/	ναί	nai/	d--------
Ναί	*nai/	ναῦς	nau=s	n-s---fd-
Ναί	*nai/	ναῦς	nau=s	n-s---fd-
Ναύαρχος	*nau/arxos	ναύαρχος	nau/arxos	n-s---mn-
Ναύκρατιν	*nau/kratin	Ναύκρατις	*nau/kratis	n-s---fa-
Ναύκρατις	*nau/kratis	Ναύκρατις	*nau/kratis	n-s---fn-
Νεικέων	*neike/wn	νει	nei	n-p---ng-
Νεικέων	*neike/wn	νείκη	nei/kh	n-p---fg-
Νεικέων	*neike/wn	νεῖκος	nei=kos	n-p---ng-
Νεικέων	*neike/wn	νεικέω	neike/w	v-sppamn-
Νεοκλέος	*neokle/os	Νεοκλής	*neoklh/s	n-s---mg-
Νεοκλέος	*neokle/os	Νεοκλῆς	*neoklh=s	n-s---mg-
Νεομηνίας	*neomhni/as	νεομηνία	neomhni/a	n-p---fa-
Νεομηνίας	*neomhni/as	νεομηνία	neomhni/a	n-s---fg-
Νευροί	*neuroi/	Νευροί	*neuroi/	n-p---mn-
Νευροί	*neuroi/	Νευροί	*neuroi/	n-p---mv-
Νευροί	*neuroi/	νευρόω	neuro/w	v2spse---
Νευροί	*neuroi/	νευρόω	neuro/w	v2spie---
Νευροί	*neuroi/	νευρόω	neuro/w	v3spsa---
Νευρίδα	*neuri/da	Νευρίς	*neuri/s	n-s---fa-
Νευρίδος	*neuri/dos	Νευρίς	*neuri/s	n-s---fg-
Νευρῶν	*neurw=n	Νευροί	*neuroi/	n-p---mg-
Νευρῶν	*neurw=n	νευρά	neura/	n-p---fg-
Νευρῶν	*neurw=n	νευρή	neurh/	n-p---fg-
Νευρῶν	*neurw=n	νευρόω	neuro/w	v-sppamv-
Νευρῶν	*neurw=n	νευρόω	neuro/w	v-sppann-
Νευρῶν	*neurw=n	νευρόω	neuro/w	v-sppanv-
Νευρῶν	*neurw=n	νευρόω	neuro/w	v-sppana-
Νευρῶν	*neurw=n	νευρόω	neuro/w	v-sppamn-
Νευρῶν	*neurw=n	νευρόω	neuro/w	v--pna---
Νεωστί	*newsti/	νεωστί	newsti/	d--------
Νείλεῳ	*nei/lew|	Νειλέως	*neile/ws	n-s---md-
Νείλου	*nei/lou	Νεῖλος	*nei=los	n-s---mg-
Νείλῳ	*nei/lw|	Νεῖλος	*nei=los	n-s---md-
